trial,target_cv,spatial_mode,budget_fraction,budget_rows,target_importance,method,method_label,selected_rows,selected_fraction,importance,two_line_ms,released_ms,chunks,meets_target
0,1.07,local,0.375,1824,0.6466288026345968,cell1_bound,Cell-1 I-bound,2237,0.45990953947368424,0.6550217327609451,0.7277397738601842,0.7432965913689307,10,True
0,1.07,local,0.5,2432,0.750318882730123,paper,Paper fixed-R,2430,0.4995888157894737,0.750318882730123,0.9302314229742344,0.9005114572358678,29,True
0,1.07,local,0.5,2432,0.750318882730123,exact_coverage,Exact global I-bound,2389,0.49115953947368424,0.7503303037664697,0.8048664077451171,0.8121524206056762,17,True
0,1.07,local,0.5,2432,0.750318882730123,cell1_fixed,Cell-1 fixed-R,2432,0.5,0.6907322939677402,0.7915761709393335,0.808505105654231,10,False
0,1.07,local,0.5,2432,0.750318882730123,cell1_bound,Cell-1 I-bound,2772,0.5699013157894737,0.7524087629325118,0.9017857188826244,0.9209068426024838,10,True
0,1.07,local,0.625,3040,0.8362503954496652,paper,Paper fixed-R,3036,0.6241776315789473,0.8362503954496652,1.1271168194430103,1.1022596069017343,33,True
0,1.07,local,0.625,3040,0.8362503954496652,exact_coverage,Exact global I-bound,2966,0.6097861842105263,0.83625884306243,0.9794527540255384,0.9967483816602346,18,True
0,1.07,local,0.625,3040,0.8362503954496652,cell1_fixed,Cell-1 fixed-R,3040,0.625,0.7957398847751339,0.9889713511555476,1.0093495042297702,10,False
0,1.07,local,0.625,3040,0.8362503954496652,cell1_bound,Cell-1 I-bound,3356,0.6899671052631579,0.8364335166045107,1.0917723205519796,1.11525976705212,8,True
0,1.07,local,0.75,3648,0.9022125503297092,paper,Paper fixed-R,3648,0.75,0.9022125503297092,1.3062578670229772,1.2913712534287631,33,True
0,1.07,local,0.75,3648,0.9022125503297092,exact_coverage,Exact global I-bound,3472,0.7138157894736842,0.902222517304586,1.1412708027649243,1.16188024861083,21,True
0,1.07,local,0.75,3648,0.9022125503297092,cell1_fixed,Cell-1 fixed-R,3648,0.75,0.874158157971695,1.186765621386657,1.2117320205018038,6,False
0,1.07,local,0.75,3648,0.9022125503297092,cell1_bound,Cell-1 I-bound,3891,0.7999588815789473,0.9030402673982391,1.2658182655744197,1.2930499861739568,6,True
0,1.07,local,0.875,4256,0.9579423342489884,paper,Paper fixed-R,4254,0.8745888157894737,0.9579423342489884,1.4989880321601956,1.4944986147166897,34,True
0,1.07,local,0.875,4256,0.9579423342489884,exact_coverage,Exact global I-bound,4040,0.8305921052631579,0.9579447443075112,1.3226130751667078,1.3493933271507146,22,True
0,1.07,local,0.875,4256,0.9579423342489884,cell1_fixed,Cell-1 fixed-R,4256,0.875,0.9439747127726126,1.3845598916177666,1.414346116976705,4,False
0,1.07,local,0.875,4256,0.9579423342489884,cell1_bound,Cell-1 I-bound,4426,0.9099506578947368,0.9599903613579974,1.4398642105968598,1.4708402052957936,3,True
0,1.07,random,0.125,608,0.1554175526105011,paper,Paper fixed-R,606,0.12458881578947369,0.1554175526105011,0.2050080520660584,0.2038532341650238,5,True
0,1.07,random,0.125,608,0.1554175526105011,exact_coverage,Exact global I-bound,605,0.12438322368421052,0.1554314739916333,0.1969709049018796,0.20107538294115,4,True
0,1.07,random,0.125,608,0.1554175526105011,cell1_fixed,Cell-1 fixed-R,608,0.125,0.14920758065727624,0.20007143090433605,0.20405293183310902,3,False
0,1.07,random,0.125,608,0.1554175526105011,cell1_bound,Cell-1 I-bound,681,0.14000822368421054,0.16379188316831333,0.22154259543977894,0.22679225248945586,3,True
0,1.07,random,0.25,1216,0.3035647835948994,paper,Paper fixed-R,1212,0.24917763157894737,0.3035647835948994,0.4299236531104271,0.4256957218935348,12,True
0,1.07,random,0.25,1216,0.3035647835948994,exact_coverage,Exact global I-bound,1247,0.2563733552631579,0.3035767271606424,0.4065420533672965,0.4153517975659779,8,True
0,1.07,random,0.25,1216,0.3035647835948994,cell1_fixed,Cell-1 fixed-R,1216,0.25,0.28582050859204866,0.40210309805830524,0.4091323272078449,7,False
0,1.07,random,0.25,1216,0.3035647835948994,cell1_bound,Cell-1 I-bound,1313,0.2699424342105263,0.3044286074490621,0.4292338878400362,0.43916933831759514,7,True
0,1.07,random,0.375,1824,0.4393799860433512,paper,Paper fixed-R,1824,0.375,0.4393799860433512,0.6356394005057797,0.6262203426845643,17,True
0,1.07,random,0.375,1824,0.4393799860433512,exact_coverage,Exact global I-bound,1854,0.38116776315789475,0.4393934729099698,0.6040579558414579,0.6189343993557617,13,True
0,1.07,random,0.375,1824,0.4393799860433512,cell1_fixed,Cell-1 fixed-R,1824,0.375,0.41356878242019046,0.5976671593826466,0.6118727630267128,9,False
0,1.07,random,0.375,1824,0.4393799860433512,cell1_bound,Cell-1 I-bound,1946,0.40008223684210525,0.4394968368756807,0.6368748856320336,0.6513815140165167,9,True
0,1.07,random,0.5,2432,0.5687722118795482,paper,Paper fixed-R,2430,0.4995888157894737,0.5687722118795482,0.840647452571838,0.8334063982348546,22,True
0,1.07,random,0.5,2432,0.5687722118795482,exact_coverage,Exact global I-bound,2448,0.5032894736842105,0.568814575904629,0.798917588687688,0.8179283658357447,17,True
0,1.07,random,0.5,2432,0.5687722118795482,cell1_fixed,Cell-1 fixed-R,2432,0.5,0.5417480442303413,0.7971869070310978,0.8133862112067954,11,False
0,1.07,random,0.5,2432,0.5687722118795482,cell1_bound,Cell-1 I-bound,2578,0.530016447368421,0.571070716133312,0.8426411556075015,0.8600865168856487,11,True
0,1.07,random,0.625,3040,0.689506010423617,paper,Paper fixed-R,3036,0.6241776315789473,0.689506010423617,1.0434252957311283,1.037552660616109,25,True
0,1.07,random,0.625,3040,0.689506010423617,exact_coverage,Exact global I-bound,3030,0.6229440789473685,0.6895062909681648,0.9863402668270556,1.008489230443372,19,True
0,1.07,random,0.625,3040,0.689506010423617,cell1_fixed,Cell-1 fixed-R,3040,0.625,0.6627348505309707,0.991307201536847,1.0134746960458718,10,False
0,1.07,random,0.625,3040,0.689506010423617,cell1_bound,Cell-1 I-bound,3210,0.6599506578947368,0.6967804481838209,1.0442756701346407,1.0675679143129515,10,True
0,1.07,random,0.75,3648,0.8055903503890303,paper,Paper fixed-R,3648,0.75,0.8055903503890303,1.2602216600106346,1.2538514088091612,30,True
0,1.07,random,0.75,3648,0.8055903503890303,exact_coverage,Exact global I-bound,3602,0.7405427631578947,0.8055972637031479,1.1725286756900646,1.1970437623664578,22,True
0,1.07,random,0.75,3648,0.8055903503890303,cell1_fixed,Cell-1 fixed-R,3648,0.75,0.782259614789393,1.1913903703827977,1.2165662385316882,9,False
0,1.07,random,0.75,3648,0.8055903503890303,cell1_bound,Cell-1 I-bound,3794,0.780016447368421,0.809894275287522,1.2377484404635233,1.2644172773784879,8,True
0,1.07,random,0.875,4256,0.9092773998510222,paper,Paper fixed-R,4254,0.8745888157894737,0.9092773998510222,1.4534213428124358,1.4493109061762857,31,True
0,1.07,random,0.875,4256,0.9092773998510222,exact_coverage,Exact global I-bound,4169,0.8571134868421053,0.90927822654907,1.3570317972279689,1.3892033655600198,26,True
0,1.07,random,0.875,4256,0.9092773998510222,cell1_fixed,Cell-1 fixed-R,4256,0.875,0.8938462552269155,1.385123312815266,1.4149150950761509,5,False
0,1.07,random,0.875,4256,0.9092773998510222,cell1_bound,Cell-1 I-bound,4378,0.9000822368421053,0.9160815781832427,1.4242488734733512,1.4548889332998156,4,True
0,1.25,hot-cold,0.125,608,0.3135488829220871,paper,Paper fixed-R,606,0.12458881578947369,0.3135488829220871,0.2099145116609485,0.2082876774091147,5,True
0,1.25,hot-cold,0.125,608,0.3135488829220871,exact_coverage,Exact global I-bound,593,0.12191611842105263,0.313557662524609,0.1929849050297005,0.1975583363041881,4,True
