trial,target_cv,spatial_mode,selected_rows,selected_fraction,importance,two_line_ms,released_ms,chunks,cell_rows,tile_rows,repair_rows,strategy
0,1.07,hot-cold,4864,1.0,0.9999999999999999,1.5823541618488761,1.6163955622590918,1,135,135,4,1
0,1.07,local,49,0.010074013157894737,0.05154624470872671,0.02299515955727149,0.02316668677003868,1,135,135,0,0
0,1.07,local,97,0.019942434210526317,0.06463029823847624,0.03466654829828471,0.03391365464188861,1,135,135,0,0
0,1.07,local,146,0.030016447368421052,0.08294069576156667,0.047496650417338804,0.04851845232109938,1,135,135,11,1
0,1.07,local,195,0.04009046052631579,0.11814491731756095,0.06957625052867386,0.07063824357966458,2,135,135,75,2
0,1.07,local,243,0.049958881578947366,0.12575446910937915,0.08124763926968706,0.08260217040197512,2,135,135,27,2
0,1.07,local,292,0.060032894736842105,0.15043645474243994,0.09499330083467761,0.09771620459827579,2,135,135,22,1
0,1.07,local,340,0.06990131578947369,0.1680953290679738,0.11060863795818626,0.11298817663817665,2,135,135,70,1
0,1.07,local,389,0.07997532894736842,0.17816039645005827,0.12654929460510134,0.12927176680073738,2,135,135,119,1
0,1.07,local,438,0.09004934210526316,0.2061065954256799,0.14468494633394094,0.14740421288563527,3,135,135,102,2
0,1.07,local,486,0.09991776315789473,0.21426226974636675,0.15810528837552507,0.16150662895927603,3,135,135,81,1
0,1.07,local,535,0.10999177631578948,0.22988914843939628,0.17404594502244014,0.17779021912183676,3,135,135,130,1
0,1.07,local,584,0.12006578947368421,0.24877034160831768,0.1912660373053433,0.1957919170947069,4,135,135,91,2
0,1.07,local,608,0.125,0.2562566104909804,0.19779427023110951,0.20204944528238647,3,135,135,68,1
0,1.07,local,632,0.1299342105263158,0.262438618651177,0.20560193879286384,0.2100250812803754,3,135,135,92,1
0,1.07,local,681,0.14000822368421054,0.28650590954174837,0.22202385104597627,0.22706041117998527,4,135,135,129,2
0,1.07,local,730,0.15008223684210525,0.2931326415273572,0.23748325208669402,0.2425922616054969,4,135,135,55,1
0,1.07,local,778,0.15995065789473684,0.31022318430734847,0.2530985892102027,0.25854353360147475,4,135,135,103,1
0,1.07,local,827,0.17002467105263158,0.3277499481638638,0.26903924585711775,0.27454479816777805,4,135,135,118,2
0,1.07,local,876,0.18009868421052633,0.3350620539640588,0.2849799025040328,0.2908283883303388,4,135,135,69,2
0,1.07,local,924,0.18996710526315788,0.34198026652151686,0.3005952396275414,0.30706198592257417,4,135,135,114,1
0,1.07,local,973,0.20004111842105263,0.3687647951094783,0.31751014542846584,0.3241759221897327,5,135,135,107,2
0,1.07,local,1021,0.2099095394736842,0.37566393894843086,0.3323038266389546,0.3390374146433675,5,135,135,59,2
0,1.07,local,1070,0.21998355263157895,0.380719921939351,0.3480918900448802,0.3555804382436735,4,135,135,125,1
0,1.07,local,1119,0.23005756578947367,0.41082069041436825,0.3658167138172099,0.37261855350481815,6,135,135,96,2
0,1.07,local,1167,0.23992598684210525,0.4196041196131449,0.37964788381530395,0.3878153004022122,5,135,135,87,1
0,1.07,local,1216,0.25,0.44232289922992646,0.39785396319383104,0.40684356571156743,7,135,135,134,2
0,1.07,local,1265,0.26007401315789475,0.4496541377553334,0.4129025362780388,0.4211661108809923,7,135,135,85,2
0,1.07,local,1313,0.2699424342105263,0.46165956050328477,0.42714453423264276,0.4364810523491654,6,135,135,98,1
0,1.07,local,1362,0.2800164473684211,0.4747085217126924,0.4441298676832546,0.45287633479554773,7,135,135,123,2
0,1.07,local,1411,0.29009046052631576,0.4843428610826802,0.4590258475264729,0.4687659070780294,7,135,135,61,1
0,1.07,local,1459,0.29995888157894735,0.5006266545242843,0.47464118464998156,0.4851468042961186,7,135,135,109,1
0,1.07,local,1508,0.3100328947368421,0.5075744172045388,0.4920373460571033,0.5016585474613229,8,135,135,112,2
0,1.07,local,1556,0.3199013157894737,0.520939512505574,0.5061971784204053,0.5168047416066921,7,135,135,71,1
0,1.07,local,1605,0.3299753289473684,0.5381927825905108,0.5221378350673204,0.5330883317692529,7,135,135,120,1
0,1.07,local,1654,0.34004934210526316,0.5394017702183223,0.5380784917142354,0.5493115704221689,8,135,135,34,1
0,1.07,local,1702,0.34991776315789475,0.5538399629529311,0.5536938288377441,0.5654704935536453,8,135,135,82,1
0,1.07,local,1751,0.3599917763157895,0.570271304528176,0.5696344854846592,0.5819099238519134,8,135,135,131,1
0,1.07,local,1800,0.37006578947368424,0.5732433117678897,0.5855751421315742,0.5978300227432684,8,135,135,45,1
0,1.07,local,1824,0.375,0.5810771165881201,0.5933828106933285,0.6056522680544487,8,135,135,69,1
0,1.07,local,1848,0.37993421052631576,0.5857363459338856,0.6011904792550828,0.6137151607883407,8,135,135,93,1
0,1.07,local,1897,0.3900082236842105,0.5907677179036092,0.6185044750709027,0.6308307503034064,10,135,135,128,2
0,1.07,local,1946,0.40008223684210525,0.6046775821394452,0.6330717925489131,0.646676907385382,9,135,135,56,1
