trial,target_cv,spatial_mode,budget_fraction,target_importance,paper_r,cell1_fixed_r,cell1_bound_r,exact_r,cell1_fixed_importance_change_pct,cell1_fixed_two_line_saving_pct,cell1_bound_two_line_saving_pct,exact_two_line_saving_pct,exact_headroom_vs_cell1_bound_pct,cell1_bound_released_saving_pct,exact_released_saving_pct
0,2.48,hot-cold,0.125,0.4403085623895837,0.1245888157894736,0.125,0.1400082236842105,0.1200657894736842,-4.240818577869887,6.651466388975413,-2.7695574540337997,8.421995437393448,10.889949483759265,-7.075986625710939,5.443206912149579
0,2.48,hot-cold,0.25,0.6623139881554103,0.2491776315789473,0.25,0.25,0.2378700657894736,0.9437846429574792,8.926236638680207,8.926236638680207,13.328897572851384,4.834170425904505,5.849131483865289,10.424169528337446
0,2.48,hot-cold,0.375,0.7979042240383823,0.375,0.375,0.3700657894736842,0.3564967105263157,1.0005907794648161,8.073821779945456,9.283376756525119,12.5987423721463,3.6546395766110518,6.814694382695075,10.144174125207584
0,2.48,hot-cold,0.5,0.8741780227984568,0.4995888157894737,0.5,0.4800575657894737,0.4652549342105263,1.5843988740205317,5.639729730230503,9.403276694115236,11.711060383679762,2.547314743131135,7.584537402169311,10.077741327726697
0,2.48,hot-cold,0.625,0.9212826346793171,0.6241776315789473,0.625,0.5799753289473685,0.5662006578947368,1.8673776557035504,5.378433744653844,12.194921576864626,14.280331096308107,2.375044310528185,10.44140320470801,12.465809675024598
0,2.48,hot-cold,0.75,0.9546007082846028,0.75,0.75,0.6800986842105263,0.6739309210526315,1.4906947679384608,4.434904667987849,13.341739210993353,14.12196514296189,0.9003480162938171,12.404440846437836,13.303982377632295
0,2.48,hot-cold,0.875,0.9730462065047132,0.8745888157894737,0.875,0.780016447368421,0.7666529605263158,1.5341633809495825,4.043529545897739,14.45985693071804,15.925357536807471,1.7132314180284602,13.34688410937317,14.84311311724773
0,2.48,local,0.125,0.5303735503623317,0.1245888157894736,0.125,0.2300575657894736,0.1233552631578947,-28.84008042154428,26.53554853012361,-36.59916370861189,4.657417334357639,30.202660047741215,-42.04650408899575,3.881729013734847
0,2.48,local,0.25,0.712771436370107,0.2491776315789473,0.25,0.3799342105263157,0.2532894736842105,-18.91327542009519,23.800818716244677,-13.830196042236075,9.856010737686937,20.808368608215677,-17.632262563795575,8.679912594375661
0,2.48,local,0.375,0.8205210784391637,0.375,0.375,0.5499588815789473,0.3708881578947368,-13.750750377187027,22.89416955099567,-13.08009673853432,13.361751494350592,23.383291132146965,-15.906596800321694,12.696496867403217
0,2.48,local,0.5,0.8814296787882469,0.4995888157894737,0.5,0.6500822368421053,0.4784128289473684,-9.733048537020695,15.707163282907254,-8.766739676063517,13.402511822669293,20.382381199214738,-11.812806626590655,11.72057533808445
0,2.48,local,0.625,0.926566827682944,0.6241776315789473,0.625,0.75,0.5896381578947368,-6.235357789195861,14.642409985369087,-2.497998510351618,16.32720420132986,18.366410061929408,-5.190324735569529,14.76502565941381
0,2.48,local,0.75,0.9610955177214244,0.75,0.75,0.8400493421052632,0.696546052631579,-2.9018662497576786,13.888712973848694,3.543875403990304,18.174956999854174,15.168639272149598,0.8501595268973761,16.366431941403945
0,2.48,local,0.875,0.981786929634529,0.8745888157894737,0.875,0.9099506578947368,0.7894736842105263,-0.8292120611164688,10.854449125706179,7.320368371832398,18.64743786985813,12.221746352499707,4.85606519947811,16.676328761419732
0,2.48,random,0.125,0.2186768005012969,0.1245888157894736,0.125,0.1700246710526315,0.1398026315789473,-17.832897713607487,18.55903879652573,-11.530302548897865,8.219108249467677,17.707663609813007,-16.95703564101667,3.114036408895293
0,2.48,random,0.25,0.3791454701094236,0.2491776315789473,0.25,0.3100328947368421,0.2643914473684211,-14.864851810780777,14.54617674212143,-5.505238364646292,8.346194257620276,13.128668146688016,-11.34510684342045,3.0306843246475146
0,2.48,random,0.375,0.523710084127848,0.375,0.375,0.4500411184210526,0.3879523026315789,-13.015240428200237,13.445683106431883,-4.115592132730028,8.847807765631188,12.45096880574338,-9.405138042504646,4.675000773679883
0,2.48,random,0.5,0.650558091135644,0.4995888157894737,0.5,0.5799753289473685,0.5059621710526315,-10.072556133002786,10.686381745849582,-2.8580710163446543,9.006856172776223,11.535241786942985,-7.955324827723365,4.709729969753718
0,2.48,random,0.625,0.7680164904612434,0.6241776315789473,0.625,0.7000411184210527,0.626233552631579,-9.278597537808563,11.421737819405154,0.6693543367554566,10.457987823917437,9.854595650518439,-4.183725543026373,6.349994792955227
0,2.48,random,0.75,0.8627716289610811,0.75,0.75,0.8199013157894737,0.7376644736842105,-5.946016101591434,10.51993488908548,2.2906717724353154,11.84556567508378,9.778896320313601,-1.987846037754104,7.947135367269286
0,2.48,random,0.875,0.9411056122263112,0.8745888157894737,0.875,0.9200246710526316,0.8439555921052632,-3.1500748212157204,9.02007247341895,4.33853954853145,12.18087525760887,8.198009597664502,1.0830708889769558,9.168361275597137
