trial,target_cv,spatial_mode,budget_fraction,budget_rows,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,top_fixed_importance,top_fixed_rows,top_fixed_chunks,top_fixed_aff_ms,top_fixed_runtime_ms,top_fixed_importance_gain_pct
0,1.07,random,0.125,1120,0.1702462508224989,1120,19,0.6787875957798306,5.712373,0.3979110571099831,1120,973,11.173632662498367,0.045996,133.72676648536049
0,1.07,random,0.25,2240,0.32543506911943065,2240,38,1.3575751915596612,13.540198,0.5871552760096533,2240,1683,19.454032355869927,0.049984,80.42163605735269
0,1.07,random,0.375,3360,0.4663067274300773,3360,55,2.014361015711151,19.16079,0.7188900302531822,3360,2107,24.588178706388756,0.061044,54.16677220488522
0,1.07,random,0.5,4480,0.5947352628427939,4480,70,2.6491450682343,26.692442,0.8155578183414383,4480,2288,27.049109804064187,0.071934,37.129554827996515
0,1.07,random,0.625,5600,0.7157956042528917,5600,85,3.283929120757449,46.080858,0.8881872285788326,5600,2114,25.60472643770914,0.067767,24.08391771361518
0,1.07,random,0.75,6720,0.8258071699858089,6720,89,3.7977034293247245,55.059264,0.9426081339149448,6720,1680,21.300112759669787,0.059201,14.14385442198849
0,1.07,random,0.875,7840,0.9216027845835395,7840,82,4.190467993936125,56.042892,0.9802591284928166,7840,967,13.926251939476906,0.053029,6.3646014194481015
0,1.07,local,0.125,1120,0.3416194761165975,1120,28,0.7777955681073639,4.544351,0.3979110571099831,1120,280,3.5500187932782983,0.030426,16.4778605813952
0,1.07,local,0.25,2240,0.5359079953137525,2240,45,1.4345813922588537,9.491183,0.5871552760096532,2240,406,5.405901171174359,0.037751,9.562701274105345
0,1.07,local,0.375,3360,0.6722217744053061,3360,61,2.0803663305961733,11.316293,0.7188900302531822,3360,460,6.469719770450152,0.036398,6.942389792291714
0,1.07,local,0.5,4480,0.7776442786606781,4480,68,2.6271432966059596,15.6335,0.8155578183414383,4480,437,6.686470162034826,0.038602,4.87543478697714
0,1.07,local,0.625,5600,0.8624539059535505,5600,67,3.0859131761023826,19.295452,0.8881872285788326,5600,438,7.167241813159591,0.038833,2.983733095489982
