trial,target_cv,spatial_mode,coverage_target,target_importance,q,single_importance,single_rows,single_chunks,single_aff_ms,single_runtime_ms,top_importance,top_rows,top_chunks,top_aff_ms,top_runtime_ms,quant_importance,quant_rows,quant_chunks,quant_aff_ms,quant_runtime_ms,quant_build_ms,quant_one_query_ms,quant_amortized_ms,quant_full_mask
0,1.07,random,0.1,0.1,1024,0.1000498291419597,845,1,0.3654261507136806,2.596903,0.1001000586213647,140,136,1.5548418163909952,0.074099,0.10060334733865484,782,3,0.3610033167932979,0.457034,973.135328,973.592362,69.96670028571428,False
0,1.07,random,0.3,0.3,1024,0.3001747060800227,2626,1,1.112445555194187,2.239093,0.30020460245862274,709,650,7.447957451179681,0.040245,0.30080563154002016,2451,6,1.0940483021852707,0.324987,973.135328,973.4603149999999,69.83465328571428,False
0,1.07,random,0.5,0.5,1024,0.5001458333941757,4419,1,1.8644982178744496,1.960323,0.5001245916966521,1667,1346,15.506395757456145,0.049051,0.5000264901301745,4151,8,1.8290949854459408,0.26752,973.135328,973.402848,69.7771862857143,False
0,1.07,random,0.7,0.7,1024,0.7000186324430999,6198,1,2.61067874598833,1.736614,0.700101941056446,3177,2057,23.961377228133955,0.072475,0.7002136304321142,5999,6,2.5822149765802713,0.227956,973.135328,973.3632839999999,69.7376222857143,False
0,1.07,random,0.9,0.9,1024,0.9000353476653081,8008,1,3.369861857784914,1.271516,0.9000361054035608,5816,2053,25.02427105064036,0.064971,0.9004466745108546,7933,3,3.3604057656653636,0.191128,973.135328,973.326456,69.7007942857143,False
0,1.07,random,0.95,0.95,1024,0.9501408302411656,8501,1,3.576644882158238,1.169355,0.9500037349384782,6906,1589,20.37704765267651,0.050725,0.9504846337331364,8464,2,3.5721265551904686,0.190956,973.135328,973.326284,69.70062228571429,False
0,1.07,random,0.99,0.99,1024,0.9900230539695034,8857,1,3.7259648754176764,1.119462,0.9900044241871919,8256,648,10.591455649014776,0.038982,1.0,8960,1,3.7691670082989184,0.175858,973.135328,973.3111859999999,69.6855242857143,True
0,1.07,random,0.1,0.1,2048,0.1000498291419597,845,1,0.3654261507136806,2.596903,0.1001000586213647,140,136,1.5548418163909952,0.074099,0.10011461906127136,712,5,0.3536444155897268,0.934235,143.322417,144.256652,11.171550499999999,False
0,1.07,random,0.3,0.3,2048,0.3001747060800227,2626,1,1.112445555194187,2.239093,0.30020460245862274,709,650,7.447957451179681,0.040245,0.30000595802734725,2323,9,1.073362872163709,0.590353,143.322417,143.91277,10.8276685,False
0,1.07,random,0.5,0.5,2048,0.5001458333941757,4419,1,1.8644982178744496,1.960323,0.5001245916966521,1667,1346,15.506395757456145,0.049051,0.5001624930610985,4083,9,1.8115740747948208,0.521514,143.322417,143.843931,10.7588295,False
0,1.07,random,0.7,0.7,2048,0.7000186324430999,6198,1,2.61067874598833,1.736614,0.700101941056446,3177,2057,23.961377228133955,0.072475,0.7002066498871585,5906,8,2.5652089971604903,0.435564,143.322417,143.757981,10.672879499999999,False
0,1.07,random,0.9,0.9,2048,0.9000353476653081,8008,1,3.369861857784914,1.271516,0.9000361054035608,5816,2053,25.02427105064036,0.064971,0.900406145777875,7885,4,3.3512736186805063,0.375031,143.322417,143.697448,10.6123465,False
0,1.07,random,0.95,0.95,2048,0.9501408302411656,8501,1,3.576644882158238,1.169355,0.9500037349384782,6906,1589,20.37704765267651,0.050725,0.9502394595052702,8404,3,3.5579611500058537,0.346918,143.322417,143.669335,10.5842335,False
0,1.07,random,0.99,0.99,2048,0.9900230539695034,8857,1,3.7259648754176764,1.119462,0.9900044241871919,8256,648,10.591455649014776,0.038982,0.9902768303364786,8834,2,3.727318683016329,0.333503,143.322417,143.65592,10.5708185,False
0,1.07,random,0.1,0.1,4096,0.1000498291419597,845,1,0.3654261507136806,2.596903,0.1001000586213647,140,136,1.5548418163909952,0.074099,0.10012970240115522,736,4,0.35271004617506907,1.352007,342.209833,343.56184,25.7955665,False
0,1.07,random,0.3,0.3,4096,0.3001747060800227,2626,1,1.112445555194187,2.239093,0.30020460245862274,709,650,7.447957451179681,0.040245,0.30016843331581844,2318,9,1.0712656812471433,1.142605,342.209833,343.352438,25.5861645,False
0,1.07,random,0.5,0.5,4096,0.5001458333941757,4419,1,1.8644982178744496,1.960323,0.5001245916966521,1667,1346,15.506395757456145,0.049051,0.5000774593005219,4074,9,1.8077991311450055,1.004987,342.209833,343.21482000000003,25.4485465,False
0,1.07,random,0.7,0.7,4096,0.7000186324430999,6198,1,2.61067874598833,1.736614,0.700101941056446,3177,2057,23.961377228133955,0.072475,0.7003594831146934,5874,9,2.562787861108646,0.871278,342.209833,343.081111,25.3148375,False
0,1.07,random,0.9,0.9,4096,0.9000353476653081,8008,1,3.369861857784914,1.271516,0.9000361054035608,5816,2053,25.02427105064036,0.064971,0.9000631966117393,7877,4,3.3479181132140012,0.719024,342.209833,342.928857,25.1625835,False
0,1.07,random,0.95,0.95,4096,0.9501408302411656,8501,1,3.576644882158238,1.169355,0.9500037349384782,6906,1589,20.37704765267651,0.050725,0.9502620081330866,8400,3,3.556283397272601,0.691693,342.209833,342.901526,25.1352525,False
