trial,target_cv,spatial_mode,actual_cv,lag1_corr,first_half_mass,exact_build_ms
10,1.07,hot-cold,1.07,0.44300174514952234,0.7517143339126705,30.289622
10,1.25,random,1.2499999999999993,-0.06524556130689782,0.5305280874247403,30.053611
10,1.25,local,1.2499999999999996,0.48516432169623974,0.4253683191042587,29.837437
10,1.25,hot-cold,1.2499999999999993,0.283227026740646,0.7629255288498245,29.952953
10,1.44,random,1.4400000000000002,-0.03449793475372506,0.4617997462140199,30.118652
10,1.44,local,1.4400000000000002,0.6249109541183684,0.7371353029323593,30.125595
10,1.44,hot-cold,1.4400000000000002,0.5544219380877601,0.8280337631042181,30.215523
10,2.48,random,2.48,-0.0751710544663486,0.5746572885221818,30.020078
10,2.48,local,2.48,0.793023767256438,0.10951151972031693,29.991244
10,2.48,hot-cold,2.4799999999999995,0.21308193220780033,0.896109922894028,29.583533
10,3.3,random,3.3000000000000007,-0.03186049696807492,0.33326045980011915,29.885156
10,3.3,local,3.3000000000000003,0.46589987669765764,0.9184678843411042,30.091111
10,3.3,hot-cold,3.3000000000000007,0.13340999859662883,0.9422139286293877,29.889303
10,4.55,random,4.55,-0.028430313556990307,0.4696916912755682,30.103574
10,4.55,local,4.55,0.4169618757148967,0.9753340569810779,29.991815
10,4.55,hot-cold,4.550000000000001,0.05747254969868308,0.9626385384237592,30.096862
10,9.19,random,9.19,0.016154400520150904,0.2773651055034932,30.217156
10,9.19,local,9.19,0.06588157588617768,0.03479457721531368,29.846884
10,9.19,hot-cold,9.19,0.003502847341808513,0.9951765171200782,30.048331
11,1.07,random,1.0699999999999998,0.008283350989175504,0.5073217100484408,30.145673
11,1.07,local,1.0699999999999998,0.787508500519868,0.7003180987373223,30.072806
11,1.07,hot-cold,1.0699999999999998,0.33837671204106023,0.7843226516686261,30.081543
11,1.25,random,1.25,-0.018971018398403944,0.5604754431269121,30.055775
11,1.25,local,1.25,0.7167114687816496,0.5020674222510664,30.062779
11,1.25,hot-cold,1.25,0.4727619476906362,0.8069760384945759,29.852886
11,1.44,random,1.4400000000000002,0.04689391480334599,0.4900576687986262,29.856412
11,1.44,local,1.4400000000000002,0.7960610936487778,0.6215075617860392,30.020459
11,1.44,hot-cold,1.4400000000000002,0.37216086623154093,0.8258821162822658,30.007765
11,2.48,random,2.4800000000000004,-0.0491712319599331,0.382357147998146,30.609439
11,2.48,local,2.4800000000000004,0.46890454839893664,0.4495061308263475,30.000692
11,2.48,hot-cold,2.4799999999999995,0.09428434310260757,0.8983884116827932,29.782956
11,3.3,random,3.3000000000000003,-0.026899270277615295,0.4834982803868774,30.030438
