trial,target_cv,spatial_mode,budget_rows,budget_fraction,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,paper_gap_pct,paper_extra_vs_single_pct,target_importance,exact_importance,exact_rows,exact_chunks,exact_aff_ms,exact_build_ms,exact_solve_ms,exact_single_query_ms,single_importance,single_rows,single_chunks,single_aff_ms,single_runtime_ms,single_gap_pct,single_exact
0,2.48,random,128,0.5,0.678913896085581,128,2,0.03989780078303003,0.534929,23.170886619935473,23.170886619935473,0.678913896085581,0.6808375690365432,153,1,0.0323922331631349,29.984441,0.155611,30.140052,0.6808375690365436,153,1,0.0323922331631349,0.055023,0.0,True
0,2.48,random,160,0.625,0.8035324553353,160,2,0.04437180807170234,0.531673,19.452883888549934,19.452883888549934,0.8035324553353,0.8046827228130775,187,1,0.03714586590734924,29.984441,0.153336,30.137777,0.804682722813078,187,1,0.03714586590734924,0.050604,0.0,True
0,2.48,random,192,0.75,0.8939614841319838,192,2,0.04884581536037466,0.610581,19.775922998444063,19.775922998444063,0.8939614841319838,0.8985466911037874,213,1,0.0407809968293955,29.984441,0.143709,30.12815,0.8985466911037875,213,1,0.0407809968293955,0.047879,0.0,True
0,2.48,random,224,0.875,0.9515823584125636,224,3,0.06432070846321736,0.725405,50.007992045505034,50.007992045505034,0.9515823584125636,0.9530787800925906,228,1,0.042878187745960646,29.984441,0.142697,30.127138,0.9530787800925908,228,1,0.042878187745960646,0.054662,0.0,True
0,2.48,local,32,0.125,0.4442930015604535,32,2,0.026475778917013068,0.804182,27.36224380822454,27.36224380822454,0.4442930015604535,0.44474879874391415,70,1,0.02078777675814107,29.885787,0.150441,30.036228,0.4447487987439142,70,1,0.02078777675814107,0.06426,0.0,True
0,2.48,local,64,0.25,0.41952426640910034,64,1,0.019948900391515013,0.509863,0.7058009442146407,0.7058009442146407,0.41952426640910034,0.4199537938677343,63,1,0.019809087663744,29.885787,0.152144,30.037931,0.41995379386773435,63,1,0.019809087663744,0.075552,0.0,True
0,2.48,local,96,0.375,0.793805806892205,96,2,0.0354237934943577,0.516404,0.0,-5.70076736537557,0.793805806892205,0.794625477130581,96,2,0.0354237934943577,29.885787,0.148337,30.034124000000002,0.8259962898759238,190,1,0.03756530409066227,0.045515,6.0454016497291985,False
0,2.48,local,128,0.5,0.885412580986022,128,3,0.0508986865972004,0.528237,33.50631002740614,33.50631002740614,0.885412580986022,0.8873342425197941,194,1,0.03812455500174631,29.885787,0.167363,30.053150000000002,0.8873342425197938,194,1,0.03812455500174631,0.044884,0.0,True
0,2.48,local,160,0.625,0.9348290742735039,160,3,0.055372693885872716,0.591395,41.6063939598657,41.6063939598657,0.9348290742735039,0.9357969932640046,201,1,0.03910324409614338,29.885787,0.146123,30.03191,0.9357969932640041,201,1,0.03910324409614338,0.043892,0.0,True
0,2.48,local,192,0.75,0.924794472330042,192,2,0.04884581536037466,0.670934,26.269414830700132,26.269414830700132,0.924794472330042,0.9263990866951711,198,1,0.03868380591283035,29.885787,0.145963,30.03175,0.9263990866951708,198,1,0.03868380591283035,0.044904,0.0,True
0,2.48,local,224,0.875,0.9707446362040171,224,2,0.053319822649046986,0.764247,17.097301874064573,17.097301874064573,0.9707446362040171,0.9714861407022719,247,1,0.04553462957360983,29.885787,0.152045,30.037832,0.9714861407022717,247,1,0.04553462957360983,0.04286,0.0,True
0,2.48,hot-cold,32,0.125,0.5001544284275203,32,1,0.015474893102842693,0.830201,0.0,0.0,0.5001544284275203,0.5001544284275203,32,1,0.015474893102842693,30.228909,0.166,30.394909000000002,0.5001544284275203,32,1,0.015474893102842693,0.05334,0.0,True
0,2.48,hot-cold,64,0.25,0.6718789699957641,64,1,0.019948900391515013,0.523188,0.0,0.0,0.6718789699957641,0.6718789699957641,64,1,0.019948900391515013,30.228909,0.143127,30.372036,0.6718789699957641,64,1,0.019948900391515013,0.049743,0.0,True
0,2.48,hot-cold,96,0.375,0.800494014467491,96,2,0.0354237934943577,0.544928,34.996778845137925,34.996778845137925,0.800494014467491,0.8005303122565386,109,1,0.02624047314121046,30.228909,0.154959,30.383868000000003,0.8005303122565383,109,1,0.02624047314121046,0.049122,0.0,True
0,2.48,hot-cold,128,0.5,0.8559220252182211,128,2,0.03989780078303003,0.545559,32.308065366101026,32.308065366101026,0.8559220252182211,0.8563984592732791,137,1,0.03015522951879874,30.228909,0.158075,30.386984,0.856398459273279,137,1,0.03015522951879874,0.045766,0.0,True
0,2.48,hot-cold,160,0.625,0.9247489647436242,160,1,0.033370922257531965,0.560026,0.0,0.0,0.9247489647436242,0.9247489647436243,160,1,0.033370922257531965,30.228909,0.153396,30.382305000000002,0.9247489647436242,160,1,0.033370922257531965,0.052197,0.0,True
0,2.48,hot-cold,192,0.75,0.9640876870032933,192,2,0.04884581536037466,0.622523,26.72743876290582,26.72743876290582,0.9640876870032933,0.9658025428063615,197,1,0.038543993185059335,30.228909,0.155721,30.38463,0.9658025428063612,197,1,0.038543993185059335,0.044574,0.0,True
