trial,target_cv,spatial_mode,coverage_target,target_importance,exact_importance,exact_rows,exact_chunks,exact_aff_ms,exact_build_ms,exact_solve_ms,exact_single_query_ms,single_importance,single_rows,single_chunks,single_aff_ms,single_runtime_ms,single_gap_pct,single_exact
0,4.55,hot-cold,0.1,0.1,0.2717763540293677,1,1,0.011140698541941383,31.296091,0.185597,31.481688000000002,0.2717763540293677,1,1,0.011140698541941383,0.074038,0.0,True
0,4.55,hot-cold,0.3,0.3,0.30083365660711914,10,1,0.012399013091880472,31.296091,0.129842,31.425933,0.30083365660711914,10,1,0.012399013091880472,0.078687,0.0,True
0,4.55,hot-cold,0.5,0.5,0.5003324594306068,72,1,0.02106740221368309,31.296091,0.136545,31.432636000000002,0.5003324594306066,72,1,0.02106740221368309,0.054441,0.0,True
0,4.55,hot-cold,0.7,0.7,0.7031524452842437,106,1,0.02582103495789743,31.296091,0.180528,31.476619,0.7031524452842437,106,1,0.02582103495789743,0.047188,0.0,True
0,4.55,hot-cold,0.9,0.9,0.9086269249951189,133,1,0.0295959786077147,31.296091,0.157184,31.453275,0.9086269249951187,133,1,0.0295959786077147,0.043321,0.0,True
0,4.55,hot-cold,0.95,0.95,0.9602797009039306,164,1,0.03393017316861601,31.296091,0.131906,31.427997,0.9602797009039304,164,1,0.03393017316861601,0.044022,0.0,True
0,4.55,hot-cold,0.99,0.99,0.9904196236653889,211,1,0.04050137137385348,31.296091,0.179355,31.475446,0.9904196236653886,211,1,0.04050137137385348,0.041007,0.0,True
0,9.19,random,0.1,0.1,0.5143965983018776,1,1,0.011140698541941383,30.4546,0.209662,30.664262,0.5143965983018776,1,1,0.011140698541941383,0.079699,0.0,True
0,9.19,random,0.3,0.3,0.5143965983018776,1,1,0.011140698541941383,30.4546,0.128771,30.583371,0.5143965983018776,1,1,0.011140698541941383,0.067706,0.0,True
0,9.19,random,0.5,0.5,0.5143965983018776,1,1,0.011140698541941383,30.4546,0.121066,30.575666,0.5143965983018776,1,1,0.011140698541941383,0.070261,0.0,True
0,9.19,random,0.7,0.7,0.7282168120462329,19,1,0.013657327641819563,30.4546,0.12318,30.57778,0.7282168120462329,19,1,0.013657327641819563,0.063859,0.0,True
0,9.19,random,0.9,0.9,0.9313719454279261,70,1,0.02078777675814107,30.4546,0.139301,30.593901,0.9313719454279261,70,1,0.02078777675814107,0.058199,0.0,True
0,9.19,random,0.95,0.95,0.954678104919449,90,1,0.023584031313561273,30.4546,0.131616,30.586216,0.954678104919449,90,1,0.023584031313561273,0.056435,0.0,True
0,9.19,random,0.99,0.99,0.9906936540468273,197,1,0.038543993185059335,30.4546,0.145802,30.600402,0.9906936540468273,197,1,0.038543993185059335,0.044743,0.0,True
0,9.19,local,0.1,0.1,0.5143965983018776,1,1,0.011140698541941383,30.035547,0.191037,30.226584000000003,0.5143965983018776,1,1,0.011140698541941383,0.077274,0.0,True
