case_id,repetition,runtime_ms
tiny11-000219,0,0.169206
tiny11-000219,1,0.156242
tiny11-000219,2,0.144149
tiny11-000220,0,0.25121
tiny11-000220,1,0.226834
tiny11-000220,2,0.234659
tiny11-000221,0,0.469278
tiny11-000221,1,0.384379
tiny11-000221,2,0.361607
tiny11-000222,0,1.109164
tiny11-000222,1,1.078186
tiny11-000222,2,1.025639
tiny11-000223,0,1.908159
tiny11-000223,1,1.831385
tiny11-000223,2,1.718784
tiny11-000224,0,0.382976
tiny11-000224,1,0.384248
tiny11-000224,2,0.372036
tiny11-000225,0,0.106239
tiny11-000225,1,0.114685
tiny11-000225,2,0.092923
tiny11-000226,0,0.154599
tiny11-000226,1,0.138208
tiny11-000226,2,0.132898
tiny11-000227,0,0.17627
tiny11-000227,1,0.157324
tiny11-000227,2,0.15528
tiny11-000228,0,0.257401
tiny11-000228,1,0.197529
tiny11-000228,2,0.218589
tiny11-000229,0,0.961408
tiny11-000229,1,0.911995
tiny11-000229,2,0.816677
tiny11-000230,0,0.240721
tiny11-000230,1,0.221815
tiny11-000230,2,0.222677
tiny11-000231,0,0.544418
tiny11-000231,1,0.423031
tiny11-000231,2,0.40061
tiny11-000232,0,0.211185
tiny11-000232,1,0.166141
tiny11-000232,2,0.178834
tiny11-000233,0,0.173154
tiny11-000233,1,0.12851
tiny11-000233,2,0.122059
tiny11-000234,0,0.275165
tiny11-000234,1,0.250438
tiny11-000234,2,0.206536
tiny11-000235,0,0.516966
tiny11-000235,1,0.522417
tiny11-000235,2,0.47579
tiny11-000236,0,0.793704
tiny11-000236,1,0.727461
tiny11-000236,2,0.716499
tiny11-000237,0,1.248886
tiny11-000237,1,1.110317
tiny11-000237,2,1.017473
tiny11-000238,0,0.457306
tiny11-000238,1,0.389748
tiny11-000238,2,0.37969
tiny11-000239,0,0.227144
tiny11-000239,1,0.216385
tiny11-000239,2,0.193683
tiny11-000240,0,0.153698
tiny11-000240,1,0.166281
tiny11-000240,2,0.142266
tiny11-000241,0,0.246882
tiny11-000241,1,0.248184
tiny11-000241,2,0.225031
tiny11-000242,0,0.600633
tiny11-000242,1,0.426828
tiny11-000242,2,0.36341
tiny11-000243,0,1.110237
tiny11-000243,1,1.164808
tiny11-000243,2,1.088245
tiny11-000244,0,1.624929
tiny11-000244,1,1.515445
tiny11-000244,2,1.605382
tiny11-000245,0,0.453949
tiny11-000245,1,0.452276
tiny11-000245,2,0.577811
tiny11-000246,0,0.17623
tiny11-000246,1,0.157525
tiny11-000246,2,0.167023
tiny11-000247,0,0.184766
tiny11-000247,1,0.149499
tiny11-000247,2,0.152075
tiny11-000248,0,0.237985
tiny11-000248,1,0.188984
tiny11-000248,2,0.1713
tiny11-000249,0,0.264735
tiny11-000249,1,0.378548
tiny11-000249,2,0.284602
tiny11-000250,0,0.806228
tiny11-000250,1,0.718514
tiny11-000250,2,0.707062
tiny11-000251,0,0.355225
tiny11-000251,1,0.298017
tiny11-000251,2,0.269003
tiny11-000252,0,0.581136
tiny11-000252,1,0.537866
tiny11-000252,2,0.45448
tiny11-000253,0,0.194474
tiny11-000253,1,0.15471
tiny11-000253,2,0.140613
tiny11-000254,0,0.199353
tiny11-000254,1,0.172863
tiny11-000254,2,0.148507
tiny11-000255,0,0.273451
tiny11-000255,1,0.266889
tiny11-000255,2,0.220402
tiny11-000256,0,0.629778
tiny11-000256,1,0.611764
tiny11-000256,2,0.594211
tiny11-000257,0,0.963842
tiny11-000257,1,0.822879
tiny11-000257,2,0.753098
tiny11-000258,0,1.049724
tiny11-000258,1,0.979001
tiny11-000258,2,0.990954
tiny11-000259,0,0.600573
tiny11-000259,1,0.503752
tiny11-000259,2,0.456484
tiny11-000260,0,0.281055
tiny11-000260,1,0.212447
tiny11-000260,2,0.193251
tiny11-000261,0,0.188924
tiny11-000261,1,0.165089
tiny11-000261,2,0.144561
tiny11-000262,0,0.357499
tiny11-000262,1,0.28327
tiny11-000262,2,0.266949
tiny11-000263,0,0.508161
tiny11-000263,1,0.424113
tiny11-000263,2,0.390019
tiny11-000264,0,1.226173
tiny11-000264,1,1.183313
tiny11-000264,2,1.147977
tiny11-000265,0,1.904572
tiny11-000265,1,2.015169
tiny11-000265,2,1.989611
tiny11-000266,0,0.444581
tiny11-000266,1,0.448218
tiny11-000266,2,0.431827
tiny11-000267,0,0.204322
tiny11-000267,1,0.190637
tiny11-000267,2,0.159378
tiny11-000268,0,0.247654
tiny11-000268,1,0.180417
tiny11-000268,2,0.151403
tiny11-000269,0,0.172272
tiny11-000269,1,0.157786
tiny11-000269,2,0.151984
tiny11-000270,0,0.234749
tiny11-000270,1,0.242814
tiny11-000270,2,0.242203
tiny11-000271,0,0.709006
tiny11-000271,1,0.655746
tiny11-000271,2,0.650697
tiny11-000272,0,0.277439
tiny11-000272,1,0.243355
tiny11-000272,2,0.254806
tiny11-000273,0,0.687686
tiny11-000273,1,0.650927
tiny11-000273,2,0.619318
tiny11-000274,0,0.26777
tiny11-000274,1,0.162223
tiny11-000274,2,0.1389
tiny11-000275,0,0.199082
tiny11-000275,1,0.161572
tiny11-000275,2,0.156593
tiny11-000276,0,0.474377
tiny11-000276,1,0.439962
tiny11-000276,2,0.443319
tiny11-000277,0,1.201156
tiny11-000277,1,1.165049
tiny11-000277,2,0.847335
tiny11-000278,0,1.38504
tiny11-000278,1,1.307665
tiny11-000278,2,1.362057
tiny11-000279,0,4.852536
tiny11-000279,1,4.832969
tiny11-000279,2,5.36849
tiny11-000280,0,1.167082
tiny11-000280,1,0.842526
tiny11-000280,2,0.716079
tiny11-000281,0,0.221535
tiny11-000281,1,0.200115
tiny11-000281,2,0.158176
tiny11-000282,0,0.164908
tiny11-000282,1,0.173695
tiny11-000282,2,0.153947
tiny11-000283,0,0.367136
tiny11-000283,1,0.36899
tiny11-000283,2,0.344384
tiny11-000284,0,1.467535
tiny11-000284,1,1.407433
tiny11-000284,2,1.369501
tiny11-000285,0,2.613838
tiny11-000285,1,2.52887
tiny11-000285,2,2.169618
tiny11-000286,0,3.339145
tiny11-000286,1,3.260267
tiny11-000286,2,3.233307
tiny11-000287,0,0.979572
tiny11-000287,1,0.878883
tiny11-000287,2,0.759891
tiny11-000288,0,0.257391
tiny11-000288,1,0.211425
tiny11-000288,2,0.200244
tiny11-000289,0,0.270596
tiny11-000289,1,0.192069
tiny11-000289,2,0.177512
tiny11-000290,0,0.298949
tiny11-000290,1,0.296134
tiny11-000290,2,0.230281
tiny11-000291,0,0.386944
tiny11-000291,1,0.316462
tiny11-000291,2,0.296815
tiny11-000292,0,2.944717
tiny11-000292,1,2.632644
tiny11-000292,2,2.665385
tiny11-000293,0,0.56683
tiny11-000293,1,0.532887
tiny11-000293,2,0.493553
tiny11-000294,0,0.407422
tiny11-000294,1,0.362639
tiny11-000294,2,0.341418
tiny11-000295,0,0.102131
tiny11-000295,1,0.086391
tiny11-000295,2,0.080119
tiny11-000296,0,0.145933
tiny11-000296,1,0.140232
tiny11-000296,2,0.146935
tiny11-000297,0,0.298068
tiny11-000297,1,0.268892
tiny11-000297,2,0.250619
tiny11-000298,0,0.553545
tiny11-000298,1,0.531645
tiny11-000298,2,0.487702
tiny11-000299,0,0.886147
tiny11-000299,1,0.762155
tiny11-000299,2,0.697515
tiny11-000300,0,1.030778
tiny11-000300,1,0.960897
tiny11-000300,2,0.958683
tiny11-000301,0,0.356857
tiny11-000301,1,0.525533
tiny11-000301,2,0.414295
tiny11-000302,0,0.098724
tiny11-000302,1,0.085139
tiny11-000302,2,0.094938
tiny11-000303,0,0.199012
tiny11-000303,1,0.151223
tiny11-000303,2,0.129923
tiny11-000304,0,0.30492
tiny11-000304,1,0.242053
tiny11-000304,2,0.245249
tiny11-000305,0,0.380952
tiny11-000305,1,0.368188
tiny11-000305,2,0.357158
tiny11-000306,0,1.121327
tiny11-000306,1,1.045785
tiny11-000306,2,1.035607
tiny11-000307,0,2.209142
tiny11-000307,1,1.887651
tiny11-000307,2,1.584934
tiny11-000308,0,0.387755
tiny11-000308,1,0.366546
tiny11-000308,2,0.341679
tiny11-000309,0,0.26159
tiny11-000309,1,0.104646
tiny11-000309,2,0.092423
tiny11-000310,0,0.25647
tiny11-000310,1,0.211606
tiny11-000310,2,0.268743
tiny11-000311,0,0.17649
tiny11-000311,1,0.151022
tiny11-000311,2,0.142877
tiny11-000312,0,0.290283
tiny11-000312,1,0.248465
tiny11-000312,2,0.199163
tiny11-000313,0,0.670223
tiny11-000313,1,0.612215
tiny11-000313,2,0.669832
tiny11-000314,0,0.250418
tiny11-000314,1,0.233126
tiny11-000314,2,0.237554
tiny11-000315,0,0.333694
tiny11-000315,1,0.264434
tiny11-000315,2,0.22469
tiny11-000316,0,0.097712
tiny11-000316,1,0.088075
tiny11-000316,2,0.083416
tiny11-000317,0,0.166352
tiny11-000317,1,0.165659
tiny11-000317,2,0.154709
tiny11-000318,0,0.255608
tiny11-000318,1,0.209031
tiny11-000318,2,0.201927
tiny11-000319,0,1.301113
tiny11-000319,1,1.216836
tiny11-000319,2,0.976727
tiny11-000320,0,0.760311
tiny11-000320,1,0.73776
tiny11-000320,2,0.751706
tiny11-000321,0,1.542084
tiny11-000321,1,1.167183
tiny11-000321,2,0.985693
tiny11-000322,0,0.282839
tiny11-000322,1,0.259715
tiny11-000322,2,0.248054
tiny11-000323,0,0.110476
tiny11-000323,1,0.145963
tiny11-000323,2,0.114424
tiny11-000324,0,0.14414
tiny11-000324,1,0.154428
tiny11-000324,2,0.132318
tiny11-000325,0,0.367056
tiny11-000325,1,0.26223
tiny11-000325,2,0.232014
tiny11-000326,0,0.450513
tiny11-000326,1,0.555099
tiny11-000326,2,0.529801
tiny11-000327,0,1.223879
tiny11-000327,1,1.158647
tiny11-000327,2,1.054232
tiny11-000328,0,1.804054
tiny11-000328,1,1.681545
tiny11-000328,2,1.556591
tiny11-000329,0,0.221303
tiny11-000329,1,0.205915
tiny11-000329,2,0.200896
tiny11-000330,0,0.154359
tiny11-000330,1,0.108894
tiny11-000330,2,0.098614
tiny11-000331,0,0.137568
tiny11-000331,1,0.127859
tiny11-000331,2,0.12322
tiny11-000332,0,0.212387
tiny11-000332,1,0.192831
tiny11-000332,2,0.169667
tiny11-000333,0,0.188723
tiny11-000333,1,0.185357
tiny11-000333,2,0.172453
tiny11-000334,0,0.773997
tiny11-000334,1,0.665033
tiny11-000334,2,0.615872
tiny11-000335,0,0.240079
tiny11-000335,1,0.226453
tiny11-000335,2,0.213699
tiny11-000336,0,0.266588
tiny11-000336,1,0.293579
tiny11-000336,2,0.316031
tiny11-000337,0,0.191759
tiny11-000337,1,0.135674
tiny11-000337,2,0.101309
tiny11-000338,0,0.161963
tiny11-000338,1,0.135964
tiny11-000338,2,0.128089
tiny11-000339,0,0.219371
tiny11-000339,1,0.202729
tiny11-000339,2,0.210523
tiny11-000340,0,0.51893
tiny11-000340,1,0.493082
tiny11-000340,2,0.53988
tiny11-000341,0,0.849319
tiny11-000341,1,0.852814
tiny11-000341,2,0.936161
tiny11-000342,0,1.345677
tiny11-000342,1,1.042149
tiny11-000342,2,1.034454
tiny11-000343,0,0.204493
tiny11-000343,1,0.201707
tiny11-000343,2,0.222126
tiny11-000344,0,0.130925
tiny11-000344,1,0.099817
tiny11-000344,2,0.119794
tiny11-000345,0,0.143789
tiny11-000345,1,0.142076
tiny11-000345,2,0.131797
tiny11-000346,0,0.287047
tiny11-000346,1,0.242513
tiny11-000346,2,0.232815
tiny11-000347,0,0.493994
tiny11-000347,1,0.46571
tiny11-000347,2,0.397002
tiny11-000348,0,1.170599
tiny11-000348,1,1.027292
tiny11-000348,2,1.029025
tiny11-000349,0,1.744834
tiny11-000349,1,1.630168
tiny11-000349,2,1.795018
tiny11-000350,0,0.230812
tiny11-000350,1,0.207227
tiny11-000350,2,0.216295
tiny11-000351,0,0.104756
tiny11-000351,1,0.093214
tiny11-000351,2,0.089939
tiny11-000352,0,0.167393
tiny11-000352,1,0.15531
tiny11-000352,2,0.159659
tiny11-000353,0,0.204292
tiny11-000353,1,0.190276
tiny11-000353,2,0.183904
tiny11-000354,0,0.188362
tiny11-000354,1,0.316643
tiny11-000354,2,0.233407
tiny11-000355,0,0.687546
tiny11-000355,1,0.638865
tiny11-000355,2,0.648562
tiny11-000356,0,0.247212
tiny11-000356,1,0.227846
tiny11-000356,2,0.241532
tiny11-000357,0,0.39548
tiny11-000357,1,0.337571
tiny11-000357,2,0.323666
tiny11-000358,0,0.138919
tiny11-000358,1,0.100538
tiny11-000358,2,0.089787
tiny11-000359,0,0.153046
tiny11-000359,1,0.148709
tiny11-000359,2,0.149479
tiny11-000360,0,0.280074
tiny11-000360,1,0.371845
tiny11-000360,2,0.259595
tiny11-000361,0,0.534419
tiny11-000361,1,0.51326
tiny11-000361,2,0.57206
tiny11-000362,0,0.835613
tiny11-000362,1,0.752758
tiny11-000362,2,0.735666
tiny11-000363,0,1.444421
tiny11-000363,1,1.06389
tiny11-000363,2,1.038673
tiny11-000364,0,0.50289
tiny11-000364,1,0.42776
tiny11-000364,2,0.431146
tiny11-000365,0,0.106529
tiny11-000365,1,0.092674
tiny11-000365,2,0.101309
tiny11-000366,0,0.141715
tiny11-000366,1,0.134372
tiny11-000366,2,0.143318
tiny11-000367,0,0.259175
tiny11-000367,1,0.236392
tiny11-000367,2,0.236823
tiny11-000368,0,0.411299
tiny11-000368,1,0.369822
tiny11-000368,2,0.367176
tiny11-000369,0,1.126196
tiny11-000369,1,1.153287
tiny11-000369,2,1.37953
tiny11-000370,0,1.788014
tiny11-000370,1,1.676385
tiny11-000370,2,1.64185
tiny11-000371,0,0.415397
tiny11-000371,1,0.420566
tiny11-000371,2,0.397794
tiny11-000372,0,0.13933
tiny11-000372,1,0.099376
tiny11-000372,2,0.091832
tiny11-000373,0,0.146334
tiny11-000373,1,0.136455
tiny11-000373,2,0.124062
tiny11-000374,0,0.171049
tiny11-000374,1,0.174527
tiny11-000374,2,0.15505
tiny11-000375,0,0.195225
tiny11-000375,1,0.179846
tiny11-000375,2,0.170619
tiny11-000376,0,0.696313
tiny11-000376,1,0.643754
tiny11-000376,2,0.608498
tiny11-000377,0,0.247924
tiny11-000377,1,0.232334
tiny11-000377,2,0.230711
tiny11-000378,0,0.4493
tiny11-000378,1,0.391051
tiny11-000378,2,0.370523
tiny11-000379,0,0.157634
tiny11-000379,1,0.141565
tiny11-000379,2,0.136485
tiny11-000380,0,0.148558
tiny11-000380,1,0.162343
tiny11-000380,2,0.130244
tiny11-000381,0,0.22489
tiny11-000381,1,0.207458
tiny11-000381,2,0.196387
tiny11-000382,0,0.639607
tiny11-000382,1,0.618386
tiny11-000382,2,0.589613
tiny11-000383,0,0.998066
tiny11-000383,1,0.9091
tiny11-000383,2,1.010981
tiny11-000384,0,1.205184
tiny11-000384,1,1.197299
tiny11-000384,2,1.363931
tiny11-000385,0,0.549497
tiny11-000385,1,0.420477
tiny11-000385,2,0.387745
tiny11-000386,0,0.295613
tiny11-000386,1,0.218118
tiny11-000386,2,0.222697
tiny11-000387,0,0.143148
tiny11-000387,1,0.148478
tiny11-000387,2,0.127138
tiny11-000388,0,0.319086
tiny11-000388,1,0.289211
tiny11-000388,2,0.316532
tiny11-000389,0,0.504413
tiny11-000389,1,0.42798
tiny11-000389,2,0.564606
tiny11-000390,0,1.664153
tiny11-000390,1,1.24586
tiny11-000390,2,1.142797
tiny11-000391,0,1.781432
tiny11-000391,1,1.696493
tiny11-000391,2,1.7643
tiny11-000392,0,0.458808
tiny11-000392,1,0.424164
tiny11-000392,2,0.71091
tiny11-000393,0,0.177041
tiny11-000393,1,0.162314
tiny11-000393,2,0.167273
tiny11-000394,0,0.203501
tiny11-000394,1,0.161703
tiny11-000394,2,0.14948
tiny11-000395,0,0.240349
tiny11-000395,1,0.327032
tiny11-000395,2,0.227175
tiny11-000396,0,0.188692
tiny11-000396,1,0.176661
tiny11-000396,2,0.174426
tiny11-000397,0,0.928997
tiny11-000397,1,0.816688
tiny11-000397,2,0.818321
tiny11-000398,0,0.241592
tiny11-000398,1,0.218138
tiny11-000398,2,0.227836
tiny11-000399,0,0.505655
tiny11-000399,1,0.456313
tiny11-000399,2,0.413203
tiny11-000400,0,0.162875
tiny11-000400,1,0.143127
tiny11-000400,2,0.146775
tiny11-000401,0,0.148587
tiny11-000401,1,0.135153
tiny11-000401,2,0.148728
tiny11-000402,0,0.22988
tiny11-000402,1,0.218799
tiny11-000402,2,0.206016
tiny11-000403,0,0.613758
tiny11-000403,1,0.50794
tiny11-000403,2,0.540662
tiny11-000404,0,0.935429
tiny11-000404,1,0.811338
tiny11-000404,2,0.923648
tiny11-000405,0,1.027201
tiny11-000405,1,0.963181
tiny11-000405,2,0.944637
tiny11-000406,0,0.54533
tiny11-000406,1,0.4276
tiny11-000406,2,0.402072
tiny11-000407,0,0.236643
tiny11-000407,1,0.195766
tiny11-000407,2,0.183152
tiny11-000408,0,0.159819
tiny11-000408,1,0.135994
tiny11-000408,2,0.132708
tiny11-000409,0,0.263363
tiny11-000409,1,0.231323
tiny11-000409,2,0.22986
tiny11-000410,0,0.392915
tiny11-000410,1,0.369141
tiny11-000410,2,0.349223
tiny11-000411,0,1.205114
tiny11-000411,1,1.033472
tiny11-000411,2,0.998477
tiny11-000412,0,2.510385
tiny11-000412,1,2.07433
tiny11-000412,2,1.867653
tiny11-000413,0,0.471982
tiny11-000413,1,0.421659
tiny11-000413,2,0.453408
tiny11-000414,0,0.175067
tiny11-000414,1,0.166782
tiny11-000414,2,0.167613
tiny11-000415,0,0.223928
tiny11-000415,1,0.190296
tiny11-000415,2,0.147155
tiny11-000416,0,0.22965
tiny11-000416,1,0.176471
tiny11-000416,2,0.163916
tiny11-000417,0,0.195846
tiny11-000417,1,0.176681
tiny11-000417,2,0.197008
tiny11-000418,0,0.673129
tiny11-000418,1,0.625159
tiny11-000418,2,0.613127
tiny11-000419,0,0.243876
tiny11-000419,1,0.231674
tiny11-000419,2,0.214581
tiny11-000420,0,0.709577
tiny11-000420,1,0.587038
tiny11-000420,2,0.549298
tiny11-000421,0,0.193842
tiny11-000421,1,0.135384
tiny11-000421,2,0.121888
tiny11-000422,0,0.165259
tiny11-000422,1,0.163405
tiny11-000422,2,0.152415
tiny11-000423,0,0.469017
tiny11-000423,1,0.433931
tiny11-000423,2,0.430285
tiny11-000424,0,0.867533
tiny11-000424,1,1.046597
tiny11-000424,2,0.868134
tiny11-000425,0,1.765252
tiny11-000425,1,1.73789
tiny11-000425,2,1.588682
tiny11-000426,0,4.969905
tiny11-000426,1,4.983
tiny11-000426,2,5.241954
tiny11-000427,0,1.133099
tiny11-000427,1,0.796339
tiny11-000427,2,0.671957
tiny11-000428,0,0.332692
tiny11-000428,1,0.22483
tiny11-000428,2,0.186519
tiny11-000429,0,0.165589
tiny11-000429,1,0.151924
tiny11-000429,2,0.179466
tiny11-000430,0,0.373118
tiny11-000430,1,0.345406
tiny11-000430,2,0.337561
tiny11-000431,0,1.521305
tiny11-000431,1,1.54491
tiny11-000431,2,1.511907
tiny11-000432,0,2.364241
tiny11-000432,1,2.050645
tiny11-000432,2,2.407242
tiny11-000433,0,2.997466
tiny11-000433,1,3.478225
tiny11-000433,2,3.329978
tiny11-000434,0,0.783005
tiny11-000434,1,0.922375
tiny11-000434,2,0.759701
tiny11-000435,0,0.201718
tiny11-000435,1,0.175248
tiny11-000435,2,0.165259
tiny11-000436,0,0.337401
tiny11-000436,1,0.201897
tiny11-000436,2,0.156874
tiny11-000437,0,0.294971
tiny11-000437,1,0.285925
tiny11-000437,2,0.264414
tiny11-000438,0,0.357539
tiny11-000438,1,0.292116
tiny11-000438,2,0.28868
tiny11-000439,0,2.882581
tiny11-000439,1,3.113583
tiny11-000439,2,2.809064
tiny11-000440,0,0.474557
tiny11-000440,1,0.418202
tiny11-000440,2,0.421088
tiny11-000441,0,0.583742
tiny11-000441,1,0.527607
tiny11-000441,2,0.494255
tiny11-000442,0,0.130293
tiny11-000442,1,0.094687
tiny11-000442,2,0.087032
tiny11-000443,0,0.167453
tiny11-000443,1,0.162634
tiny11-000443,2,0.146825
tiny11-000444,0,0.295653
tiny11-000444,1,0.227506
tiny11-000444,2,0.212037
tiny11-000445,0,0.605663
tiny11-000445,1,0.568534
tiny11-000445,2,0.563624
tiny11-000446,0,0.940408
tiny11-000446,1,0.809324
tiny11-000446,2,0.738581
tiny11-000447,0,1.273211
tiny11-000447,1,1.435495
tiny11-000447,2,1.087845
tiny11-000448,0,0.711881
tiny11-000448,1,0.697675
tiny11-000448,2,0.635379
tiny11-000449,0,0.106779
tiny11-000449,1,0.090649
tiny11-000449,2,0.096861
tiny11-000450,0,0.147386
tiny11-000450,1,0.132709
tiny11-000450,2,0.126527
tiny11-000451,0,0.251691
tiny11-000451,1,0.23513
tiny11-000451,2,0.235791
tiny11-000452,0,0.393586
tiny11-000452,1,0.365403
tiny11-000452,2,0.355875
tiny11-000453,0,1.108323
tiny11-000453,1,1.038232
tiny11-000453,2,1.10675
tiny11-000454,0,2.157305
tiny11-000454,1,2.501859
tiny11-000454,2,1.943084
tiny11-000455,0,0.824602
tiny11-000455,1,0.592097
tiny11-000455,2,0.5186
tiny11-000456,0,0.11238
tiny11-000456,1,0.095679
tiny11-000456,2,0.091001
tiny11-000457,0,0.149129
tiny11-000457,1,0.21895
tiny11-000457,2,0.176029
tiny11-000458,0,0.166101
tiny11-000458,1,0.153227
tiny11-000458,2,0.167553
tiny11-000459,0,0.195446
tiny11-000459,1,0.190005
tiny11-000459,2,0.17665
tiny11-000460,0,0.693848
tiny11-000460,1,0.607616
tiny11-000460,2,0.600754
tiny11-000461,0,0.3101
tiny11-000461,1,0.238616
tiny11-000461,2,0.307856
tiny11-000462,0,0.267511
tiny11-000462,1,0.236863
tiny11-000462,2,0.216645
tiny11-000463,0,0.132418
tiny11-000463,1,0.111518
tiny11-000463,2,0.124072
tiny11-000464,0,0.148027
tiny11-000464,1,0.131586
tiny11-000464,2,0.12305
tiny11-000465,0,0.241281
tiny11-000465,1,0.19773
tiny11-000465,2,0.199763
tiny11-000466,0,0.686404
tiny11-000466,1,0.705991
tiny11-000466,2,0.642451
tiny11-000467,0,0.818821
tiny11-000467,1,0.741056
tiny11-000467,2,0.733071
tiny11-000468,0,1.249276
tiny11-000468,1,1.26188
tiny11-000468,2,1.033613
tiny11-000469,0,0.249186
tiny11-000469,1,0.254115
tiny11-000469,2,0.241882
tiny11-000470,0,0.107171
tiny11-000470,1,0.09615
tiny11-000470,2,0.091802
tiny11-000471,0,0.142627
tiny11-000471,1,0.185848
tiny11-000471,2,0.147926
tiny11-000472,0,0.266398
tiny11-000472,1,0.238245
tiny11-000472,2,0.232325
tiny11-000473,0,0.381974
tiny11-000473,1,0.364562
tiny11-000473,2,0.375793
tiny11-000474,0,1.458317
tiny11-000474,1,1.281828
tiny11-000474,2,1.276317
tiny11-000475,0,1.642842
tiny11-000475,1,1.516196
tiny11-000475,2,1.644906
tiny11-000476,0,0.247603
tiny11-000476,1,0.239739
tiny11-000476,2,0.271177
tiny11-000477,0,0.104746
tiny11-000477,1,0.09631
tiny11-000477,2,0.093465
tiny11-000478,0,0.148488
tiny11-000478,1,0.155441
tiny11-000478,2,0.136726
tiny11-000479,0,0.175808
tiny11-000479,1,0.156623
tiny11-000479,2,0.152516
tiny11-000480,0,0.205524
tiny11-000480,1,0.179585
tiny11-000480,2,0.173615
tiny11-000481,0,0.649044
tiny11-000481,1,0.633565
tiny11-000481,2,0.613657
tiny11-000482,0,0.299991
tiny11-000482,1,0.362879
tiny11-000482,2,0.330578
tiny11-000483,0,0.369281
tiny11-000483,1,0.330668
tiny11-000483,2,0.465671
tiny11-000484,0,0.109315
tiny11-000484,1,0.092944
tiny11-000484,2,0.085039
tiny11-000485,0,0.169116
tiny11-000485,1,0.140283
tiny11-000485,2,0.136305
tiny11-000486,0,0.208109
tiny11-000486,1,0.195285
tiny11-000486,2,0.195676
tiny11-000487,0,0.527928
tiny11-000487,1,0.484035
tiny11-000487,2,0.484466
tiny11-000488,0,0.845832
tiny11-000488,1,0.75905
tiny11-000488,2,0.720438
tiny11-000489,0,0.988859
tiny11-000489,1,0.943675
tiny11-000489,2,0.931372
tiny11-000490,0,0.254927
tiny11-000490,1,0.281647
tiny11-000490,2,0.257441
tiny11-000491,0,0.162754
tiny11-000491,1,0.102863
tiny11-000491,2,0.093886
tiny11-000492,0,0.163185
tiny11-000492,1,0.136516
tiny11-000492,2,0.131676
tiny11-000493,0,0.246191
tiny11-000493,1,0.23011
tiny11-000493,2,0.32648
tiny11-000494,0,0.409927
tiny11-000494,1,0.403806
tiny11-000494,2,0.364191
tiny11-000495,0,1.200334
tiny11-000495,1,1.086462
tiny11-000495,2,1.024436
tiny11-000496,0,2.003577
tiny11-000496,1,2.063539
tiny11-000496,2,2.081523
tiny11-000497,0,0.284071
tiny11-000497,1,0.246902
tiny11-000497,2,0.24056
tiny11-000498,0,0.105588
tiny11-000498,1,0.097142
tiny11-000498,2,0.101811
tiny11-000499,0,0.158056
tiny11-000499,1,0.178685
tiny11-000499,2,0.137317
tiny11-000500,0,0.170859
tiny11-000500,1,0.185317
tiny11-000500,2,0.14981
tiny11-000501,0,0.205915
tiny11-000501,1,0.179967
tiny11-000501,2,0.171351
tiny11-000502,0,0.793013
tiny11-000502,1,0.757747
tiny11-000502,2,0.676726
tiny11-000503,0,0.240781
tiny11-000503,1,0.222576
tiny11-000503,2,0.236122
tiny11-000504,0,0.531403
tiny11-000504,1,0.364802
tiny11-000504,2,0.351938
tiny11-000505,0,0.100458
tiny11-000505,1,0.083827
tiny11-000505,2,0.081181
tiny11-000506,0,0.168916
tiny11-000506,1,0.134081
tiny11-000506,2,0.131036
tiny11-000507,0,0.257772
tiny11-000507,1,0.21378
tiny11-000507,2,0.199924
tiny11-000508,0,0.666927
tiny11-000508,1,0.563464
tiny11-000508,2,0.51328
tiny11-000509,0,0.977328
tiny11-000509,1,0.899171
tiny11-000509,2,0.971106
tiny11-000510,0,1.235782
tiny11-000510,1,1.089678
tiny11-000510,2,1.308267
tiny11-000511,0,0.551812
tiny11-000511,1,0.504353
tiny11-000511,2,0.485938
tiny11-000512,0,0.1013
tiny11-000512,1,0.09103
tiny11-000512,2,0.086161
tiny11-000513,0,0.170539
tiny11-000513,1,0.136035
tiny11-000513,2,0.133059
tiny11-000514,0,0.445704
tiny11-000514,1,0.282769
tiny11-000514,2,0.24076
tiny11-000515,0,0.487141
tiny11-000515,1,0.430996
tiny11-000515,2,0.419444
tiny11-000516,0,1.385381
tiny11-000516,1,1.216926
tiny11-000516,2,1.223839
tiny11-000517,0,2.292548
tiny11-000517,1,2.348351
tiny11-000517,2,2.8602
tiny11-000518,0,0.670975
tiny11-000518,1,0.748099
tiny11-000518,2,0.592248
tiny11-000519,0,0.124733
tiny11-000519,1,0.10132
tiny11-000519,2,0.092964
tiny11-000520,0,0.180818
tiny11-000520,1,0.177942
tiny11-000520,2,0.199533
tiny11-000521,0,0.193341
tiny11-000521,1,0.175598
tiny11-000521,2,0.155601
tiny11-000522,0,0.304178
tiny11-000522,1,0.240219
tiny11-000522,2,0.210955
tiny11-000523,0,0.706651
tiny11-000523,1,0.637422
tiny11-000523,2,0.617746
tiny11-000524,0,0.242794
tiny11-000524,1,0.241772
tiny11-000524,2,0.219661
tiny11-000525,0,0.452526
tiny11-000525,1,0.426328
tiny11-000525,2,0.364772
tiny11-000526,0,0.259556
tiny11-000526,1,0.227856
tiny11-000526,2,0.19781
tiny11-000527,0,0.235059
tiny11-000527,1,0.146464
tiny11-000527,2,0.129402
tiny11-000528,0,0.222286
tiny11-000528,1,0.203931
tiny11-000528,2,0.213129
tiny11-000529,0,1.065172
tiny11-000529,1,0.63116
