trial,target_cv,spatial_mode,budget_fraction,budget_rows,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,dpr_importance,dpr_rows,dpr_chunks,dpr_aff_ms,dpr_runtime_ms,top_importance,top_rows,top_chunks,top_aff_ms,top_runtime_ms,paper_cover_importance,paper_cover_rows,paper_cover_chunks,paper_cover_aff_ms,paper_cover_runtime_ms,dpr_cover_importance,dpr_cover_rows,dpr_cover_chunks,dpr_cover_aff_ms,dpr_cover_runtime_ms,top_cover_importance,top_cover_rows,top_cover_chunks,top_cover_aff_ms,top_cover_runtime_ms,paper_cover_ratio,dpr_cover_ratio,top_cover_ratio,paper_ratio,dpr_ratio,top_ratio,dpr_gain_over_paper_pct,top_importance_gain_over_paper_pct,dpr_iterations,dpr_residual
0,4.55,random,0.5,2432,0.7547808553647197,2430,36,0.9905855141563533,9.388694,0.6614456977037855,2432,5,0.6500473984642704,386.116763,0.971256071286173,2432,1231,14.137133406637147,0.038452,0.7548475927355524,2919,6,0.7802036815212839,8.425583,0.6614694371875838,2275,8,0.6446365089516964,8.427437,0.9713591705158644,4531,3,1.141612729120792,6.847883,1.2696498845338122,1.0083937062785555,12.38347562708485,0.7619542629871182,1.0175345663507667,0.06870247619154421,33.54273553922873,28.68053877927914,5,3.3306690738754696e-16
0,4.55,random,0.625,3040,0.8408053800669721,3036,44,1.2268639984708725,11.598095,0.7638479326695748,3040,5,0.798808140812625,423.478828,0.9865886045245604,3040,1135,13.229809110825148,0.097652,0.8408836614232946,3512,5,0.9142934539514792,8.632951,0.7638519517328345,2977,6,0.7943946733900414,8.513117,0.986656327402624,4706,2,1.1734294911864933,6.169164,1.3418711390402027,1.0055557616011563,11.27448151780134,0.6853289208216456,0.9562345369847067,0.07457315493065543,39.52928410467056,17.3385218403308,5,0.0
0,4.55,random,0.75,3648,0.9062646968437925,3648,47,1.4096060873561354,11.642978,0.8534118357120234,3648,4,0.9365679973468093,354.138334,0.9948656488391484,3648,898,10.771359915215124,0.041217,0.9063027405452084,3950,5,1.0214599097879584,12.8742,0.8536265268837182,3596,5,0.9348459249338177,8.172741,0.9949016893439501,4778,2,1.1910458948856406,6.06028,1.3799915922777144,1.001842092228314,9.043614491655962,0.6429205328870191,0.9112118267222905,0.09236212109427773,41.730086396605785,9.776498224406449,4,-6.661338147750939e-16
0,4.55,random,0.875,4256,0.9604497121928397,4254,53,1.6238828000423133,13.355009,0.928117471651797,4256,2,1.063326968066823,371.261308,0.99881327326815,4256,536,6.937799992833802,0.034996,0.9605180735209898,4449,3,1.121549602685652,13.035683,0.9281270882910301,4151,4,1.0596381509672406,7.866939,0.9991333690240543,4853,1,1.1983954295914154,5.506185,1.447892091579168,1.0034812045000598,5.789241031400793,0.5914526049341821,0.872842972598689,0.14396685898985917,47.57614816758151,3.994333132519867,4,-1.3322676295501878e-15
0,4.55,local,0.125,608,0.688534213220977,606,18,0.34628734245622284,4.1991,0.5750505851956873,608,6,0.21476605723337688,208.93965,0.7776527963300854,608,135,1.633880327261355,0.021941,0.6887756034867446,649,13,0.30180382115013943,11.244233,0.5753007394915722,420,9,0.2017703272392257,16.681539,0.7778133584014677,1040,14,0.40847156594162337,17.147821,1.147392173951151,1.0644085291032066,3.999985466540064,1.988332026048629,2.677567361451372,0.4759545624945225,34.66399607174493,12.943232362007095,4,-2.7755575615628914e-16
0,4.55,local,0.25,1216,0.8101496837832394,1212,26,0.5825658267707419,6.472271,0.6918989050353133,1216,5,0.3525259137675611,308.153347,0.8906024271970027,1216,233,2.8607278793984063,0.025427,0.8101688523773891,1238,14,0.45691667611427833,14.105192,0.6919983464732355,661,13,0.30473988843333066,16.989615,0.8906054751076876,1919,15,0.6345393802495498,7.758927,1.2749935759075637,1.1568092236953247,4.508353568652189,1.3906577532603177,1.9626894875351453,0.31132021805034144,41.1338974620989,9.930602334875305,5,3.3306690738754696e-16
0,4.55,local,0.375,1824,0.8953861319221376,1824,36,0.8423141163551973,7.772703,0.8002477000091844,1824,5,0.5012866561159157,279.42822,0.9430531448173819,1824,237,3.0534921650034423,0.034265,0.8954723877054908,1971,15,0.6472623384767118,11.406457,0.8003107104791843,1172,14,0.4407683060567267,8.088002,0.9431193142018749,2561,15,0.7916189799002795,7.190945,1.3013488755386675,1.1373019548538055,3.8572750812367986,1.063007391822649,1.596387396803433,0.30884413447195425,50.17650950349859,5.3236264440367,4,5.551115123125783e-16
0,4.55,local,0.5,2432,0.9402263612590168,2430,43,1.067591714855546,10.91131,0.8649993103964693,2432,5,0.6500473984642704,387.649199,0.9712560712861729,2432,256,3.4112697378210344,0.034114,0.9402766665102475,2520,15,0.7815874166827096,13.60666,0.8650219525514183,1737,13,0.5680072548261424,9.619636,0.9712676103133726,3243,11,0.9144819272382985,9.191285,1.3659274600232487,1.144435027794212,3.730275729038126,0.8806984432117265,1.3306711363510113,0.2847198099047329,51.09270904332779,3.3002382517339113,5,4.440892098500626e-16
0,4.55,local,0.625,3040,0.9646625693753671,3036,46,1.2488657700992132,13.025133,0.9258552255504473,3040,5,0.798808140812625,334.073148,0.9865886045245604,3040,246,3.450021622027685,0.027091,0.9647170665342175,2974,14,0.8816677430826066,12.918634,0.925916301583216,2329,15,0.7348550124252495,7.817376,0.9865908310313348,3703,10,1.016030287279791,6.195523,1.416481185681988,1.087028226393,3.395589349274614,0.7724309469213266,1.1590458061789126,0.28596591923522835,50.051705048653794,2.2729227654588957,4,1.3322676295501878e-15
0,4.55,local,0.75,3648,0.9810954004928267,3648,53,1.4756114022411575,12.338028,0.9631660988031162,3648,4,0.9365679973468093,346.435732,0.9948656488391484,3648,200,3.0927416169242026,0.033763,0.9811076059986257,3442,12,0.9741725954987231,16.757061,0.9632070849940252,3033,12,0.8741016355966227,6.992163,0.9948783344734654,4257,6,1.1075751835971037,5.892116,1.5147330247836885,1.0714634994448327,2.7923536593514284,0.6648738272167996,1.0283995412310225,0.32167758321452133,54.67589475374037,1.4035585468451517,4,7.771561172376096e-16
0,4.55,local,0.875,4256,0.9882511253506625,4254,54,1.634883685856484,13.262607,0.9830034249352857,4256,2,1.063326968066823,380.615117,0.99881327326815,4256,130,2.4714403522806307,0.033062,0.9882640387550166,3860,8,1.0324420626065354,17.332266,0.9830202496263988,3501,12,0.9886082596410799,10.002331,0.9988201053813704,4602,4,1.1699853463605103,5.498942,1.5835113127113454,1.0755796926609436,2.1123686377513824,0.6044779417031964,0.924460165552305,0.4041421725377474,52.93530198099812,1.0687716559634186,4,4.440892098500626e-16
0,4.55,hot-cold,0.125,608,0.5435265912937224,606,7,0.2252775985003487,4.085809,0.5225388075083975,608,1,0.159761628162525,256.208206,0.7776527963300854,608,416,4.72512924104323,0.028573,0.5437925327188817,645,1,0.1688145022856979,15.564992,0.522538807508397,608,1,0.159761628162525,11.253812,0.7778339816759714,1302,1,0.3295641860404166,14.886333,1.334468279976882,1.0,14.337508264516813,2.412697023192393,3.2707403743833936,0.16457810075865623,35.56365937964596,43.075391119151504,5,-5.551115123125783e-17
0,4.55,hot-cold,0.25,1216,0.7637720743665282,1212,13,0.439554311186527,4.502658,0.7533360520594095,1216,1,0.3085223705108796,248.095859,0.8906024271970027,1216,573,6.601029056216333,0.029595,0.7645564127936856,1247,1,0.31610721099245687,17.102597,0.7533360520594091,1216,1,0.3085223705108796,17.002429,0.8923446273405562,1949,1,0.48786714705914264,10.882598,1.39052288559471,1.0,13.53038239202467,1.7376056949704626,2.4417550364726117,0.13491872549149028,40.52411565755825,16.605785559215104,4,1.1102230246251565e-16
0,4.55,hot-cold,0.375,1824,0.8655982369469808,1824,18,0.6442981717001306,6.204731,0.8735391901665004,1824,1,0.45728311285923423,281.377374,0.9430531448173818,1824,653,7.6298606636983175,0.028463,0.8666979057371766,1754,1,0.4401560537072855,16.462199,0.8735391901665011,1824,1,0.45728311285923423,18.044928,0.943073042310641,2584,1,0.6432340407946775,15.310375,1.4637948661012954,1.0,11.861717788244038,1.3434746131017234,1.9102808863956509,0.12360031020019553,42.189578259712945,8.948136047918641,4,1.1102230246251565e-15
0,4.55,hot-cold,0.5,2432,0.9256573380089704,2430,22,0.8365731127579681,7.363958,0.9345150690923196,2432,1,0.6060438552075889,314.58394,0.9712560712861729,2432,679,8.064644437215103,0.034895,0.9262688919272017,2315,1,0.5774171991964745,10.727828,0.9345150690923213,2432,1,0.6060438552075889,7.415415,0.9712566894749115,3121,2,0.7856239375316545,9.924145,1.4488191794808525,1.0,10.265273309458141,1.106487076732976,1.5419924829898972,0.1204338367112895,39.35928538296159,4.926092129867676,4,1.887379141862766e-15
0,4.55,hot-cold,0.625,3040,0.9560092005512517,3036,26,1.0288480538158058,9.551478,0.9645566603876993,3040,1,0.7548045975559434,339.354413,0.9865886045245603,3040,648,7.872377719324175,0.036268,0.9560118296343442,2825,1,0.7022000587321009,13.851638,0.9645782780769742,2963,2,0.7469657183029702,6.924546,0.9866202524790308,3719,1,0.920937071329846,6.315799,1.4651779660535826,1.010494295870475,8.548225459049391,0.9292034883145199,1.277889222602688,0.12532282363723482,37.52522872257489,3.1986516401386167,4,1.4432899320127035e-15
0,4.55,hot-cold,0.75,3648,0.9729975643631478,3648,28,1.2005892568868983,10.808088,0.9850725670249472,3648,1,0.9035653399042981,268.922277,0.9948656488391484,3648,577,7.240075568866433,0.038472,0.9730073019103085,3160,2,0.7951661562020259,13.242109,0.985072567024948,3648,1,0.9035653399042981,6.208438,0.9948996066454098,4234,1,1.0469432922334687,9.950975,1.5098596029555709,1.0,6.915441956193262,0.8104333424456164,1.0902062347027188,0.1374109481836407,34.52139461745756,2.247496322389453,3,1.2212453270876722e-15
0,4.55,hot-cold,0.875,4256,0.9811286256906512,4254,35,1.425866855387247,11.995889,0.9951569462384975,4256,1,1.0523260822526526,284.199391,0.9988132732681498,4256,393,5.364673321407439,0.034114,0.9811290927888473,3448,1,0.8546308851844445,13.556185,0.995156946238498,4256,1,1.0523260822526526,7.970392,0.9988153997986964,4691,1,1.158758521268334,7.06013,1.6684008033240216,1.0,4.629673243339317,0.6880927359968609,0.9456735540643672,0.18618342878073105,37.43402663513675,1.8024800331403856,3,5.551115123125783e-16
0,9.19,random,0.125,608,0.641953045675833,606,21,0.3792899998987339,4.544607,0.4684691580451489,608,5,0.2037651714192065,307.263382,0.9494188091044075,608,539,6.078238196186186,0.026469,0.6422762832941623,630,15,0.3191568195800941,13.619033,0.46851580637388257,189,10,0.1562519178519653,12.557799,0.9494368721515314,3403,11,0.9536294910141814,13.472519,1.188412644284886,1.3040810904622353,6.373794281175179,1.6925124465375494,2.2990639410175073,0.15619967142783642,35.8373432184093,47.895366413423865,6,2.220446049250313e-16
0,9.19,random,0.25,1216,0.7809138945601717,1212,34,0.670572913284105,6.42872,0.6359235997895913,1216,7,0.37452768539590187,310.878753,0.9840981317984066,1216,920,10.418336433733453,0.039544,0.7810210985564955,1315,19,0.5307608702522738,18.220586,0.636020948426444,597,15,0.31108263455131824,10.767793,0.9841029305015909,4273,5,1.1004890541605217,7.64269,1.263418143401147,1.2039491884080638,9.467005959164945,1.164547328247537,1.6979348245440808,0.09445827921356069,45.80213129673394,26.018776033262014,5,3.3306690738754696e-16
0,9.19,random,0.375,1824,0.8645311483115241,1824,44,0.9303212028685603,8.169134,0.7391894308921887,1824,7,0.5232884277442564,421.902,0.9941188826858183,1824,1126,12.833279653800904,0.041457,0.8646230121466033,2144,16,0.7005915276235554,17.81077,0.7392553273950982,989,20,0.461998594873083,11.278507,0.9941696499537336,4597,3,1.1577610991783436,11.672183,1.3279081550190317,1.132662379391025,11.08456629170613,0.9292824302464798,1.41258509017411,0.07746413305903332,52.008156422309696,14.989365580104996,6,7.771561172376096e-16
0,9.19,random,0.5,2432,0.9155741157229116,2430,54,1.1886014588114202,9.90582,0.7995856616566354,2432,5,0.6500473984642704,382.846629,0.9978146917353534,2432,1204,13.840109489654548,0.044313,0.9155837910508776,2783,15,0.845936224639317,10.773744,0.7997079234330167,1491,18,0.5628223045915746,13.519397,0.9978698226793548,4748,2,1.1837057266776627,9.072502,1.4050721841569156,1.1549780333172701,11.692187659258808,0.7702952986768744,1.2300420916161612,0.07209586690634331,59.68448642085542,8.98240509426229,5,4.440892098500626e-16
0,9.19,random,0.625,3040,0.9523748846173992,3036,62,1.4248799431259394,11.121414,0.8639915310715142,3040,4,0.7878072549984546,421.153721,0.9992791648837007,3040,1106,12.910783422214205,0.045004,0.9524311204628453,3489,10,0.9636704207295479,9.537582,0.8640054679208903,2138,16,0.6991234939819598,8.671823,0.9994548601955726,4830,1,1.1927679672986322,6.633412,1.478596740623451,1.1268499224813395,10.824220448721812,0.668389564476607,1.0967042072660387,0.07739880162224298,64.08158737858665,4.924980805761647,5,7.771561172376096e-16
0,9.19,random,0.75,3648,0.9728071077866138,3648,66,1.6186229178253724,13.226038,0.9339403043745109,3648,4,0.9365679973468093,346.078875,0.9998036971492763,3648,914,10.94737408824185,0.041728,0.9728181847039417,4004,6,1.045673098376489,12.59613,0.9339611849637869,3107,13,0.9032082696571389,15.089012,0.9998119655335025,4852,1,1.198150757317816,6.234396,1.5479244137947554,1.0369347013422872,9.136892015783285,0.6010091029067999,0.9971943382864433,0.0913281750573525,65.92000578085771,2.775122544497721,4,5.551115123125783e-16
0,9.19,random,0.875,4256,0.9925577046458662,4254,74,1.8549014021398913,14.998562,0.9684855648412669,4256,2,1.063326968066823,375.515311,0.9999723457255776,4256,529,6.86079379213461,0.029635,0.9925937579786708,4559,3,1.1484635527815714,7.448436,0.9685034032650104,3876,7,1.0253559331699533,11.084534,0.9999828892984107,4859,1,1.199863463233011,16.341945,1.6151156017509933,1.0370320526448604,5.717978755389652,0.5350999807864776,0.9108069238590064,0.14575169813032007,70.21247553033425,0.7470236788254869,4,-7.771561172376096e-16
0,9.19,local,0.125,608,0.9065027320642527,606,14,0.3022837991995413,4.367696,0.8029454501707992,608,2,0.17076251397669537,258.504089,0.9494188091044073,608,112,1.3808599535354364,0.025607,0.9065194022424928,643,8,0.245331358437692,14.82089,0.8029947525666354,219,4,0.09758677117492107,18.371819,0.9494740539089391,1052,13,0.4004067474106442,10.322459,1.2321449696627909,1.7498530991522323,3.448643067243997,2.998846562285857,4.702117762686372,0.6875561903823745,56.79754415651745,4.73424685024697,5,-1.1102230246251565e-16
0,9.19,local,0.25,1216,0.9640326728706752,1212,24,0.5605640551424012,6.12435,0.9082625054305506,1216,3,0.3305241421392204,249.749902,0.9840981317984066,1216,190,2.3876897893890803,0.030998,0.9640403108536492,1364,12,0.4657436109594453,9.586344,0.9083000928331025,663,8,0.25022480390967733,8.584801,0.9841134112990204,1932,15,0.6377201198063402,7.900271,1.2035893610813533,1.3209087867185556,3.7441029618356128,1.719754707828671,2.747946033690878,0.4121549357758908,59.78709179754951,2.0814085966589513,4,3.3306690738754696e-16
0,9.19,local,0.375,1824,0.9845433866817733,1824,36,0.8423141163551973,9.491727,0.9472552679909818,1824,3,0.479284884487575,279.491348,0.9941188826858184,1824,252,3.218505452215998,0.056235,0.9845457575839776,1997,14,0.6426229317761223,18.020032,0.947262452941405,1014,13,0.39110920101387203,17.836459,0.9941234688778491,2862,13,0.8432635626253183,16.19533,1.3107439443954416,1.2254502917474843,3.81672539270626,1.168855380154402,1.9763929526042427,0.30887593556858817,69.08789454715671,0.9725824309599451,4,-4.440892098500626e-16
0,9.19,local,0.5,2432,0.9920320382377172,2430,42,1.0565908290413755,11.573077,0.9694734818255999,2432,3,0.6280456268359296,311.483894,0.9978146917353533,2432,265,3.510277710148568,0.026831,0.9920342655334327,2517,15,0.7808533998619118,8.581144,0.9694864114600334,1495,12,0.4977956788009493,13.917682,0.9978151163755736,3504,12,0.9893422764618777,9.521933,1.353123171683988,1.2616534324860271,3.5480922969370643,0.9388989672925411,1.5436354309316205,0.28425519976683616,64.40910946818161,0.5829099539878424,4,-2.220446049250313e-16
0,9.19,local,0.625,3040,0.9958992951509098,3036,47,1.2598666559133838,12.862429,0.9717508813456646,3040,2,0.7658054833701138,338.177943,0.9992791648837006,3040,240,3.3840163071426623,0.033542,0.9959005230213098,3080,14,0.907603004084129,17.829435,0.9717770303282782,1506,13,0.5114879596247116,9.297554,0.9992801648615646,3937,10,1.0732835993020198,5.985891,1.3881252598813592,1.4972111639382475,3.1529563196003028,0.7904799214079511,1.2689265126037461,0.2952938385002804,60.52609032037364,0.3393786650163877,4,0.0
0,9.19,local,0.75,3648,0.9979039703316739,3648,56,1.5086140596836688,14.080426,0.9875094613565849,3648,2,0.9145662257184685,350.803999,0.9998036971492763,3648,189,2.9717318729683284,0.03242,0.9979046116487594,3476,13,0.9934923386152685,8.480937,0.9875112060972638,2140,15,0.688611952714988,7.327721,0.9998046226874643,4232,9,1.1344610341996333,5.894321,1.5184959169251149,1.3281300478631126,2.61950986713695,0.661470681600911,1.0797571937240666,0.33643805696057555,63.235835503820994,0.19037170650508806,4,-1.1102230246251565e-16
0,9.19,local,0.875,4256,0.9984243680107825,4254,51,1.6018810284139726,14.594838,0.9981943690194495,4256,2,1.063326968066823,276.496027,0.9999723457255776,4256,124,2.4054350373956086,0.033603,0.9984278373475232,3635,12,1.0213943443033817,12.619615,0.9981981761432422,3582,12,1.0084267138026206,6.845709,0.99997244946866,4588,5,1.1775608203442909,5.748268,1.568327685920856,1.0544414913972102,2.042726792398134,0.6232824724813213,0.9387464053829204,0.4157137192149071,50.61331688756145,0.15504206071004223,3,3.3306690738754696e-16
0,9.19,hot-cold,0.125,608,0.7618213463125425,606,9,0.24727937012868945,3.527245,0.7621247755037946,608,2,0.17076251397669537,207.510297,0.9494188091044073,608,407,4.626121268715696,0.028062,0.762124775503795,608,2,0.17076251397669537,18.740519,0.762124775503795,608,2,0.17076251397669537,16.069485,0.9494214173361741,1561,2,0.4039351907167973,15.043256,1.4480893046727845,1.0,11.452632439640826,3.080812386071974,4.463068373471035,0.20522998727354697,44.86660705624574,24.6248629944404,4,-1.1102230246251565e-16
0,9.19,hot-cold,0.25,1216,0.9134982123548968,1212,17,0.48355785444320853,5.770449,0.8928421675405125,1216,1,0.3085223705108796,249.145151,0.9840981317984067,1216,579,6.667034371101355,0.027882,0.9135200381029525,1196,3,0.325630696667235,10.788651,0.8933512431188635,1113,2,0.29432201214432546,11.758916,0.9841936009178595,2272,3,0.5888980630600468,8.672375,1.4849885449754165,1.0482476939563419,11.321202750197454,1.8891187558244547,2.893930077297353,0.14760657843073927,53.18942064255647,7.728522999679566,4,7.771561172376096e-16
0,9.19,hot-cold,0.375,1824,0.9653390471720961,1824,28,0.7543070298418344,5.871458,0.9618343704777865,1824,1,0.45728311285923423,281.244486,0.9941188826858182,1824,668,7.7948739509108735,0.035196,0.965379607589495,1836,2,0.4712200659565958,12.995698,0.961840812498826,1766,2,0.4540930068046471,13.379856,0.9941230396000535,2942,2,0.7418276005573856,7.421055,1.6007532028810372,1.0070252261250072,10.507662353158677,1.2797693896270748,2.1033673525876924,0.12753495296349854,64.35518536668661,2.981318905314234,4,1.3322676295501878e-15
0,9.19,hot-cold,0.5,2432,0.9845605615216878,2430,28,0.9025784276429903,8.251117,0.9839655810014324,2432,1,0.6060438552075889,315.948571,0.9978146917353533,2432,671,7.976637350701739,0.033562,0.9845827282546449,2289,3,0.5930574917112343,15.080546,0.9840089617724087,2271,3,0.5886533907864475,12.582966,0.9978155622083905,3474,2,0.8719932501121959,9.150288,1.5219071342285055,1.02954279155329,9.147590706321886,1.0908310362488798,1.6235880828531684,0.1250921469618487,48.83955708083987,1.3461975557075512,4,1.7763568394002505e-15
0,9.19,hot-cold,0.625,3040,0.9919576931634304,3036,36,1.1388569119575096,11.482709,0.99432536990904,3040,1,0.7548045975559434,253.350964,0.9992791648837006,3040,646,7.850375947695834,0.030718,0.9919588071227681,2699,3,0.693373123886934,7.695308,0.9943415847754556,2919,3,0.7472010240787728,7.427778,0.9992832487681141,3936,2,0.9850318405150574,12.220227,1.6424878218141308,1.010176074753839,7.96966719734765,0.8710116984392856,1.3173281841799382,0.127290612773392,51.24115859068033,0.7380830624864165,3,1.5543122344752192e-15
0,9.19,hot-cold,0.75,3648,0.9946343019534788,3648,41,1.3436007724711132,12.071029,0.9982048071750397,3648,1,0.9035653399042981,266.260951,0.9998036971492762,3648,583,7.306080883751455,0.036318,0.9946699473201189,2983,2,0.7518591637749555,16.023328,0.9982095434540694,3569,2,0.8952371161041263,13.594387,0.99980375760609,4432,2,1.1063892882202941,5.801507,1.78703783528437,1.0093028133556554,6.603535447729981,0.7402751787081627,1.1047400371518958,0.13684541863926186,49.23369970066433,0.5197282242975776,3,1.6653345369377348e-15
0,9.19,hot-cold,0.875,4256,0.9955035178042724,4254,45,1.5358757135289505,12.268458,0.9995997309734316,4256,1,1.0523260822526526,284.890243,0.9999723457255776,4256,416,5.617693695133357,0.033533,0.9955376916001182,3125,1,0.7756017408118812,11.70838,0.9995997603756903,4191,2,1.0474232702828707,13.862419,0.9999730909462511,4813,1,1.1886085386474445,9.930647,1.9802375790457005,1.0046808316264138,4.726277418068954,0.6481667162487543,0.9498954248417442,0.17800407070820892,46.55109573339955,0.4489012686928362,3,8.881784197001252e-16
1,1.07,random,0.125,608,0.16684623349150257,606,7,0.2252775985003487,2.732108,0.13721999784711747,608,1,0.159761628162525,311.951768,0.3973097158178953,608,526,5.935226680601971,0.02682,0.16697615372825134,752,1,0.19499443556081952,8.640265,0.1372199978471175,608,1,0.159761628162525,8.880032,0.3974134107019926,1790,2,0.4599651413710295,8.87866,1.1553027031383352,1.0,12.9036445303457,0.740625053721195,0.8589046032225209,0.06694095056494098,15.97023337342456,138.1292687905539,6,8.326672684688674e-17
1,1.07,random,0.25,1216,0.31510437690392784,1212,13,0.439554311186527,3.222726,0.2762976352388803,1216,2,0.31952325632505,312.884413,0.5846490016823769,1216,911,10.31932846140592,0.03765,0.3151844701577135,1443,1,0.3640629766179133,11.422056,0.2762976352388806,1216,2,0.31952325632505,8.98538,0.5846682734664767,2753,1,0.6845836550329537,8.110915,1.2073579007399107,1.0,15.073875026871887,0.7168724521284738,0.864718388316009,0.0566557217234583,20.623743561154306,85.54137756729115,5,3.885780586188048e-16
1,1.07,random,0.375,1824,0.44533708721395215,1824,18,0.6442981717001306,4.266758,0.40406553078287344,1824,2,0.46828399867340464,355.394653,0.7146802813163061,1824,1142,13.00929382682763,0.04305,0.44539065972059105,2033,2,0.5194205038556515,12.873099,0.40406553078287377,1824,2,0.46828399867340464,12.565764,0.7147441903241701,3357,2,0.8433665941010816,7.577207,1.2404172860283986,1.0,15.425431737302606,0.6911971921925941,0.8628642702452896,0.054936131878465216,24.836194358391197,60.480746345959304,5,4.440892098500626e-16
1,1.07,random,0.5,2432,0.5697003046658617,2430,23,0.8475739985721384,5.064258,0.5277151107883887,2432,2,0.6170447410217592,394.591609,0.8118029370933261,2432,1221,14.027124548495445,0.038743,0.5699310926811909,2675,1,0.6654992176922108,8.60058,0.5277151107883887,2432,2,0.6170447410217592,9.138726,0.811814549102241,3830,2,0.9590965795135351,7.392452,1.2735912771037037,1.0,14.625351448558147,0.6721540604426336,0.8552298977778333,0.05787379546582841,27.23718387041192,42.49648989909902,5,4.440892098500626e-16
1,1.07,random,0.625,3040,0.6902635061923312,3036,28,1.0508498254441465,6.366262,0.6421719609278222,3040,1,0.7548045975559434,416.704632,0.88589931231756,3040,1136,13.240809996639317,0.047168,0.6902981030491718,3275,1,0.8123025818517713,8.24186,0.6421719609278228,3040,1,0.7548045975559434,8.630036,0.8861876018991877,4239,1,1.048166653601465,6.966344,1.2936679618185742,1.0,12.632351879488192,0.656862179046933,0.8507790797872382,0.0669067309735894,29.521702866447086,28.342191694937725,5,9.992007221626409e-16
1,1.07,random,0.75,3648,0.805295745706768,3648,32,1.2445928001435798,8.07671,0.7754425411738135,3648,2,0.9145662257184685,350.20511,0.9406278042539449,3648,916,10.96937585987019,0.045816,0.80544004822908,3799,2,0.9515117390319578,9.352607,0.7754425411738138,3648,2,0.9145662257184685,7.693143,0.9406418277712241,4526,1,1.118387596124455,6.039252,1.3080162325793212,1.0,9.808205936727424,0.6470355168484558,0.8478801418285903,0.08575034863151057,31.040741929963467,16.805261826933247,4,1.1102230246251565e-16
1,1.07,random,0.875,4256,0.9096346695750339,4254,37,1.4478686270155876,11.524898,0.8889929524517056,4256,1,1.0523260822526526,369.71633,0.9789415246878002,4256,528,6.849792906320439,0.029635,0.9098404674388075,4360,1,1.0777719987069765,6.235208,0.8889929524517065,4256,1,1.0523260822526526,6.891696,0.9789555905913268,4742,1,1.1712368072218966,5.660343,1.3433904654719393,1.0,5.8483415685746225,0.6282577387217887,0.8447884809133407,0.14291549220189,34.465272585752935,7.6191967424840135,4,9.992007221626409e-16
1,1.07,local,0.125,608,0.34053090834000377,606,10,0.2582802559428598,3.226393,0.2890551296353435,608,5,0.2037651714192065,256.067503,0.3973097158178953,608,120,1.4688670400487993,0.0214,0.34053636371859275,641,8,0.24484201389049343,8.364028,0.2892067848771697,501,7,0.1995870097724256,14.257377,0.3975618187796986,890,7,0.2947645242025406,18.211269,1.0548853599054968,1.0209340359953534,4.983188000736145,1.318455052233418,1.4185698548093375,0.2704871884147497,7.593342101903922,16.67361349214169,5,-2.7755575615628914e-17
1,1.07,local,0.25,1216,0.5223237400337254,1212,18,0.4945587402573789,6.03329,0.4923736170035773,1216,8,0.3855285712100722,243.43285,0.5846490016823769,1216,182,2.299682702875717,0.033192,0.5224115832274887,1344,8,0.41684662223077845,17.053214,0.49237361700357773,1216,8,0.3855285712100722,15.599616,0.5847738252941101,1598,9,0.4899942655391628,11.123127,1.1864285660052123,1.0,4.693284931294598,1.056140954584883,1.2771391117865707,0.2542302905315079,20.925062724089805,11.93230498093525,4,3.885780586188048e-16
1,1.07,local,0.375,1824,0.6575007479846999,1824,25,0.7213043723993232,7.088954,0.6085952467051964,1824,7,0.5232884277442564,279.538426,0.714680281316306,1824,237,3.0534921650034423,0.024115,0.6575856643197948,1992,9,0.5863951413372741,12.648068,0.6086401362407822,1769,8,0.5208323385104672,13.166347,0.7146897946965479,2315,9,0.6654242857098375,7.318303,1.2300653971217916,1.0047157003361455,4.5887897850709605,0.9115441041867125,1.163020648724591,0.23405341906796748,27.58797335014833,8.696497077283416,4,4.440892098500626e-16
1,1.07,local,0.5,2432,0.7577179801393545,2430,31,0.9355810850855015,8.690889,0.7151516676333541,2432,7,0.6720491700926111,309.195745,0.811802937093326,2432,265,3.510277710148568,0.033663,0.7577280293775794,2574,9,0.7287944045720478,11.998303,0.715166719421256,2318,9,0.6661583025306353,7.491957,0.8118831176904748,2940,9,0.8183444567093797,9.63262,1.283738018865389,1.008843044573035,4.2894867575246245,0.8098902299527654,1.0641359285285679,0.23126459047565426,31.392612130983565,7.13787429777295,4,1.1102230246251565e-16
1,1.07,local,0.625,3040,0.8406714689458915,3036,37,1.1498577977716797,11.581794,0.8018012867425119,3040,6,0.8098090266267953,333.695022,0.88589931231756,3040,265,3.6590384524969224,0.027291,0.8408016626971853,3195,8,0.8697350006630226,6.785196,0.8018505275601724,2909,8,0.799758730413632,7.059228,0.8859931953513258,3594,7,0.9563583520149599,6.966666,1.3220783306353223,1.012566660207592,3.8260119178001237,0.7311090732915293,0.990111569986273,0.24211259974953903,35.42597215059684,5.379966496112831,4,5.551115123125783e-16
