trial,target_cv,spatial_mode,budget_fraction,budget_rows,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,dpr_importance,dpr_rows,dpr_chunks,dpr_aff_ms,dpr_runtime_ms,top_importance,top_rows,top_chunks,top_aff_ms,top_runtime_ms,paper_cover_importance,paper_cover_rows,paper_cover_chunks,paper_cover_aff_ms,paper_cover_runtime_ms,dpr_cover_importance,dpr_cover_rows,dpr_cover_chunks,dpr_cover_aff_ms,dpr_cover_runtime_ms,top_cover_importance,top_cover_rows,top_cover_chunks,top_cover_aff_ms,top_cover_runtime_ms,paper_cover_ratio,dpr_cover_ratio,top_cover_ratio,paper_ratio,dpr_ratio,top_ratio,dpr_gain_over_paper_pct,top_importance_gain_over_paper_pct,dpr_iterations,dpr_residual
0,1.25,hot-cold,0.625,3040,0.860658998458213,3036,20,0.9628427389307835,8.094303,0.8706620490184308,3040,1,0.7548045975559434,258.956715,0.9099898318796237,3040,651,7.905380376766686,0.031109,0.8607950935471781,2967,1,0.7369435215831969,13.792658,0.8706620490184312,3040,1,0.7548045975559434,13.176035,0.9100525321442067,3434,1,0.8512054733540548,6.506916,1.3065353188291566,1.0,9.287276250253246,0.8938728658991152,1.1534933038797508,0.11511018932801953,29.04444780516886,5.731751310307809,3,4.440892098500626e-16
0,1.25,hot-cold,0.75,3648,0.9160824631868916,3648,24,1.1565857136302167,9.336817,0.9281895463024714,3648,1,0.9035653399042981,360.943337,0.9548577814321768,3648,581,7.2840791121231145,0.036458,0.9163028233826677,3501,1,0.8675985156852057,13.058855,0.9281895463024726,3648,1,0.9035653399042981,6.266717,0.9548715545600955,3981,1,0.9850412070128541,5.751583,1.3330886265022903,1.0,7.394694821155905,0.7920575642522429,1.0272522697703095,0.13108833206423828,29.69414296801858,4.232732292504826,4,1.3322676295501878e-15
0,1.25,hot-cold,0.875,4256,0.958999043535764,4254,26,1.3268588830597134,11.37603,0.9713379175644008,4256,1,1.0523260822526526,291.435219,0.9846572858706234,4256,412,5.573690151876676,0.033983,0.9590359000103832,4054,1,1.0029022829856007,15.640363,0.9713379175644025,4256,1,1.0523260822526526,8.15123,0.984686598950405,4513,1,1.1152068565676645,5.958009,1.3230191072152182,1.0,4.997898030353883,0.7227588824851735,0.9230389077548233,0.17666164767682443,27.7104896422713,2.675523245597744,3,1.6653345369377348e-15
0,1.44,random,0.125,608,0.1781229488871074,606,8,0.2362784843145191,2.753929,0.14515871407096415,608,1,0.159761628162525,311.915501,0.45919328298263384,608,528,5.957228452230312,0.02663,0.17841176671603778,708,2,0.1952297413366221,17.000095,0.14515871407096415,608,1,0.159761628162525,16.670608,0.45933670725833814,1995,2,0.5101229574588794,17.723116,1.2102586557604422,1.0,11.67802461176337,0.753868679172672,0.9085956104759688,0.07708169775001958,20.524387811561674,157.79568879339973,6,8.326672684688674e-17
0,1.44,random,0.25,1216,0.32231855205648596,1212,12,0.42855342537235663,3.460309,0.29149143725299764,1216,2,0.31952325632505,304.847707,0.6472429384738156,1216,906,10.264324032335068,0.039343,0.3224271796659426,1352,2,0.3527986855345504,18.089561,0.29149143725299753,1216,2,0.31952325632505,10.873169,0.6474415777397351,2922,2,0.7369341550854003,8.08691,1.2147251192929611,1.0,13.92841404011947,0.7521082156243029,0.9122698629375018,0.06305753174148108,21.295026963673493,100.80846552090091,5,5.551115123125783e-17
0,1.44,random,0.375,1824,0.4633777893494897,1824,17,0.6332972858859602,3.095848,0.4230084847679446,1824,2,0.46828399867340464,357.061048,0.7678357282833175,1824,1158,13.185307999854356,0.041527,0.4634378648701727,2014,2,0.5147717306572654,15.743205,0.4230084847679443,1824,2,0.46828399867340464,10.052956,0.7679529129183666,3547,2,0.8898543260849424,13.133655,1.2302487649765854,1.0,14.81737809587918,0.7316907867388706,0.903316120060219,0.05823418977332945,23.455992125618906,65.7040423454994,5,-6.106226635438361e-16
0,1.44,random,0.5,2432,0.5965407518101603,2430,23,0.8475739985721384,5.45033,0.5503229331051711,2432,2,0.6170447410217592,389.895248,0.853563469201654,2432,1220,14.016123662681274,0.038131,0.5968237792051463,2668,2,0.6747873975911863,11.192667,0.5503229331051698,2432,2,0.6170447410217592,12.94902,0.8537474141706692,4036,1,0.9984981820608139,10.882637,1.256060800183517,1.0,14.037204988949712,0.7038214395617608,0.8918687682094105,0.060898682813017364,26.718044958212506,43.08552544173665,5,-7.771561172376096e-16
0,1.44,random,0.625,3040,0.7177628439743222,3036,27,1.0398489396299762,7.85147,0.6709766551076298,3040,2,0.7658054833701138,336.462977,0.9154419748826748,3040,1118,13.04279405198425,0.042279,0.7177996643184378,3336,1,0.8272275905413266,13.49447,0.6709766551076286,3040,2,0.7658054833701138,13.522212,0.9154570389808756,4389,1,1.0848674946413552,6.301873,1.2570288413005097,1.0,12.022476584844169,0.6902568407962543,0.8761711291943659,0.07018756650101403,26.93407401564436,27.541009202118083,4,-6.661338147750939e-16
0,1.44,random,0.75,3648,0.8250789633689466,3648,33,1.2555936859577501,9.430111,0.7881670696443688,3648,2,0.9145662257184685,351.743265,0.9580865596960617,3648,912,10.925372316613508,0.042149,0.8251872434659335,3840,2,0.9615433022495278,16.035652,0.7881670696443684,3648,2,0.9145662257184685,7.715235,0.9581804917370862,4576,2,1.1416220956185885,5.665332,1.305810859500859,1.0,9.570042800103295,0.6571225808129063,0.8617933261478111,0.08769372172691647,31.14650923754787,16.120589935297946,4,-5.551115123125783e-16
0,1.44,random,0.875,4256,0.9212265407928641,4254,33,1.403865083758906,11.134768,0.8928837380523689,4256,1,1.0523260822526526,374.391181,0.9861760813383494,4256,523,6.794788477249587,0.035126,0.9212892820952314,4331,3,1.0926782744009385,17.421302,0.8928837380523682,4256,1,1.0523260822526526,11.374627,0.9862879033280838,4776,1,1.1795556645242717,8.234546,1.2847927122268226,1.0,5.760464454206154,0.6562073175338492,0.8484858002768735,0.14513712746765833,29.301484089760386,7.050333188358393,4,-4.440892098500626e-16
