method,method_label,budget_index,budget_fraction,cases,actual_total_ms,selector_ms,nonselector_ms,relative_l2_error,cosine_error,importance_retention,selected_fraction,row_match_rate,fallback_rate,cell_count
cell8,Cell-8,16,0.9,189,1.0464881088346139,0.1345981058201058,0.9118900030145081,0.16084859397129286,0.017227443122359135,0.9240404931956498,0.8998501542512938,1.0,0.0,8.0
cell8,Cell-8,17,0.95,189,1.0739632437566733,0.13589371164021163,0.9380695321164617,0.10842902977364478,0.008027154301840117,0.9634215396548075,0.9499906040466426,1.0,0.0,8.0
paper,Paper,0,0.1,189,0.5240156006432387,0.2888289761904762,0.23518662445276245,0.7183071054005749,0.3366793113410788,0.16132307099917575,0.09651415851926895,0.5714285714285714,0.0,
paper,Paper,1,0.15,189,0.5738024575435784,0.2953805238095238,0.2784219337340546,0.6665883669876075,0.2801467274862622,0.22064042414622329,0.14876618672289488,0.5238095238095238,0.0,
paper,Paper,2,0.2,189,0.6136131640317235,0.29679553703703704,0.31681762699468646,0.6280965101190661,0.24810947911449208,0.2748080776639716,0.19717734881033752,0.6666666666666666,0.0,
paper,Paper,3,0.25,189,0.6448746771671617,0.2897542142857143,0.35512046288144744,0.5815292873947078,0.21054106099264958,0.3322546425319853,0.2499608395989975,0.9523809523809523,0.0,
paper,Paper,4,0.3,189,0.6891750662227547,0.29549970105820106,0.3936753651645537,0.548415205781422,0.18644053311575023,0.38300107175080234,0.2982324927578687,0.6666666666666666,0.0,
paper,Paper,5,0.35,189,0.7328535500849724,0.3046147328042328,0.42823881728073965,0.510802703411885,0.1624531853135931,0.43368031833537674,0.34647499811826643,0.5238095238095238,0.0,
paper,Paper,6,0.4,189,0.7758096664365258,0.30506063756613755,0.4707490288703883,0.47238317254201445,0.1394320899847323,0.4870171923801382,0.3987857669233961,0.5238095238095238,0.0,
paper,Paper,7,0.45,189,0.8074182222738205,0.3023180793650794,0.5051001429087413,0.4451630905112892,0.12305137057783738,0.5327523390136698,0.44713818840933506,0.6666666666666666,0.0,
paper,Paper,8,0.5,189,0.8420936851199061,0.3063247619047619,0.5357689232151442,0.4138078459947513,0.10745297064856874,0.581167476833182,0.49998041979949875,0.9523809523809523,0.0,
paper,Paper,9,0.55,189,0.8998858097560526,0.3144948835978836,0.585390926158169,0.3798140349191806,0.09171561557779863,0.6269513302379184,0.5481933323568662,0.6666666666666666,0.0,
paper,Paper,10,0.6,189,0.9594416399170533,0.32229324603174603,0.6371483938853072,0.3540717818128763,0.08016890791988873,0.6691939341958868,0.5964945783187677,0.5238095238095238,0.0,
paper,Paper,11,0.65,189,1.00130078621569,0.3220506931216931,0.679250093093997,0.32310674008888696,0.06666940955257916,0.7155648223937504,0.6488053471238974,0.5714285714285714,0.0,
paper,Paper,12,0.7,189,1.0494418918631163,0.3273723624338624,0.7220695294292537,0.2939420915873987,0.05547855045429609,0.757969564546353,0.6971577686098364,0.6666666666666666,0.0,
paper,Paper,13,0.75,189,1.097121775215264,0.33021651587301587,0.7669052593422482,0.25661335332151597,0.043054050869411845,0.8027556585887122,0.75,1.0,0.0,
paper,Paper,14,0.8,189,1.15093937809788,0.3369614576719577,0.8139779204259224,0.2238820696473811,0.03314786865597675,0.8438678071612403,0.7982129125573674,0.6666666666666666,0.0,
paper,Paper,15,0.85,189,1.2065837616333144,0.34432530687830687,0.8622584547550075,0.1927976546754873,0.025194071903430554,0.881920819560056,0.8465141585192689,0.5714285714285714,0.0,
paper,Paper,16,0.9,189,1.2779037964601727,0.35677716931216935,0.9211266271480035,0.1504729148838176,0.015254045605028702,0.9246951023106853,0.898766186722895,0.5238095238095238,0.0,
paper,Paper,17,0.95,189,1.3226917938091225,0.3682459206349206,0.9544458731742018,0.10231865124645141,0.007264797334317764,0.9621348081442415,0.9471773488103374,0.6666666666666666,0.0,
