trial,target_cv,spatial_mode,budget_fraction,method,affine_matched_ratio,method_lookup_over_affine,cover_lookup_over_affine,relative_rescale_correction,lookup_matched_ratio,factorization_error
0,1.44,random,0.75,top,9.570042800103296,1.0739590287833634,1.3320414313277977,0.8062504690359562,7.715851496277459,8.881784197001252e-16
0,1.44,random,0.875,paper,1.2847927122268226,1.0439916338614519,1.3171946520667317,0.7925872096606122,1.0183102707761476,2.220446049250313e-16
0,1.44,random,0.875,dpr,1.0,1.3440188747855584,1.3440188747855584,1.0,1.0,0.0
0,1.44,random,0.875,top,5.760464454206154,1.0961373979247127,1.34555037234289,0.8146386939168273,4.692697239328813,1.7763568394002505e-15
0,1.44,local,0.125,paper,1.1068278632231836,0.9705273900073889,1.009246362112554,0.9616357575724933,1.0643652507529704,2.220446049250313e-16
0,1.44,local,0.125,dpr,1.006086569855994,1.0393616920903657,1.0258760940971083,1.0131454452159023,1.019312025742491,0.0
0,1.44,local,0.125,top,5.120903834669008,1.027237277854626,1.0405656301400228,0.9871912430130877,5.055311421897385,0.0
0,1.44,local,0.25,paper,1.176949432315728,0.9657090080077606,1.0591486878391752,0.9117785057903005,1.073117194787577,2.220446049250313e-16
0,1.44,local,0.25,dpr,1.015306258079609,1.0946706954677952,1.046238035598245,1.0462921995010974,1.0623070179333427,-2.220446049250313e-16
0,1.44,local,0.25,top,4.768708115843793,1.0329410770812602,1.1479886213537225,0.899783375782247,4.290804286594128,8.881784197001252e-16
0,1.44,local,0.375,paper,1.241805676596926,0.9639170790143213,1.1302666723700179,0.8528227033299286,1.0590400741258414,0.0
0,1.44,local,0.375,dpr,1.0067685752543596,1.1881715428321322,1.1475091291040895,1.03543537275367,1.0424437949951793,2.220446049250313e-16
0,1.44,local,0.375,top,4.341316452439205,1.0455972751776523,1.162833226019485,0.8991807696765381,3.9036282691137023,-4.440892098500626e-16
0,1.44,local,0.5,paper,1.2846171562007616,0.9723110814648478,1.1758519308931605,0.8268992514442648,1.06224896485487,2.220446049250313e-16
0,1.44,local,0.5,dpr,1.024422845936208,1.2649394797214502,1.1292456871414676,1.1201632152551966,1.1475207888847818,2.220446049250313e-16
0,1.44,local,0.5,top,4.072316954835603,1.0250171144905407,1.2343025284434366,0.8304423679526743,3.3818245350275027,4.440892098500626e-16
0,1.44,local,0.625,paper,1.3250210445716677,0.9839527900819872,1.253299565982913,0.7850898674095624,1.04026059619765,-4.440892098500626e-16
0,1.44,local,0.625,dpr,1.026601408399522,1.3005135726072663,1.1786095870131985,1.1034303359970061,1.1327831370052843,0.0
0,1.44,local,0.625,top,3.175062104705752,1.0226100974249712,1.263966275561504,0.809048561814426,2.5687794294836728,-4.440892098500626e-16
0,1.44,local,0.75,paper,1.3731173038224622,0.9906914709707442,1.2627202226209004,0.784569260255028,1.0773056273033677,-2.220446049250313e-16
0,1.44,local,0.75,dpr,1.0050085886189473,1.2943780612235758,1.2720314138304865,1.0175676851610107,1.0226642630879166,0.0
0,1.44,local,0.75,top,2.7931069919052867,1.033660877371105,1.2817353576081505,0.80645421165569,2.252512897226973,-4.440892098500626e-16
0,1.44,local,0.875,paper,1.3833381672836689,1.0092134014702938,1.2836993196578894,0.7861758482034974,1.0875470570165098,-2.220446049250313e-16
0,1.44,local,0.875,dpr,1.0066750065616243,1.3164939472316584,1.2829583789472838,1.0261392488132715,1.0329887350322402,-2.220446049250313e-16
0,1.44,local,0.875,top,2.0887131706603195,1.0519754987726815,1.306320524295159,0.8052966168776132,1.682033649960468,0.0
0,1.44,hot-cold,0.125,paper,1.2272608164116228,1.0337594367610037,1.2680088758481156,0.8152619878702089,1.0005390928229552,2.220446049250313e-16
0,1.44,hot-cold,0.125,dpr,1.0,1.2646932032818425,1.2646932032818425,1.0,1.0,0.0
0,1.44,hot-cold,0.125,top,18.88561898576496,0.9350762142605893,1.2986369516604797,0.7200443611780569,13.59848345805731,-5.329070518200751e-15
0,1.44,hot-cold,0.25,paper,1.253382557627175,1.061600173702551,1.3095176252943361,0.810680324721814,1.016092578817856,0.0
0,1.44,hot-cold,0.25,dpr,1.0,1.309787973869217,1.309787973869217,1.0,1.0,0.0
0,1.44,hot-cold,0.25,top,16.842532933924424,0.9723162495628429,1.3225878983467099,0.735161913078351,12.381988732789017,5.329070518200751e-15
0,1.44,hot-cold,0.375,paper,1.2659823687000842,1.0572060067064515,1.3255077926115402,0.7975856593219453,1.0097293822296145,-2.220446049250313e-16
0,1.44,hot-cold,0.375,dpr,1.0,1.3255427957029116,1.3255427957029116,1.0,1.0,0.0
0,1.44,hot-cold,0.375,top,14.341784878867038,0.9885297646186025,1.331985210299816,0.7421477032737434,10.643722708697275,1.7763568394002505e-15
0,1.44,hot-cold,0.5,paper,1.2849648028192298,1.0758543242692695,1.3329407066095855,0.8071284183418551,1.037131608924439,2.220446049250313e-16
0,1.44,hot-cold,0.5,dpr,1.0,1.3335631970935717,1.3335631970935717,1.0,1.0,0.0
0,1.44,hot-cold,0.5,top,11.604073077062976,0.994583528867234,1.3372892749885479,0.7437310292313167,8.630309212879459,-1.7763568394002505e-15
0,1.44,hot-cold,0.625,paper,1.2290403520112585,1.1171128829153683,1.3379894335482532,0.8349190620682736,1.026149217945301,2.220446049250313e-16
0,1.44,hot-cold,0.625,dpr,1.0,1.338422195205371,1.338422195205371,1.0,1.0,0.0
0,1.44,hot-cold,0.625,top,9.651781644887386,1.005466439002539,1.340799240031602,0.7499008121296672,7.237878893999265,-8.881784197001252e-16
0,1.44,hot-cold,0.75,paper,1.261154320688478,1.1079381973500393,1.341111503709046,0.8261342880781123,1.0418828268786116,4.440892098500626e-16
0,1.44,hot-cold,0.75,dpr,1.0,1.3416812466741148,1.3416812466741148,1.0,1.0,0.0
0,1.44,hot-cold,0.75,top,7.566762403073978,1.0273510433427635,1.3432607724522476,0.7648187637216849,5.787201866494766,8.881784197001252e-16
0,1.44,hot-cold,0.875,paper,1.2577411639423028,1.1272245962192124,1.3434417170154334,0.8390573122319254,1.055316920500882,0.0
0,1.44,hot-cold,0.875,dpr,1.0,1.3440188747855584,1.3440188747855584,1.0,1.0,0.0
0,1.44,hot-cold,0.875,top,4.951188314327422,1.0577655345288166,1.3449446792754622,0.7864751248346121,3.893986447590332,0.0
0,2.48,random,0.125,paper,1.1822119711641506,0.9623944694662115,1.1814798971806337,0.8145669441881949,0.9629907927338844,0.0
0,2.48,random,0.125,dpr,1.0,1.2131535257473642,1.2131535257473642,1.0,1.0,0.0
0,2.48,random,0.125,top,8.501164930129141,0.8924457587301081,1.2673070061045535,0.7042064428202813,5.986575115274768,0.0
