trial,target_cv,spatial_mode,budget_fraction,method,policy,method_ms,matched_cover_ms,matched_ratio
0,1.07,random,0.125,paper,affine_fit,0.2032758268720079,0.179570715826269,1.1320098933540652
0,1.07,random,0.125,paper,released,0.20385323416502388,0.21401289927936984,0.9525277908548696
0,1.07,random,0.125,paper,tail_linear,0.20385323416502388,0.19974384115420274,1.0205733152375331
0,1.07,random,0.125,paper,block_split,0.20385323416502388,0.23069391510863851,0.8836524104635581
0,1.07,random,0.125,dpr,affine_fit,0.1707625139766953,0.1707625139766953,1.0
0,1.07,random,0.125,dpr,released,0.20204944528238644,0.20204944528238644,1.0
0,1.07,random,0.125,dpr,tail_linear,0.189237357435802,0.189237357435802,1.0
0,1.07,random,0.125,dpr,block_split,0.20720417215221615,0.20720417215221615,1.0
0,1.07,random,0.125,top,affine_fit,6.023233767115334,0.4425934099454815,13.60895492740679
0,1.07,random,0.125,top,released,5.391413480106678,0.5712549283559577,9.437841517836684
0,1.07,random,0.125,top,tail_linear,5.391413480106678,0.5134791188564459,10.499771620925374
0,1.07,random,0.125,top,block_split,5.391413480106678,0.5823456331179566,9.258098925272826
0,1.07,random,0.25,paper,affine_fit,0.4285534253723566,0.3513306518929547,1.2198008430614546
0,1.07,random,0.25,paper,released,0.42569572189353483,0.44730025222054637,0.9517001606420754
0,1.07,random,0.25,paper,tail_linear,0.42569572189353483,0.40462027366301645,1.0520869803179236
0,1.07,random,0.25,paper,block_split,0.42569572189353483,0.45157502123404264,0.9426910300091752
0,1.07,random,0.25,dpr,affine_fit,0.31952325632505,0.31952325632505,1.0
0,1.07,random,0.25,dpr,released,0.4040988905647729,0.4040988905647729,1.0
0,1.07,random,0.25,dpr,tail_linear,0.36668019356879167,0.36668019356879167,1.0
0,1.07,random,0.25,dpr,block_split,0.40923785668618345,0.40923785668618345,1.0
0,1.07,random,0.25,top,affine_fit,10.374332890476772,0.6691693017961998,15.503300678363079
0,1.07,random,0.25,top,released,9.562078129533312,0.8939358681079269,10.696604164426324
0,1.07,random,0.25,top,tail_linear,9.562078129533312,0.7909650718319031,12.08912816767901
0,1.07,random,0.25,top,block_split,9.562078129533312,0.8977108953905771,10.651623121242203
0,1.07,random,0.375,paper,affine_fit,0.6332972858859602,0.5084196180414812,1.2456192944039592
0,1.07,random,0.375,paper,released,0.6262203426845643,0.6756028326629797,0.9269060347426791
0,1.07,random,0.375,paper,tail_linear,0.6262203426845643,0.5992217439710903,1.0450561064999946
0,1.07,random,0.375,paper,block_split,0.6262203426845643,0.6760679485684378,0.9262683492252148
0,1.07,random,0.375,dpr,affine_fit,0.4682839986734046,0.4682839986734046,1.0
0,1.07,random,0.375,dpr,released,0.6061483358471593,0.6061483358471593,1.0
0,1.07,random,0.375,dpr,tail_linear,0.5441230297017814,0.5441230297017814,1.0
0,1.07,random,0.375,dpr,block_split,0.6085044936187591,0.6085044936187591,1.0
0,1.07,random,0.375,top,affine_fit,12.855281425429244,0.834558392251508,15.403693192453204
0,1.07,random,0.375,top,released,12.36994465247382,1.1036286312217194,11.208430356487094
0,1.07,random,0.375,top,tail_linear,12.36994465247382,0.9810176443252772,12.609298848015726
0,1.07,random,0.375,top,block_split,12.36994465247382,1.1161285787841242,11.08290289094582
0,1.07,random,0.5,paper,affine_fit,0.8365731127579681,0.6689152630248039,1.2506413876326026
0,1.07,random,0.5,paper,released,0.8334063982348546,0.8786492324451147,0.9485086510752899
0,1.07,random,0.5,paper,tail_linear,0.8334063982348546,0.7834373810653529,1.0637817627511617
0,1.07,random,0.5,paper,block_split,0.8334063982348546,0.8844584882343423,0.9422787042256741
0,1.07,random,0.5,dpr,affine_fit,0.6060438552075889,0.6060438552075889,1.0
0,1.07,random,0.5,dpr,released,0.8081977811295459,0.8081977811295459,1.0
0,1.07,random,0.5,dpr,tail_linear,0.7156686051833647,0.7156686051833647,1.0
0,1.07,random,0.5,dpr,block_split,0.8103229914529915,0.8103229914529915,1.0
0,1.07,random,0.5,top,affine_fit,13.829108603840378,0.9576379123697362,14.440853296648799
0,1.07,random,0.5,top,released,13.840329383188571,1.2857389865091335,10.764493826827156
0,1.07,random,0.5,top,tail_linear,13.840329383188571,1.1350524136095261,12.193559713401779
0,1.07,random,0.5,top,block_split,13.840329383188571,1.2887487201922911,10.739354512122029
0,1.07,random,0.625,paper,affine_fit,1.0178471680016354,0.8174313330995592,1.245177578576703
0,1.07,random,0.625,paper,released,1.037552660616109,1.0803663595609185,0.9603711291397393
0,1.07,random,0.625,paper,tail_linear,1.0267641426008893,0.9605883704283869,1.0688908737704066
0,1.07,random,0.625,paper,block_split,1.0387440932190046,1.1002280289799913,0.9441170974184436
0,1.07,random,0.625,dpr,affine_fit,0.7658054833701138,0.7658054833701138,1.0
0,1.07,random,0.625,dpr,released,1.0102472264119322,1.0102472264119322,1.0
0,1.07,random,0.625,dpr,tail_linear,0.8990087019677606,0.8990087019677606,1.0
0,1.07,random,0.625,dpr,block_split,1.0105070728946681,1.0105070728946681,1.0
0,1.07,random,0.625,top,affine_fit,13.086797595240933,1.0537847493964516,12.418852714215413
0,1.07,random,0.625,top,released,13.648584442235522,1.4013857084799732,9.73934895985174
0,1.07,random,0.625,top,tail_linear,13.648584442235522,1.2425123502054725,10.984667025626326
0,1.07,random,0.625,top,block_split,13.648584442235522,1.41250888062828,9.662653898618089
0,1.07,random,0.75,paper,affine_fit,1.222591028515239,0.9586166014641332,1.275370180996164
0,1.07,random,0.75,paper,released,1.2538514088091612,1.287068259175465,0.9741918502538603
0,1.07,random,0.75,paper,tail_linear,1.2373043892166862,1.1362198006893482,1.0889656987723761
0,1.07,random,0.75,paper,block_split,1.2557562032494427,1.2888515163330239,0.9743218573558091
0,1.07,random,0.75,dpr,affine_fit,0.903565339904298,0.903565339904298,1.0
0,1.07,random,0.75,dpr,released,1.2122966716943187,1.2122966716943187,1.0
0,1.07,random,0.75,dpr,tail_linear,1.070554277449344,1.070554277449344,1.0
0,1.07,random,0.75,dpr,block_split,1.2241487675518927,1.2241487675518927,1.0
0,1.07,random,0.75,top,affine_fit,10.804362572657634,1.1198556297660505,9.64799594293666
0,1.07,random,0.75,top,released,11.689359020884767,1.506065930953578,7.761518789209682
0,1.07,random,0.75,top,tail_linear,11.689359020884767,1.3285468220900722,8.798605232817499
0,1.07,random,0.75,top,block_split,11.689359020884767,1.5169760051873902,7.705698034057431
0,1.07,random,0.875,paper,affine_fit,1.3818633121305652,1.0875588896509472,1.270610102386341
0,1.07,random,0.875,paper,released,1.4493109061762857,1.462199932964639,0.9911851816582835
0,1.07,random,0.875,paper,tail_linear,1.4163556260654864,1.2900230484559363,1.097930480979205
0,1.07,random,0.875,paper,block_split,1.4942050202691208,1.47108495173454,1.0157163381403096
0,1.07,random,0.875,dpr,affine_fit,1.063326968066823,1.0628469900174211,1.0004515965646137
0,1.07,random,0.875,dpr,released,1.4143461169767053,1.4286357981397688,0.9899976738776459
0,1.07,random,0.875,dpr,tail_linear,1.2538943742337398,1.2605465246904233,0.9947228044928234
0,1.07,random,0.875,dpr,block_split,1.4364608301002808,1.4314094865605618,1.003528929762689
0,1.07,random,0.875,top,affine_fit,6.794788477249587,1.17343885768429,5.790492135788555
0,1.07,random,0.875,top,released,7.48834629929693,1.578843609435227,4.742930999971308
0,1.07,random,0.875,top,tail_linear,7.48834629929693,1.3924612647103431,5.377777098061425
0,1.07,random,0.875,top,block_split,7.48834629929693,1.5808633488825479,4.736871346021247
0,1.07,local,0.125,paper,affine_fit,0.2582802559428598,0.2186901801087618,1.1810327094449717
0,1.07,local,0.125,paper,released,0.24827528961664458,0.22796112155195156,1.0891124237606609
0,1.07,local,0.125,paper,tail_linear,0.24827528961664458,0.2247407547060366,1.1047185898320553
0,1.07,local,0.125,paper,block_split,0.24827528961664458,0.2426456562575241,1.0232010473459523
0,1.07,local,0.125,dpr,affine_fit,0.1927642856050361,0.1927642856050361,1.0
0,1.07,local,0.125,dpr,released,0.2036702598879454,0.2036702598879454,1.0
0,1.07,local,0.125,dpr,tail_linear,0.20036895024877588,0.20036895024877588,1.0
0,1.07,local,0.125,dpr,block_split,0.21767038016588272,0.21767038016588272,1.0
0,1.07,local,0.125,top,affine_fit,1.5788758981905031,0.2825402770203739,5.5881445110802765
0,1.07,local,0.125,top,released,1.6103520907948896,0.29986784839975666,5.370205906997119
0,1.07,local,0.125,top,tail_linear,1.6103520907948896,0.29447937102023647,5.4684716461318
0,1.07,local,0.125,top,block_split,1.6103520907948896,0.328858624457912,4.896791420475536
0,1.07,local,0.25,paper,affine_fit,0.4725569686290382,0.4107298153907968,1.150529985702194
0,1.07,local,0.25,paper,released,0.459844181426454,0.4533136706287941,1.0144061633716042
0,1.07,local,0.25,paper,tail_linear,0.4577281055456553,0.43839128852950054,1.0441085795318068
0,1.07,local,0.25,paper,block_split,0.4648054594745696,0.48291666803312894,0.9624962032635476
0,1.07,local,0.25,dpr,affine_fit,0.3635267995817315,0.362783416263137,1.0020491105306073
0,1.07,local,0.25,dpr,released,0.4040752874802643,0.3952817461301502,1.0222462621565598
0,1.07,local,0.25,dpr,tail_linear,0.3901357821562051,0.38317501691049866,1.0181660205872252
0,1.07,local,0.25,dpr,block_split,0.4262355715749924,0.4114101795444095,1.0360355498422533
0,1.07,local,0.25,top,affine_fit,2.3876897893890803,0.4784946686799972,4.990002910535865
0,1.07,local,0.25,top,released,2.4602036232247544,0.536669587669207,4.584205402638126
0,1.07,local,0.25,top,tail_linear,2.4602036232247544,0.5145028255736274,4.781710616422435
0,1.07,local,0.25,top,block_split,2.4602036232247544,0.5748801895692839,4.2795067004622425
0,1.07,local,0.375,paper,affine_fit,0.6993026007709824,0.5746508722045093,1.2169173224923107
0,1.07,local,0.375,paper,released,0.6817711625916881,0.6643936664067407,1.0261554211961872
0,1.07,local,0.375,paper,tail_linear,0.6796550867108895,0.6293049655308738,1.0800090956497395
0,1.07,local,0.375,paper,block_split,0.6867324406398038,0.7119632067825761,0.9645616993934387
0,1.07,local,0.375,dpr,affine_fit,0.5232884277442564,0.5164188710878836,1.0133022959480575
0,1.07,local,0.375,dpr,released,0.6061483358471594,0.579792675243382,1.0454570430589074
0,1.07,local,0.375,dpr,tail_linear,0.5736093329588122,0.555995494026531,1.0316798231667696
0,1.07,local,0.375,dpr,block_split,0.6485133881295199,0.6243602896429737,1.0386845526328357
0,1.07,local,0.375,top,affine_fit,2.9654850784900795,0.6495299544236818,4.565586326378604
0,1.07,local,0.375,top,released,3.000831393184495,0.7709854406348351,3.892202413982796
0,1.07,local,0.375,top,tail_linear,3.000831393184495,0.7206794946271045,4.163891737667924
0,1.07,local,0.375,top,block_split,3.000831393184495,0.8015387346703029,3.7438382742897978
0,1.07,local,0.5,paper,affine_fit,0.9135793134571608,0.7207202195432719,1.267592178884763
0,1.07,local,0.5,paper,released,0.9005114572358678,0.8586003231653099,1.048813322030964
0,1.07,local,0.5,paper,tail_linear,0.8928797081575773,0.8004833976085107,1.1154256425868492
0,1.07,local,0.5,paper,block_split,0.9052200405641763,0.8872320826530263,1.0202742419518485
0,1.07,local,0.5,dpr,affine_fit,0.6720491700926111,0.669837753132421,1.0033014217993068
0,1.07,local,0.5,dpr,released,0.8178555615733283,0.7983522315572615,1.0244294801782212
0,1.07,local,0.5,dpr,tail_linear,0.7558649451964878,0.7448085738193471,1.01484458123306
0,1.07,local,0.5,dpr,block_split,0.8367027005784309,0.8227311711560708,1.01698188899629
