method,method_label,score_kind,budget_index,budget_fraction,cases,actual_total_ms,legacy_total_ms,score_median_ms,selector_median_ms,selector_total_ms,read_wall_median_ms,io_median_ms,upload_median_ms,gather_median_ms,gemm_median_ms,relative_l2_error,cosine_error,selected_fraction,chunks,row_match_rate,fallback_rate
paper,Paper |x|,abs,9,0.55,189,0.9272565610838233,0.8965700847814556,0.030686476302367618,0.3200088253968254,0.35069530169919305,0.4990965396825397,0.1461469074074074,0.3080700132275132,0.015694899474659876,0.061769820227430564,0.3797867046127086,0.09170664271349625,0.5481933323568662,16.523809523809526,0.6666666666666666,0.0
paper,Paper |x|,abs,10,0.6,189,0.9704823092762476,0.9397958329738797,0.030686476302367618,0.32300212433862435,0.35368860064099195,0.5325698783068783,0.15442907407407408,0.33403603174603175,0.01627106877369062,0.06795276155468644,0.35405972432936467,0.08016858182886916,0.5964945783187677,17.33862433862434,0.5238095238095238,0.0
paper,Paper |x|,abs,11,0.65,189,1.0257261645439641,0.9950396882415966,0.030686476302367618,0.3239480317460317,0.35463450804839936,0.582863761904762,0.1737440661375661,0.3637346693121693,0.016202497320673408,0.07202539727012942,0.32309302589585065,0.06667145377113701,0.6488053471238974,18.232804232804234,0.5714285714285714,0.0
paper,Paper |x|,abs,12,0.7,189,1.0723705616363606,1.0416840853339928,0.030686476302367618,0.3277799312169312,0.35846640751929887,0.624312619047619,0.18787933597883597,0.39055479100529095,0.01643428574537942,0.0731572493240631,0.29393247371569037,0.05547841074605463,0.6971577686098364,19.206349206349206,0.6666666666666666,0.0
paper,Paper |x|,abs,13,0.75,189,1.1312144838451084,1.1005280075427406,0.030686476302367618,0.33778703968253965,0.3684735159849073,0.6758056031746031,0.20972994708994708,0.4180577169312169,0.01696694172209212,0.06996842296350565,0.2566237630046628,0.04305875995171759,0.75,19.634920634920636,1.0,0.0
paper,Paper |x|,abs,14,0.8,189,1.1902288994583914,1.1595424231560236,0.030686476302367618,0.35245319047619045,0.38313966677855815,0.7097332116402116,0.2206698835978836,0.4413693201058201,0.016764613784967856,0.08059140725465358,0.22390351092033872,0.03315782893902405,0.7982129125573674,19.56084656084656,0.6666666666666666,0.0
paper,Paper |x|,abs,15,0.85,189,1.2470963201523921,1.2164098438500244,0.030686476302367618,0.36358397354497357,0.3942704498473412,0.7438763677248678,0.2278851216931217,0.46903124074074076,0.016843174594065133,0.09210632798611797,0.19278671604053918,0.025191915098321457,0.8465141585192689,18.55026455026455,0.5714285714285714,0.0
paper,Paper |x|,abs,16,0.9,189,1.3140904895996364,1.2834040132972686,0.030686476302367618,0.3730385105820106,0.40372498688437825,0.7964101164021165,0.2519882804232804,0.4953580608465608,0.016913608470488114,0.09704177784265346,0.15045846994256687,0.015252984705425398,0.898766186722895,17.158730158730158,0.5238095238095238,0.0
paper,Paper |x|,abs,17,0.95,189,1.3599639659422877,1.3292774896399202,0.030686476302367618,0.3865161084656084,0.4172025847679761,0.832723201058201,0.2588727169312169,0.5239275238095238,0.01766569304856511,0.0923724870675455,0.10230774379356282,0.007261822778711831,0.9471773488103374,14.582010582010582,0.6666666666666666,0.0
wcell1,WCell-1 X²·W²,weighted,0,0.1,189,0.35610642328506487,0.3194511851601632,0.03665523812490161,0.09234815079365079,0.1290033889185524,0.18511090740740738,0.07471504761904761,0.06979903703703702,0.015215238053647252,0.026776888905457662,0.7729973368464954,0.3902750961364262,0.10014984574870615,2.8253968253968256,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,1,0.15,189,0.38699379654791394,0.3503385584230123,0.03665523812490161,0.09362872751322751,0.13028396563812913,0.20948680423280422,0.07561257936507935,0.09363460317460316,0.01509739682275462,0.03212562985422587,0.7140571981195419,0.3194929159507549,0.1498501542512938,3.798941798941799,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,2,0.2,189,0.42373373024885896,0.38707849212395734,0.03665523812490161,0.09468924867724868,0.1313444868021503,0.24054873544973543,0.08002747089947088,0.12123073280423279,0.015410624311438578,0.03642988368553455,0.6734510750642845,0.2807731029217836,0.19999060404664257,4.624338624338624,1.0,0.0
