method,method_label,score_kind,budget_index,budget_fraction,dense_to_sparse_kl_mean,top1_agreement_mean,nll_delta_mean,selected_fraction_mean,fallback_calls,actual_total_ms
paper,Paper |x|,abs,14,0.8,4.588180859883626,0.19163215812295673,3.65949018796285,0.7982129125573675,0,1.1902288994583914
paper,Paper |x|,abs,15,0.85,2.9082143041822643,0.3195876632299688,2.06764288743337,0.8465141585192689,0,1.2470963201523921
paper,Paper |x|,abs,16,0.9,2.117678185304006,0.4349854124916924,1.4589480426576402,0.8987661867228951,0,1.3140904895996364
paper,Paper |x|,abs,17,0.95,1.0912665377060573,0.5875511831707425,0.6467394696341621,0.9471773488103374,0,1.3599639659422877
wcell1,WCell-1 X²·W²,weighted,0,0.1,12.737316555447048,0.002849002886149611,11.690658887227377,0.10014984574870617,0,0.35610642328506487
wcell1,WCell-1 X²·W²,weighted,1,0.15,12.703235626220703,0.0026455026947789667,11.43051486545139,0.14985015425129372,0,0.38699379654791394
wcell1,WCell-1 X²·W²,weighted,2,0.2,13.370775434705946,0.002849002886149611,12.169386863708496,0.19999060404664257,0,0.42373373024885896
wcell1,WCell-1 X²·W²,weighted,3,0.25,12.245362599690756,0.0026455026947789667,10.96317752202352,0.25,0,0.4525344311694124
wcell1,WCell-1 X²·W²,weighted,4,0.3,13.291563457912869,0.005567991743899033,11.790740119086372,0.30000939595335735,0,0.4946578495080796
wcell1,WCell-1 X²·W²,weighted,5,0.35,12.009725093841553,0.004507699981331811,10.743453131781685,0.3501498457487061,0,0.5390789469166323
wcell1,WCell-1 X²·W²,weighted,6,0.4,14.530056211683485,0.013616483658552146,13.291997485690647,0.3998501542512938,0,0.5817780133412506
wcell1,WCell-1 X²·W²,weighted,7,0.45,12.133267985449898,0.006992763115300056,10.952937444051107,0.4499906040466426,0,0.617126754043101
wcell1,WCell-1 X²·W²,weighted,8,0.5,11.67445633146498,0.0119539363723662,10.529110272725424,0.5,0,0.6561895369557168
wcell1,WCell-1 X²·W²,weighted,9,0.55,10.707787248823378,0.03240158698625032,9.568021032545301,0.5500093959533574,0,0.7050999817532673
wcell1,WCell-1 X²·W²,weighted,10,0.6,8.995937400394016,0.04257227935724786,8.000975343916151,0.6001498457487062,0,0.7553732831765892
wcell1,WCell-1 X²·W²,weighted,11,0.65,7.916980160607232,0.05859707740859849,6.974741299947103,0.6498501542512938,0,0.8003793147253472
wcell1,WCell-1 X²·W²,weighted,12,0.7,6.888772461149427,0.09563358128070827,5.877859751383464,0.6999906040466426,0,0.8390426880477434
wcell1,WCell-1 X²·W²,weighted,13,0.75,5.571691804462009,0.13329079302234778,4.557307614220513,0.75,0,0.8680561323394193
wcell1,WCell-1 X²·W²,weighted,14,0.8,4.439294947518243,0.20535603589895696,3.469984359211392,0.8000093959533573,0,0.9238499423908235
wcell1,WCell-1 X²·W²,weighted,15,0.85,3.3826513157950506,0.2952215402490563,2.5569790336820812,0.8501498457487061,0,1.0050690027656755
wcell1,WCell-1 X²·W²,weighted,16,0.9,2.4344023333655462,0.3998165594206916,1.692689299583435,0.8998501542512939,0,1.0237729156876676
wcell1,WCell-1 X²·W²,weighted,17,0.95,0.5885870324240791,0.647334506114324,0.2543261183632744,0.9499906040466427,0,1.0304660772845708
