n,trial,spatial_mode,cv,method,control,importance_fraction,latency_ms,rows,chunks
256,1,random,3.3,paper,0.44999999999999996,0.7033322725453419,0.049880782028214055,114,2
256,1,random,3.3,paper,0.49999999999999994,0.7294090713641747,0.052798629213467355,126,2
256,1,random,3.3,paper,0.5499999999999999,0.766127532880266,0.05571647639872066,138,2
256,1,random,3.3,paper,0.6,0.8022202783400724,0.05863432358397397,150,2
256,1,random,3.3,paper,0.65,0.8449770663850169,0.0726327876533811,162,3
256,1,random,3.3,paper,0.7,0.880331980827565,0.07555063483863442,174,3
256,1,random,3.3,paper,0.75,0.9288198791103973,0.0910080225006682,192,4
256,1,random,3.3,paper,0.7999999999999999,0.9296801655656922,0.08284525280176767,204,3
256,1,random,3.3,paper,0.85,0.9618122833946728,0.09684371687117481,216,4
256,1,random,3.3,paper,0.9,0.9730447059122066,0.11084218094058194,228,5
256,1,random,3.3,paper,0.95,0.9820048899634631,0.10267941124168142,240,4
256,1,local,3.3,supported,0.05,0.32520630138319173,0.012053232612571603,4,1
256,1,local,3.3,supported,0.1,0.32520630138319173,0.012053232612571603,4,1
256,1,local,3.3,supported,0.15,0.32520630138319173,0.012053232612571603,4,1
256,1,local,3.3,supported,0.2,0.32520630138319173,0.012053232612571603,4,1
256,1,local,3.3,supported,0.25,0.32520630138319173,0.012053232612571603,4,1
256,1,local,3.3,supported,0.3,0.32520630138319173,0.012053232612571603,4,1
256,1,local,3.3,supported,0.35,0.3885132583045655,0.015214233729929348,17,1
256,1,local,3.3,supported,0.39999999999999997,0.5513923632350598,0.02785823819936033,69,1
256,1,local,3.3,supported,0.44999999999999996,0.5513923632350598,0.02785823819936033,69,1
256,1,local,3.3,supported,0.49999999999999994,0.5513923632350598,0.02785823819936033,69,1
256,1,local,3.3,supported,0.5499999999999999,0.5513923632350598,0.02785823819936033,69,1
256,1,local,3.3,supported,0.6,0.7391721323896953,0.043072471929289674,86,2
256,1,local,3.3,supported,0.65,0.7391721323896953,0.043072471929289674,86,2
256,1,local,3.3,supported,0.7,0.7391721323896953,0.043072471929289674,86,2
256,1,local,3.3,supported,0.75,0.8787440353456906,0.05693091659612527,175,1
