n,trial,spatial_mode,cv,paper_budget_fraction,paper_importance_fraction,paper_latency_ms,supported_importance_fraction,supported_latency_ms,supported_saving_pct,supported_strict_win
256,0,random,3.3,0.05,0.2876837675242137,0.025079080953560973,0.290007255091422,0.014484771933616022,42.24360948298892,True
256,0,random,3.3,0.1,0.3318096489186709,0.027996928138814277,0.5351764029621136,0.033450778637762496,-19.480174653115355,False
256,0,random,3.3,0.15,0.369471771263225,0.030914775324067577,0.5351764029621136,0.033450778637762496,-8.203207971304916,False
256,0,random,3.3,0.2,0.4150419214132206,0.033832622509320884,0.5351764029621136,0.033450778637762496,1.128626287995227,True
256,0,random,3.3,0.25,0.4466838514794804,0.036750469694574184,0.5351764029621136,0.033450778637762496,8.97863642079887,True
256,0,random,3.3,0.3,0.4724764472781543,0.03966831687982749,0.5351764029621136,0.033450778637762496,15.673814094257166,True
256,0,random,3.3,0.35,0.5346737888126818,0.04404508765770745,0.5351764029621136,0.033450778637762496,24.05332713213718,True
256,0,random,3.3,0.39999999999999997,0.5698918875430256,0.04696293484296075,0.6710933309189822,0.0442434551832745,5.7906935943844,True
256,0,random,3.3,0.44999999999999996,0.615892281020511,0.04988078202821405,0.6710933309189822,0.0442434551832745,11.301600768309738,True
256,0,random,3.3,0.49999999999999994,0.6618433827622474,0.06387924609762119,0.6710933309189822,0.0442434551832745,30.738920876334376,True
256,0,random,3.3,0.5499999999999999,0.6820991892187818,0.05571647639872066,0.7335083157686508,0.05009920660459024,10.081882698273803,True
256,0,random,3.3,0.6,0.7280502909605185,0.0697149404681278,0.7335083157686508,0.05009920660459024,28.137058902754795,True
256,0,random,3.3,0.65,0.7600548246424972,0.0726327876533811,0.8402841807157009,0.06181070944722173,14.89971479244966,True
256,0,random,3.3,0.7,0.793669965560938,0.0755506348386344,0.8402841807157009,0.06181070944722173,18.186379797812734,True
256,0,random,3.3,0.75,0.8386671423183565,0.07992740561651436,0.8402841807157009,0.06181070944722173,22.666438413146007,True
256,0,random,3.3,0.7999999999999999,0.8746648659800205,0.07176463591761384,0.8998003492521942,0.0689677389621632,3.8973192292949044,True
256,0,random,3.3,0.85,0.9171358191385395,0.08576309998702097,0.969170835063152,0.0777513660941368,9.341702776714744,True
256,0,random,3.3,0.9,0.9412465416155096,0.08868094717227427,0.969170835063152,0.0777513660941368,12.324610219718723,True
256,0,random,3.3,0.95,0.9775312477171675,0.09159879435752757,0.9974273750028251,0.08230583942182683,10.145280842265858,True
256,0,local,3.3,0.05,0.24775313494990386,0.013998464069407138,0.8635463919394251,0.05425755280609401,-287.59647156341146,False
256,0,local,3.3,0.1,0.3549664417706818,0.027996928138814277,0.8635463919394251,0.05425755280609401,-93.79823578170574,False
256,0,local,3.3,0.15,0.4338142013804349,0.03091477532406758,0.8635463919394251,0.05425755280609401,-75.50686439520638,False
256,0,local,3.3,0.2,0.4886425977460753,0.033832622509320884,0.8635463919394251,0.05425755280609401,-60.3705204677706,False
256,0,local,3.3,0.25,0.5709708600571276,0.047831086578728026,0.8635463919394251,0.05425755280609401,-13.435752116540955,False
256,0,local,3.3,0.3,0.6203121106620711,0.050748933763981326,0.8635463919394251,0.05425755280609401,-6.91368031184707,False
256,0,local,3.3,0.35,0.6517172332680048,0.04404508765770745,0.8635463919394251,0.05425755280609401,-23.18638852021784,False
256,0,local,3.3,0.39999999999999997,0.7040198941982493,0.046962934842960755,0.8635463919394251,0.05425755280609401,-15.532713165234902,False
256,0,local,3.3,0.44999999999999996,0.777960401337163,0.06096139891236789,0.8635463919394251,0.05425755280609401,10.996870521148416,True
256,0,local,3.3,0.49999999999999994,0.8239229209616372,0.052798629213467355,0.8635463919394251,0.05425755280609401,-2.763184602252,False
256,0,local,3.3,0.5499999999999999,0.8754341146859206,0.055716476398720655,0.8840864231720498,0.056202784262929545,-0.8728259495965895,False
256,0,local,3.3,0.6,0.8963202314489992,0.06971494046812779,0.9339792566950568,0.06311198754084744,9.471359916457335,True
256,0,local,3.3,0.65,0.9114074861223038,0.0726327876533811,0.9339792566950568,0.06311198754084744,13.108129840711769,True
256,0,local,3.3,0.7,0.9190454501752141,0.0755506348386344,0.9339792566950568,0.06311198754084744,16.463987793556168,True
256,0,local,3.3,0.75,0.9418621363849452,0.06884678873236053,0.9450641012505299,0.0647385851578796,5.967168040983617,True
256,0,local,3.3,0.7999999999999999,0.9494257662831669,0.08284525280176766,0.9858449242931874,0.07645008800051108,7.719410086850664,True
256,0,local,3.3,0.85,0.9594312376095417,0.0968437168711748,0.9858449242931874,0.07645008800051108,21.058288064048703,True
256,0,local,3.3,0.9,0.9820488051263806,0.07760033028812044,0.9858449242931874,0.07645008800051108,1.4822646802386763,True
256,0,local,3.3,0.95,0.9808576570789482,0.08521335411920164,0.9858449242931874,0.07645008800051108,10.283911728708595,True
256,0,hot-cold,3.3,0.05,0.2966232726831214,0.013998464069407138,0.5401486181201867,0.02275200562516705,-62.532157187803804,False
256,0,hot-cold,3.3,0.1,0.4067750751067272,0.027996928138814277,0.5401486181201867,0.02275200562516705,18.733921406098098,True
256,0,hot-cold,3.3,0.15,0.47101942601210206,0.03091477532406758,0.5401486181201867,0.02275200562516705,26.404104876498014,True
256,0,hot-cold,3.3,0.2,0.5401486181201868,0.02275200562516705,0.5401486181201867,0.02275200562516705,0.0,False
256,0,hot-cold,3.3,0.25,0.6047226689362817,0.036750469694574184,0.6072079450490382,0.025669852810420352,30.150953106838163,True
256,0,hot-cold,3.3,0.3,0.659078060061536,0.03966831687982749,0.7187688913500159,0.03199185504513584,19.351619727015333,True
256,0,hot-cold,3.3,0.35,0.7320075866178387,0.04404508765770745,0.7370261445824811,0.03320762470565805,24.605384001666188,True
256,0,hot-cold,3.3,0.39999999999999997,0.7651933620101005,0.05804355172711459,0.8273370328438695,0.04147485839720908,28.545278221087166,True
256,0,hot-cold,3.3,0.44999999999999996,0.7860478610093586,0.049880782028214055,0.8273370328438695,0.04147485839720908,16.8520285553068,True
256,0,hot-cold,3.3,0.49999999999999994,0.8311954056931444,0.06387924609762119,0.8615078823132803,0.04521941375349379,29.21110295448881,True
256,0,hot-cold,3.3,0.5499999999999999,0.8582469400388846,0.04489409423008736,0.8615078823132803,0.04521941375349379,-0.7246376811594235,False
256,0,hot-cold,3.3,0.6,0.8737558583370597,0.0697149404681278,0.9022484158277031,0.051725804221622394,25.803846529467613,True
256,0,hot-cold,3.3,0.65,0.8921001539995366,0.0726327876533811,0.9022484158277031,0.051725804221622394,28.784498168418406,True
256,0,hot-cold,3.3,0.7,0.9067518733019863,0.07555063483863442,0.9209651615798853,0.055954958025905985,25.937143816967335,True
256,0,hot-cold,3.3,0.75,0.927822763058759,0.07992740561651436,0.9508122326294368,0.06376262658766031,20.22432594198219,True
256,0,hot-cold,3.3,0.7999999999999999,0.9585070880448334,0.06636518277491175,0.9662102699565388,0.06929305848556962,-4.411764705882337,False
256,0,hot-cold,3.3,0.85,0.9628036309559485,0.0860213347025415,0.9662102699565388,0.06929305848556962,19.44665968601583,True
256,0,hot-cold,3.3,0.9,0.9697071058218479,0.0889391818877948,0.9999999999999994,0.08328179799204612,6.3609578766825265,True
256,0,hot-cold,3.3,0.95,0.9652192270608464,0.10267941124168141,0.9662102699565388,0.06929305848556962,32.51513848041916,True
256,1,random,3.3,0.05,0.29568001200856325,0.025079080953560973,0.5387844351324976,0.026399314606733677,-5.2642824337039595,False
