trial,target_cv,spatial_mode,actual_cv,lag1_corr,first_half_mass,quant_build_ms,quant_peak_states
0,1.07,random,1.0700000000000003,-0.011322469476025405,0.5091398777687638,45.227753,1927
0,1.07,local,1.0700000000000003,0.9048461797465867,0.49449344298404113,42.887471,1749
0,1.07,hot-cold,1.0700000000000003,0.33291010309911434,0.7545648027641333,47.780002,2025
0,1.25,random,1.2500000000000002,0.00549216517121178,0.5027490064557105,50.303486,1858
0,1.25,local,1.2500000000000002,0.9131121353304313,0.5101994939884383,32.656004,1894
0,1.25,hot-cold,1.25,0.33059438372233874,0.7856133555423719,43.644825,1988
0,1.44,random,1.4400000000000002,-0.016016314882596454,0.48267481247409183,35.421351,1669
0,1.44,local,1.4400000000000002,0.9246474034215414,0.4665756699699747,31.670232,1734
0,1.44,hot-cold,1.4400000000000002,0.30289402586736525,0.8116211951038503,43.173364,1927
0,2.48,random,2.4800000000000004,-0.007768963905664074,0.49909326360183315,37.966887,1878
0,2.48,local,2.48,0.83835521532441,0.5171005742318677,31.100769,1790
0,2.48,hot-cold,2.4800000000000004,0.19963376882011816,0.8855975915913425,45.261146,1734
0,3.3,random,3.300000000000001,-0.011377639965038303,0.5394725589078847,40.3932,1934
0,3.3,local,3.300000000000001,0.8024772880321627,0.30218279856729025,27.891823,1427
0,3.3,hot-cold,3.300000000000001,0.13219011106631404,0.9076501319351443,44.949372,1574
0,4.55,random,4.55,0.023460028504465366,0.5119760122774434,36.492101,1740
0,4.55,local,4.550000000000001,0.6293844017369588,0.5083286859916945,27.485563,1410
0,4.55,hot-cold,4.550000000000001,0.049930946874046284,0.9224650196418142,44.85707,1646
0,9.19,random,9.19,-0.004494242742014324,0.5701231873781949,30.840382,1386
0,9.19,local,9.19,0.5426422238605674,0.4913236594178045,23.554058,1128
0,9.19,hot-cold,9.19,0.016428043537109797,0.9676876990252345,38.053639,1279
1,1.07,random,1.0700000000000003,0.012054290662461878,0.49381179186587626,36.297378,1857
1,1.07,local,1.0700000000000003,0.9072023087310661,0.5384125810622191,33.310587,1829
1,1.07,hot-cold,1.0700000000000003,0.3641924763370183,0.7585047613803902,43.335477,2026
1,1.25,random,1.25,0.003453640139064536,0.49944805388319446,36.427772,1965
1,1.25,local,1.25,0.9061081198145385,0.5353897558860181,35.596207,2002
1,1.25,hot-cold,1.25,0.35414085173072474,0.7800422910820649,42.290004,1986
1,1.44,random,1.4400000000000004,0.0456547218256296,0.4856301932874362,38.503049,1896
1,1.44,local,1.4400000000000006,0.9010326651523353,0.5071745959952487,33.72954,1925
1,1.44,hot-cold,1.4400000000000004,0.3361939329472951,0.8150275664259267,44.644984,1934
1,2.48,random,2.4799999999999995,-0.003943001929546531,0.4912563659585506,37.060693,1796
1,2.48,local,2.4799999999999995,0.889023031651523,0.47902599043052463,30.926993,1646
1,2.48,hot-cold,2.4799999999999995,0.16029940026474437,0.880467838374089,45.89491,1805
1,3.3,random,3.3000000000000003,0.049503888896219955,0.5325835982023295,39.877016,1733
1,3.3,local,3.3000000000000003,0.6783561961810288,0.5926645539989808,32.037087,1660
1,3.3,hot-cold,3.3,0.09715097418542461,0.887122511122826,44.245918,1678
1,4.55,random,4.550000000000002,-0.010467639341091475,0.4993305462691306,36.984621,1624
1,4.55,local,4.550000000000002,0.8882233590814286,0.346919379545248,25.529509,1203
1,4.55,hot-cold,4.550000000000002,0.050120810252793,0.926296049227703,43.856271,1616
1,9.19,random,9.19,0.010172303725060753,0.44375274208530135,27.234825,1243
1,9.19,local,9.19,0.749720553960284,0.7431227614742096,19.7976,848
1,9.19,hot-cold,9.190000000000001,0.14590489755792477,0.9944964723303991,31.915581,1022
2,1.07,random,1.07,-0.008017420328311719,0.4871631329470511,35.989863,1634
2,1.07,local,1.07,0.908293930953319,0.5113048957255183,34.929221,1940
2,1.07,hot-cold,1.07,0.3590705551727099,0.7605171546875115,43.018976,2026
2,1.25,random,1.2500000000000002,-0.01521625746440137,0.49796320528127036,35.460154,1943
2,1.25,local,1.2500000000000002,0.890364372990507,0.4824011347878479,33.672393,1784
2,1.25,hot-cold,1.2500000000000002,0.32749787522580887,0.7790812248276838,42.819754,1994
2,1.44,random,1.44,0.006990198178886302,0.48231427704714047,36.685633,1852
2,1.44,local,1.44,0.8807435408409647,0.49319062573769745,32.412749,1864
2,1.44,hot-cold,1.44,0.27326752585100644,0.7970506427506239,43.919739,1986
2,2.48,random,2.48,-0.012095768373776372,0.4915024019539028,39.213876,1813
2,2.48,local,2.4799999999999995,0.831112057349912,0.5354788113780663,32.376582,1595
2,2.48,hot-cold,2.48,0.24816037659907997,0.8748682251500975,45.934263,1721
2,3.3,random,3.3000000000000007,-0.0005483828138339633,0.5197532149363288,40.219555,1817
2,3.3,local,3.3000000000000007,0.6582991076735929,0.546175431424958,29.363182,1518
2,3.3,hot-cold,3.3000000000000016,0.11452478014621727,0.89091615440441,45.776258,1657
2,4.55,random,4.549999999999999,-0.0059265049581379275,0.5113235661839524,36.976507,1633
2,4.55,local,4.55,0.8001288639336597,0.6055923817269289,28.336373,1242
2,4.55,hot-cold,4.549999999999999,0.08037379864863749,0.9397037760407081,45.324333,1676
2,9.19,random,9.190000000000005,0.002425310514241404,0.5836975628281236,33.168291,1392
2,9.19,local,9.190000000000005,0.49170306402718894,0.3364192644989594,19.645315,907
2,9.19,hot-cold,9.190000000000005,0.07556462936825845,0.9737921239788633,36.772385,1213
3,1.07,random,1.07,0.0012229965425946466,0.5017500558322063,36.987727,1807
3,1.07,local,1.07,0.9268379565736735,0.5048146381843459,34.388751,1976
3,1.07,hot-cold,1.07,0.3569289609024739,0.7589057852248927,42.269375,2034
3,1.25,random,1.2500000000000002,0.01740497863285085,0.49564365892885054,35.499286,1649
3,1.25,local,1.25,0.9145050191573786,0.4824930215119451,33.683413,1943
3,1.25,hot-cold,1.25,0.3420480651722012,0.7840100370923851,43.783635,1975
3,1.44,random,1.4400000000000002,-0.004011673987819521,0.5087005934785113,42.177494,1796
3,1.44,local,1.4400000000000002,0.9436588470235405,0.5669270734720087,34.410602,1789
3,1.44,hot-cold,1.4400000000000002,0.35367668582704964,0.8159367360601983,44.987904,1987
3,2.48,random,2.480000000000001,0.006279656499955186,0.5070551617794844,38.246219,1887
3,2.48,local,2.480000000000001,0.6546673602123129,0.39792372315488966,30.243717,1679
3,2.48,hot-cold,2.480000000000001,0.13910859984016402,0.8615202718758418,45.792909,1787
3,3.3,random,3.300000000000001,0.047701077573283145,0.4922638887111654,35.849751,1841
3,3.3,local,3.3000000000000003,0.6171995534432583,0.428810373072554,30.012946,1630
3,3.3,hot-cold,3.3000000000000003,0.10151772939917544,0.8966777689883848,49.407302,1713
3,4.55,random,4.55,-0.005926112532516156,0.4961338463948972,37.602837,1611
3,4.55,local,4.550000000000002,0.8512062979405899,0.34987905008770503,24.571008,1338
3,4.55,hot-cold,4.55,0.08524358284434472,0.9441843045993825,43.705168,1437
3,9.19,random,9.19,0.0014758754217986108,0.557183234532391,30.623787,1355
3,9.19,local,9.19,0.7341432921200038,0.43761600682518087,21.908033,914
3,9.19,hot-cold,9.190000000000001,0.017831461317956678,0.9774496084215432,35.645039,1210
4,1.07,random,1.0700000000000003,0.000628106147413102,0.4897281290298233,34.951072,1668
4,1.07,local,1.07,0.8217938550419192,0.48581387241436236,33.51554,1845
4,1.07,hot-cold,1.0700000000000003,0.3335640220544319,0.7509144398106166,40.774693,2007
4,1.25,random,1.2500000000000002,-0.029294749158819505,0.5077136409306341,36.587459,1915
4,1.25,local,1.25,0.8036863968670618,0.45548257129439573,31.538988,1836
4,1.25,hot-cold,1.2500000000000002,0.2976007193471739,0.7700279168115538,41.127942,1971
4,1.44,random,1.4400000000000002,0.01111199244183362,0.49201020113924904,35.506339,1683
4,1.44,local,1.4400000000000002,0.8886096450824005,0.39140556127450205,31.747807,1888
4,1.44,hot-cold,1.4400000000000002,0.2821678617187837,0.8037344282199264,44.784004,1962
4,2.48,random,2.48,-0.0030970961408907775,0.5180583435300055,40.925144,1821
4,2.48,local,2.48,0.8337830388106816,0.5404747843442924,32.259673,1705
4,2.48,hot-cold,2.48,0.1842527674056763,0.8926984475149885,46.353266,1764
4,3.3,random,3.3000000000000003,-0.006609783492860862,0.4873279039959573,38.915098,1810
4,3.3,local,3.3000000000000007,0.706018903748963,0.4688499680401113,29.493515,1619
4,3.3,hot-cold,3.3000000000000007,0.10796446893517461,0.9032618217913189,46.738325,1717
4,4.55,random,4.55,0.010210831550438998,0.5189670608048957,35.952473,1685
4,4.55,local,4.549999999999998,0.575166787175495,0.5495871580191932,29.561512,1548
4,4.55,hot-cold,4.55,0.06038040986126305,0.9038587213082162,44.469076,1682
4,9.19,random,9.190000000000005,-0.002878538716703255,0.456072708598858,34.401966,1623
4,9.19,local,9.190000000000005,0.43512578932744267,0.6710875805408695,24.449671,1161
4,9.19,hot-cold,9.190000000000005,0.030272284268996565,0.9574161070181617,39.1353,1295
5,1.07,random,1.0700000000000005,0.021605748164387224,0.49886140149543123,35.414117,1713
5,1.07,local,1.0700000000000003,0.93286051221059,0.5194979181079799,35.091955,1933
5,1.07,hot-cold,1.0700000000000003,0.37016873151843654,0.7592532238439125,41.990545,2009
5,1.25,random,1.2499999999999998,0.00515445570879526,0.504925046811473,38.562619,1689
5,1.25,local,1.25,0.8653272828154366,0.38808876872361575,30.536344,1652
5,1.25,hot-cold,1.2499999999999998,0.331853445569241,0.7810917645603055,41.957974,1997
5,1.44,random,1.4400000000000002,-0.0018375342880849472,0.5026920734228337,37.183292,1878
5,1.44,local,1.4400000000000002,0.942337059155043,0.5415925979834526,32.226511,1718
5,1.44,hot-cold,1.4400000000000002,0.3187002742197352,0.8094884757561381,44.830611,1926
