trial,target_cv,spatial_mode,coverage_target,target_importance,single_importance,single_overshoot,single_rows,single_chunks,single_aff_ms,single_runtime_ms,quant_importance,quant_overshoot,quant_rows,quant_chunks,quant_aff_ms,quant_solve_ms,single_extra_vs_quant_pct,quant_beats_single,quant_build_ms,quant_single_query_ms,quant_amortized_ms,quant_full_mask
0,3.3,random,0.99,0.99,0.9900275825070428,2.7582507042822613e-05,4784,1,1.1815130427130658,0.602095,0.9902496968194473,0.00024969681944730926,4737,2,1.1810143316680706,1.270765,0.04222734912038284,True,40.3932,41.663965,4.155993571428571,False
0,3.3,local,0.1,0.1,0.10152167747558165,0.0015216774755816426,11,1,0.013692280823762316,1.376251,0.10152167747558165,0.0015216774755816426,11,1,0.013692280823762316,1.571526,0.0,False,27.891823,29.463348999999997,3.563799071428571,False
0,3.3,local,0.3,0.3,0.3004990033350091,0.0004990033350091294,496,1,0.13235833351940704,1.221943,0.30004814495546184,4.814495546184849e-05,136,3,0.0662780866520115,1.261617,99.70150045873427,True,27.891823,29.15344,3.2538900714285712,False
0,3.3,local,0.5,0.5,0.5004155071258631,0.0004155071258631349,1248,1,0.3163518832660561,1.073916,0.500290320274617,0.00029032027461695087,323,9,0.17803711670009675,1.371392,77.68872532290578,True,27.891823,29.263215,3.363665071428571,False
0,3.3,local,0.7,0.7,0.700045778278365,4.577827836504955e-05,2549,1,0.6346705112187031,0.977436,0.700566822928962,0.0005668229289620408,991,14,0.3964826245352593,1.33217,60.075239605427335,True,27.891823,29.223993,3.324443071428571,False
0,3.3,local,0.9,0.9,0.9002998970001398,0.0002998970001397705,3993,1,0.9879772742960453,0.732769,0.9005757818883284,0.0005757818883284083,2811,12,0.8197843908575854,1.390879,20.51672187396878,True,27.891823,29.282702,3.3831520714285714,False
0,3.3,local,0.95,0.95,0.9500089648906023,8.964890602314313e-06,4470,1,1.104685948802896,0.661055,1.0,0.050000000000000044,4864,1,1.2010868246010074,0.172492,-8.026137147090518,False,27.891823,28.064314999999997,2.164765071428571,True
0,3.3,local,0.99,0.99,0.9904910135136612,0.0004910135136612093,4752,1,1.1736835299578894,0.609368,1.0,0.010000000000000009,4864,1,1.2010868246010074,0.16633,-2.281541524046038,False,27.891823,28.058152999999997,2.1586030714285713,True
0,3.3,hot-cold,0.1,0.1,0.10147737414434772,0.0014773741443477179,89,1,0.03277671816450518,1.135171,0.10147737414434772,0.0014773741443477179,89,1,0.03277671816450518,1.622291,0.0,False,44.949372,46.571662999999994,4.832960428571428,False
0,3.3,hot-cold,0.3,0.3,0.3004778622924767,0.0004778622924767051,323,1,0.09003003018673376,0.963781,0.3023800174664309,0.002380017466430906,326,1,0.09076404700753156,1.569292,-0.8087087839272811,False,44.949372,46.518663999999994,4.779961428571428,False
0,3.3,hot-cold,0.5,0.5,0.5003647137994018,0.000364713799401839,668,1,0.17444196457848105,0.90984,0.5003647137994018,0.000364713799401839,668,1,0.17444196457848105,1.749879,0.0,False,44.949372,46.699251,4.960548428571428,False
0,3.3,hot-cold,0.7,0.7,0.7016291185694649,0.0016291185694649046,1149,1,0.29212932817972864,0.817838,0.7016291185694649,0.0016291185694649046,1149,1,0.29212932817972864,1.629113,0.0,False,44.949372,46.57848499999999,4.839782428571429,False
0,3.3,hot-cold,0.9,0.9,0.9002055013317419,0.00020550133174190854,2348,1,0.5854913842252504,0.715106,0.900507627720921,0.0005076277209209445,2349,1,0.5857360564988496,1.479625,-0.041771762363707055,False,44.949372,46.428996999999995,4.690294428571429,False
0,3.3,hot-cold,0.95,0.95,0.9500867061747814,8.670617478145903e-05,3038,1,0.7543152530087449,0.681103,0.9502168130870121,0.00021681308701215762,3044,1,0.7557832866503406,1.237422,-0.19424002455810108,False,44.949372,46.186794,4.448091428571429,False
0,3.3,hot-cold,0.99,0.99,0.9900058518709011,5.851870901074641e-06,4208,1,1.0405818131198878,0.620219,1.0,0.010000000000000009,4864,1,1.2010868246010074,0.194624,-13.363314640841073,False,44.949372,45.143995999999994,3.4052934285714285,True
0,4.55,random,0.1,0.1,0.10234491491126457,0.0023449149112645673,178,1,0.05455255051483998,1.368026,0.10032364896969029,0.00032364896969028223,31,3,0.04058749792408842,1.626188,34.40727639055423,True,36.492101,38.118289,4.232766642857143,False
