method,method_label,score_kind,budget_index,budget_fraction,cases,actual_total_ms,legacy_total_ms,score_median_ms,selector_median_ms,selector_total_ms,read_wall_median_ms,io_median_ms,upload_median_ms,gather_median_ms,gemm_median_ms,relative_l2_error,cosine_error,selected_fraction,chunks,row_match_rate,fallback_rate
cell1_abs,Cell-1 |x|,abs,0,0.1,63,0.31738386518255013,0.2875603730640231,0.029823492118526966,0.09006153968253967,0.11988503180106666,0.15909324603174604,0.06819129365079364,0.05054909523809523,0.015468190498058714,0.02293739685167863,0.7380762559080881,0.3785135727080088,0.10037090494092368,1.8571428571428572,1.0,0.0
cell1_abs,Cell-1 |x|,abs,1,0.15,63,0.33777956354323546,0.30795607142470843,0.029823492118526966,0.09142220634920634,0.12124569846773332,0.17392611904761904,0.06853076984126982,0.06554526190476188,0.015611936471291906,0.026995809556591092,0.6819199419447354,0.3151308913079519,0.14962909505907623,2.619047619047619,1.0,0.0
cell1_abs,Cell-1 |x|,abs,2,0.2,63,0.3862441987448618,0.3564207066263348,0.029823492118526966,0.09709496825396825,0.12691846037249524,0.21141208730158728,0.0816750714285714,0.0846432857142857,0.015706412715926005,0.03220723835485318,0.6461805510260756,0.27837050055700635,0.19981454752953812,3.0634920634920637,1.0,0.0
cell1_abs,Cell-1 |x|,abs,3,0.25,63,0.3914716666325056,0.36164817451397857,0.029823492118526966,0.09553439682539683,0.1253578889439238,0.2205158095238095,0.0821387857142857,0.099148746031746,0.01562006350251886,0.02997790466225331,0.6157034822695312,0.2473163226294139,0.25,3.634920634920635,1.0,0.0
cell1_abs,Cell-1 |x|,abs,4,0.3,63,0.4346326196048714,0.40480912748634434,0.029823492118526966,0.10349566666666665,0.13331915878519363,0.24623942857142855,0.08852095238095238,0.11653585714285712,0.015585015867910638,0.0394890163803384,0.5873535977351287,0.22379908391407555,0.30018545247046186,4.238095238095238,1.0,0.0
cell1_abs,Cell-1 |x|,abs,5,0.35,63,0.433316801580448,0.40349330946192097,0.029823492118526966,0.0934888095238095,0.12331230164233649,0.25955523015873017,0.0890220238095238,0.13265149999999998,0.015245206387979599,0.03520406339140161,0.5549717688312134,0.1993540459209018,0.35037090494092366,4.603174603174603,1.0,0.0
cell1_abs,Cell-1 |x|,abs,6,0.4,63,0.46272434959291464,0.4329008574743876,0.029823492118526966,0.09548691269841268,0.12531040481693967,0.28447070634920635,0.09679022222222221,0.14906809523809522,0.015273650842053503,0.03766958758471499,0.5273975015337032,0.18051646910016497,0.39962909505907623,4.761904761904762,1.0,0.0
cell1_abs,Cell-1 |x|,abs,7,0.45,63,0.5016226511468262,0.4717991590282993,0.029823492118526966,0.09641365873015871,0.1262371508486857,0.30981191269841274,0.10238979365079363,0.16725373015873016,0.015447365120053246,0.0501262224796745,0.4965876059843198,0.15829962775820774,0.4498145475295381,4.968253968253968,1.0,0.0
cell1_abs,Cell-1 |x|,abs,8,0.5,63,0.515753539349082,0.4859300472305549,0.029823492118526966,0.0975658095238095,0.1273893016423365,0.3329082380952381,0.10811971428571428,0.1851047063492063,0.016005079261958554,0.039450920349548675,0.46741302125155926,0.14014504826258092,0.5,5.126984126984127,1.0,0.0
cell1_abs,Cell-1 |x|,abs,9,0.55,63,0.5578929604170342,0.5280694682985071,0.029823492118526966,0.09565318253968252,0.12547667465820952,0.3608343174603174,0.1148518492063492,0.20619437301587298,0.015844063478566307,0.05573790481994072,0.4345925336053211,0.11965651644600758,0.5501854524704618,5.158730158730159,1.0,0.0
cell1_abs,Cell-1 |x|,abs,10,0.6,63,0.5847338653208538,0.5549103732023267,0.029823492118526966,0.09766235714285713,0.12748584926138412,0.3941876984126984,0.1263117222222222,0.2263846984126984,0.015705904745984604,0.04735441290078649,0.40378030707379653,0.10340823729832964,0.6003709049409237,4.904761904761905,1.0,0.0
cell1_abs,Cell-1 |x|,abs,11,0.65,63,0.6332865718345367,0.6034630797160097,0.029823492118526966,0.0971396349206349,0.1269631270391619,0.43915290476190477,0.1447837380952381,0.24752591269841268,0.016042666701925133,0.05112787333154485,0.3725433891846074,0.08804654885852144,0.6496290950590763,4.380952380952381,1.0,0.0
cell1_abs,Cell-1 |x|,abs,12,0.7,63,0.6715569846194509,0.6417334925009239,0.029823492118526966,0.09688701587301585,0.12671050799154285,0.4643639365079365,0.1484117222222222,0.2673978253968254,0.016006603186565688,0.06447593693340577,0.33433850382321645,0.07111822234259707,0.6998145475295382,4.0,1.0,0.0
cell1_abs,Cell-1 |x|,abs,13,0.75,63,0.6710910954170255,0.6412676032984985,0.029823492118526966,0.09688631746031745,0.12670980957884442,0.476898873015873,0.1516401349206349,0.2802289365079365,0.018042412586510133,0.04944000023579782,0.30115638671088074,0.058634665277269106,0.75,3.888888888888889,1.0,0.0
cell1_abs,Cell-1 |x|,abs,14,0.8,63,0.7057664688899593,0.6759429767714322,0.029823492118526966,0.10035976190476188,0.13018325402328887,0.49083400793650794,0.15131974603174603,0.29583997619047614,0.01647949215793416,0.06826971477222817,0.27010266893794604,0.04699480344378754,0.8001854524704618,3.4126984126984126,1.0,0.0
