method,method_label,score_kind,budget_index,budget_fraction,dense_to_sparse_kl_mean,top1_agreement_mean,nll_delta_mean,selected_fraction_mean,fallback_calls,actual_total_ms
wcell1,WCell-1 X²·W²,weighted,7,0.45,14.747709274291992,0.0,13.493704477945963,0.4498145475295381,0,0.5022436191202988
wcell1,WCell-1 X²·W²,weighted,8,0.5,13.60901133219401,0.016483516742785736,12.342829704284668,0.5,0,0.5377359044375222
wcell1,WCell-1 X²·W²,weighted,9,0.55,12.41411558787028,0.024725275735060365,10.986428260803223,0.550185452470462,0,0.565355222125884
wcell1,WCell-1 X²·W²,weighted,10,0.6,11.42087173461914,0.008547008658448834,10.043476422627768,0.6003709049409238,0,0.5910931191000739
wcell1,WCell-1 X²·W²,weighted,11,0.65,10.826088269551596,0.008547008658448834,9.519933859507242,0.6496290950590762,0,0.6255460396874367
wcell1,WCell-1 X²·W²,weighted,12,0.7,9.938949584960938,0.012820513298114134,8.528197129567465,0.6998145475295381,0,0.672752515716669
wcell1,WCell-1 X²·W²,weighted,13,0.75,7.769031842549642,0.016178266766170634,6.232435862223308,0.75,0,0.6723176665535976
wcell1,WCell-1 X²·W²,weighted,14,0.8,7.121843496958415,0.030067156068980666,5.717604955037435,0.8001854524704616,0,0.7138857303512021
wcell1,WCell-1 X²·W²,weighted,15,0.85,6.1321187019348145,0.06866436079144474,4.878045082092285,0.8503709049409238,0,0.7349604680078985
wcell1,WCell-1 X²·W²,weighted,16,0.9,5.153394858042399,0.0713268220424652,3.8199758529663086,0.8996290950590762,0,0.7490340156868148
wcell1,WCell-1 X²·W²,weighted,17,0.95,0.833470344543457,0.5493996838728586,0.38576173782348633,0.9498145475295384,0,0.7787966746559511
