method,score_median_ms,selector_median_ms,read_wall_median_ms,gather_median_ms,gemm_median_ms,order
paper,0.029823492118526966,0.24869767969360293,0.4127228399514735,0.016262470171181945,0.050833004181046,0
cell1_abs,0.029823492118526966,0.09682748267315318,0.4383523073311372,0.01619947636457404,0.05570402439887889,1
cell1_x2,0.031448888695902254,0.09761876085355539,0.4353076507345029,0.016214082419394878,0.05560769866868113,2
wcell1,0.0351156823869262,0.09479478659779614,0.4394507115649092,0.016012514167419417,0.0554590561062412,3
