kl_ceiling,method,method_label,feasible,actual_total_ms,achieved_kl,budget_fraction
12.0,paper,Paper |x|,True,0.49437357913482755,9.566867669423422,0.15
12.0,cell1_abs,Cell-1 |x|,True,0.515753539349082,11.87932014465332,0.5
12.0,cell1_x2,Cell-1 X²,True,0.3425322936217747,10.376606305440268,0.15
12.0,wcell1,WCell-1 X²·W²,True,0.5910931191000739,11.42087173461914,0.6
10.0,paper,Paper |x|,True,0.49437357913482755,9.566867669423422,0.15
10.0,cell1_abs,Cell-1 |x|,True,0.6710910954170255,9.816039403279623,0.75
10.0,cell1_x2,Cell-1 X²,True,0.6581800157101145,9.463168462117514,0.75
10.0,wcell1,WCell-1 X²·W²,True,0.6723176665535976,7.769031842549642,0.75
8.0,paper,Paper |x|,True,0.8241171348742927,6.747627894083659,0.75
8.0,cell1_abs,Cell-1 |x|,True,0.7057664688899593,7.375723838806152,0.8
8.0,cell1_x2,Cell-1 X²,True,0.7267313806316522,7.020316123962402,0.85
8.0,wcell1,WCell-1 X²·W²,True,0.6723176665535976,7.769031842549642,0.75
6.0,paper,Paper |x|,True,0.8748529358658232,5.293593009312947,0.85
6.0,cell1_abs,Cell-1 |x|,True,0.7399714684742377,5.744589010874431,0.9
6.0,cell1_x2,Cell-1 X²,True,0.7409707065073876,5.6528472900390625,0.9
6.0,wcell1,WCell-1 X²·W²,True,0.7490340156868148,5.153394858042399,0.9
4.0,paper,Paper |x|,True,0.9659475714950447,2.572913328806559,0.95
4.0,cell1_abs,Cell-1 |x|,True,0.7803300401672427,0.8004399140675863,0.95
4.0,cell1_x2,Cell-1 X²,True,0.7918718096077404,0.7976552645365397,0.95
4.0,wcell1,WCell-1 X²·W²,True,0.7787966746559511,0.833470344543457,0.95
2.0,paper,Paper |x|,False,,,
2.0,cell1_abs,Cell-1 |x|,True,0.7803300401672427,0.8004399140675863,0.95
2.0,cell1_x2,Cell-1 X²,True,0.7918718096077404,0.7976552645365397,0.95
2.0,wcell1,WCell-1 X²·W²,True,0.7787966746559511,0.833470344543457,0.95
1.0,paper,Paper |x|,False,,,
1.0,cell1_abs,Cell-1 |x|,True,0.7803300401672427,0.8004399140675863,0.95
1.0,cell1_x2,Cell-1 X²,True,0.7918718096077404,0.7976552645365397,0.95
1.0,wcell1,WCell-1 X²·W²,True,0.7787966746559511,0.833470344543457,0.95
