error_ceiling,paper_total_ms,paper_gain_vs_paper_pct,paper_s_total_ms,paper_s_gain_vs_paper_pct,c1_l1_total_ms,c1_l1_gain_vs_paper_pct
0.5,0.7669856332056685,0.0,0.6837626755395588,10.85065404918651,0.5996718852280808,21.814456586140803
0.45,0.8309838566987847,0.0,0.7678705807641286,7.595006259854867,0.6433894881981904,22.57497146164099
0.42,0.8664342483893519,0.0,0.8195310842477224,5.41335528100599,0.6936447118061604,19.94260232722756
0.4,0.895050591328511,0.0,0.8644009622752445,3.4243459923057076,0.7216415383638891,19.37421802126662
0.35,0.9747984341998895,0.0,0.9148604672646677,6.148754945879517,0.7889551039137457,19.064795732738663
0.3,1.05724966878065,0.0,,,0.8410854378244506,20.44590197937887
0.25,1.134101921123944,0.0,,,0.9086234809040876,19.881673421062324
0.2,1.2227877693198974,0.0,,,0.9769361924510324,20.105825641812338
0.15,1.2986084120612054,0.0,,,1.0171151871133048,21.676528685125547
