trace_id,input_index,prompt_sha256,num_tokens,module,module_call_index,activation_cv,shape,shape_index,n,d,row_size_kib,paper_start_kib,paper_jump_kib,budget_index,row_budget_fraction,row_budget,target_importance,track,method,method_label,importance,rows,chunks,two_line_ms,lookup_ms,importance_delta_vs_target,rows_delta_vs_paper,coverage_met,valid,runtime_median_ms,runtime_p95_ms,deadline_met,valid_and_deadline_met,deterministic,scalarized_calls,bracket_converged,trim_deletions,trim_two_line_saving_ms,fallback_used,fallback_added_rows,error,paper_lookup_ms,paper_two_line_ms,untrimmed_lookup_ms,untrimmed_two_line_ms,lookup_saving_vs_paper_pct,two_line_saving_vs_paper_pct,lookup_trim_gain_pct,two_line_trim_gain_pct
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,8.0,8.0,2,0.75,672,0.8226725598942721,cuda,predict_correct_c8_trim256,Predicted-lambda TD-2L(8) + trim 256,0.8238964472257067,680,4,0.2215342003399658,0.2268046426434214,0.0012238873314345,8,True,True,0.234894,0.2632925499999999,True,True,True,8,True,4,0.0011369469110217,False,0,,0.2302219234991185,0.2303057095772325,0.227328518101197,0.2226711472509876,1.4843420660196949,3.8086373339889845,0.2304486309730791,0.510594625778027
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,0,0.25,224,0.2721758981642779,host,paper,Paper,0.2721758981642779,224,1,0.0188615427114959,0.0189494296577946,0.0,0,True,True,0.136114,0.1719788499999999,True,True,True,0,False,0,0.0,False,0,,0.0189494296577946,0.0188615427114959,0.0431057034220532,0.0422043201935224,0.0,0.0,,
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,0,0.25,224,0.2721758981642779,host,predict_correct_c8,Predicted-lambda TD-2L(8),0.9999999982392184,896,1,0.0422043201935224,0.0431057034220532,0.7278241000749404,672,True,True,0.048516,0.0770307999999999,True,True,True,2,True,0,0.0,False,0,,0.0189494296577946,0.0188615427114959,0.0431057034220532,0.0422043201935224,-127.47757690069702,-123.75858029788489,,
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,0,0.25,224,0.2721758981642779,host,predict_correct_c8_trim64,Predicted-lambda TD-2L(8) + trim 64,0.9387246810947544,832,1,0.0399811985285675,0.0402953654188948,0.6665487829304766,608,True,True,0.209597,0.2263871999999999,True,True,True,2,True,64,0.0022231216649548,False,0,,0.0189494296577946,0.0188615427114959,0.0431057034220532,0.0422043201935224,-112.64685083711652,-111.97204884094347,6.519643063568726,5.267521558838217
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,0,0.25,224,0.2721758981642779,host,predict_correct_c8_trim256,Predicted-lambda TD-2L(8) + trim 256,0.7143960002867971,640,1,0.0333118335337028,0.0315870921985815,0.4422201021225191,416,True,True,0.605321,0.62314755,True,True,True,2,True,256,0.0088924866598195,False,0,,0.0189494296577946,0.0188615427114959,0.0431057034220532,0.0422043201935224,-66.69151931751446,-76.61245447011933,26.72177997118286,21.070086235352836
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,0,0.25,224,0.2721758981642779,cuda,paper,Paper,0.2721758981642779,224,1,0.0188615427114959,0.0189494296577946,0.0,0,True,True,0.1639865,0.1859131999999999,True,True,True,0,False,0,0.0,False,0,,0.0189494296577946,0.0188615427114959,0.0431057034220532,0.0422043201935224,0.0,0.0,,
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,0,0.25,224,0.2721758981642779,cuda,predict_correct_c8,Predicted-lambda TD-2L(8),0.9999999982392184,896,1,0.0422043201935224,0.0431057034220532,0.7278241000749404,672,True,True,0.1002774999999999,0.1314753999999999,True,True,True,2,True,0,0.0,False,0,,0.0189494296577946,0.0188615427114959,0.0431057034220532,0.0422043201935224,-127.47757690069702,-123.75858029788489,,
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,0,0.25,224,0.2721758981642779,cuda,predict_correct_c8_trim64,Predicted-lambda TD-2L(8) + trim 64,0.9387246810947544,832,1,0.0399811985285675,0.0402953654188948,0.6665487829304766,608,True,True,0.2676199999999999,0.313288,True,True,True,2,True,64,0.0022231216649548,False,0,,0.0189494296577946,0.0188615427114959,0.0431057034220532,0.0422043201935224,-112.64685083711652,-111.97204884094347,6.519643063568726,5.267521558838217
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,0,0.25,224,0.2721758981642779,cuda,predict_correct_c8_trim256,Predicted-lambda TD-2L(8) + trim 256,0.7143960002867971,640,1,0.0333118335337028,0.0315870921985815,0.4422201021225191,416,True,True,0.688361,0.70927875,True,True,True,2,True,256,0.0088924866598195,False,0,,0.0189494296577946,0.0188615427114959,0.0431057034220532,0.0422043201935224,-66.69151931751446,-76.61245447011933,26.72177997118286,21.070086235352836
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,1,0.5,448,0.5444558074668748,host,paper,Paper,0.5444558074668748,448,2,0.0377230854229919,0.0363412490953914,0.0,0,True,True,0.1457125,0.1721581999999999,True,True,True,0,False,0,0.0,False,0,,0.0363412490953914,0.0377230854229919,0.0431057034220532,0.0422043201935224,0.0,0.0,,
