n,model,shape,trial,target_cv,actual_cv,spatial_mode,lag1_corr,first_half_mass,budget_fraction,budget_rows,row_size_kib,a_ms_per_chunk,c_ms_per_row,profitable_gap_rows,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_lookup_ms,paper_runtime_ms,merge_importance,merge_rows,merge_chunks,merge_aff_ms,merge_lookup_ms,merge_affine_ratio,merge_lookup_ratio,merge_affine_saving_pct,merge_lookup_saving_pct,refined_importance,refined_rows,refined_chunks,refined_aff_ms,refined_lookup_ms,refined_affine_ratio,refined_lookup_ratio,refined_affine_saving_pct,refined_lookup_saving_pct,refined_affine_strict_win,refined_affine_nonworse,refined_lookup_strict_win,refined_lookup_nonworse,refined_row_ratio,chunk_reduction_pct,importance_overshoot,post_runtime_ms,total_runtime_ms,runtime_overhead_pct
4864,LLaVA-OneVision-0.5B,4864x896,0,1.07,1.07,random,-0.00039668552758459036,0.49537739438635403,0.125,608,1.75,0.011000885814170374,0.00024467227359926746,44,0.16291355930515541,606,7,0.2252775985003487,0.22159456409774636,3.673346,0.16291355930515541,606,7,0.2252775985003487,0.22159456409774636,1.0,1.0,0.0,0.0,0.16291355930515541,606,7,0.2252775985003487,0.22159456409774636,1.0,1.0,0.0,0.0,False,True,False,True,1.0,0.0,0.0,0.290343,3.963689,7.904047154828323
4864,LLaVA-OneVision-0.5B,4864x896,0,1.07,1.07,random,-0.00039668552758459036,0.49537739438635403,0.25,1216,1.75,0.011000885814170374,0.00024467227359926746,44,0.30693296829313954,1212,12,0.42855342537235663,0.42064008806191455,2.874332,0.30693296829313954,1212,12,0.42855342537235663,0.42064008806191455,1.0,1.0,0.0,0.0,0.30693296829313954,1212,12,0.42855342537235663,0.42064008806191455,1.0,1.0,0.0,0.0,False,True,False,True,1.0,0.0,0.0,0.575266,3.449598,20.01390236061805
4864,LLaVA-OneVision-0.5B,4864x896,0,1.07,1.07,random,-0.00039668552758459036,0.49537739438635403,0.375,1824,1.75,0.011000885814170374,0.00024467227359926746,44,0.43985613844723936,1824,17,0.6332972858859602,0.627671176392964,3.036585,0.4503949716572445,1893,15,0.6281779011359689,0.6408652877578946,0.991916300820981,1.021020738025208,0.8083699179018966,-2.1020738025208097,0.4400355149612254,1819,15,0.6100721528896231,0.6246756859217062,0.9633266500363317,0.9952276118708016,3.6673349963668334,0.4772388129198446,True,True,True,True,0.9972587719298246,11.764705882352944,0.00017937651398602927,0.897708,3.9342930000000003,29.563078260611835
4864,LLaVA-OneVision-0.5B,4864x896,0,1.07,1.07,random,-0.00039668552758459036,0.49537739438635403,0.5,2432,1.75,0.011000885814170374,0.00024467227359926746,44,0.5677124847975382,2430,20,0.8145713411296274,0.8311727887901437,4.041966,0.5778811401429786,2502,16,0.7881842015720931,0.8487130763619607,0.9676061036950536,1.0211030580023543,3.239389630494638,-2.1103058002354347,0.5678927832512577,2435,16,0.7717911592409422,0.8326495492477072,0.9474813564771888,1.0017767189656355,5.251864352281121,-0.1776718965635471,True,True,False,False,1.0020576131687242,19.999999999999996,0.00018029845371947406,1.193701,5.235667,29.532682857797415
4864,LLaVA-OneVision-0.5B,4864x896,0,1.07,1.07,random,-0.00039668552758459036,0.49537739438635403,0.625,3040,1.75,0.011000885814170374,0.00024467227359926746,44,0.6901467082426376,3036,25,1.0178471680016354,1.0364713998838118,5.2,0.7226403544063,3246,15,0.9592194873157778,1.0832039899653647,0.9424003106468697,1.0450881617059493,5.759968935313031,-4.5088161705949314,0.6901674283712065,3067,15,0.9154231503415089,1.0275112797430785,0.8993719087893931,0.9913551689494398,10.06280912106069,0.8644831050560242,True,True,True,True,1.0102108036890645,40.0,2.072012856890737e-05,1.568682,6.768682,30.16696153846154
4864,LLaVA-OneVision-0.5B,4864x896,0,1.07,1.07,random,-0.00039668552758459036,0.49537739438635403,0.75,3648,1.75,0.011000885814170374,0.00024467227359926746,44,0.8053190949275474,3648,29,1.2115901427010685,1.2366529340858952,7.189458,0.8599122859748707,4011,12,1.1133911191767063,1.3343803558997565,0.9189502951010798,1.0790257469336773,8.104970489892017,-7.9025746933677254,0.805416431720748,3717,12,1.0414574707385216,1.2374117670951794,0.8595790226691179,1.0006136184117373,14.04209773308821,-0.06136184117373489,True,True,False,False,1.0189144736842106,58.62068965517242,9.733679320056421e-05,2.019405,9.208863000000001,28.088417791716704
4864,LLaVA-OneVision-0.5B,4864x896,0,1.07,1.07,random,-0.00039668552758459036,0.49537739438635403,0.875,4256,1.75,0.011000885814170374,0.00024467227359926746,44,0.9121166171309111,4254,30,1.3708624263163949,1.4428873656131838,11.408785,0.9747535379265342,4695,4,1.192739867805242,1.5602337921065863,0.8700653288822127,1.0813275029569158,12.993467111778735,-8.132750295691583,0.9124817576338173,4389,4,1.1178701520838663,1.458544433132227,0.81545028197152,1.0108512056395957,18.454971802847997,-1.085120563959574,True,True,False,False,1.031734837799718,86.66666666666667,0.0003651405029062582,2.275263,13.684048,19.943078951877872
4864,LLaVA-OneVision-0.5B,4864x896,0,1.07,1.07,local,0.8559747978614571,0.5562632720061287,0.125,608,1.75,0.011000885814170374,0.00024467227359926746,44,0.3119711490323459,606,9,0.24727937012868945,0.23616005459079903,2.729743,0.3119711490323459,606,9,0.24727937012868945,0.23616005459079903,1.0,1.0,0.0,0.0,0.3119711490323459,606,9,0.24727937012868945,0.23616005459079903,1.0,1.0,0.0,0.0,False,True,False,True,1.0,0.0,0.0,0.287888,3.017631,10.546340809372897
4864,LLaVA-OneVision-0.5B,4864x896,0,1.07,1.07,local,0.8559747978614571,0.5562632720061287,0.25,1216,1.75,0.011000885814170374,0.00024467227359926746,44,0.49784330601205823,1212,17,0.48355785444320853,0.46399466087268043,3.984097,0.5028362188989649,1263,15,0.4740343687684304,0.4669075839032081,0.9803053852041264,1.0062779235973298,1.9694614795873644,-0.6277923597329815,0.4979152886116074,1235,15,0.4671835451076509,0.46276475704425996,0.9661378484805881,0.9973493146966232,3.3862151519411854,0.2650685303376754,True,True,True,True,1.018976897689769,11.764705882352944,7.198259954915853e-05,0.605833,4.58993,15.206281373169375
4864,LLaVA-OneVision-0.5B,4864x896,0,1.07,1.07,local,0.8559747978614571,0.5562632720061287,0.375,1824,1.75,0.011000885814170374,0.00024467227359926746,44,0.6374675312446644,1824,24,0.7103034865851529,0.6844419874985787,5.576753,0.6529763224538596,1935,16,0.6494550224413085,0.6680310884363714,0.9143345551682721,0.9760229510141772,8.56654448317279,2.3977048985822758,0.6376490156813974,1836,16,0.6252324673549811,0.6429987256273714,0.8802328570296645,0.9394495623761052,11.976714297033553,6.055043762389478,True,True,True,True,1.006578947368421,33.333333333333336,0.00018148443673304815,1.00573,6.582483,18.03432929520099
