trial,coverage_target,coverage_achieved,coverage_overshoot,coverage_rows,coverage_row_fraction,coverage_chunks,coverage_aff_ms,coverage_table_ms,pareto_achieved,pareto_overshoot,pareto_rows,pareto_row_fraction,pareto_chunks,pareto_aff_ms,pareto_table_ms,pareto_target_gap_pct,pareto_achieved_gap_pct,pareto_peak_states
57,0.8,0.8025717171913007,0.002571717191300671,206,0.8046875,1,0.039802307734998425,0.039936572438162544,0.8025717171913004,0.002571717191300338,206,0.8046875,1,0.039802307734998425,0.039936572438162544,0.0,0.0,320
57,0.85,0.85544668751547,0.005446687515470061,220,0.859375,1,0.04175968592379257,0.04211292134831461,0.8554466875154698,0.005446687515469839,220,0.859375,1,0.04175968592379257,0.04211292134831461,0.0,0.0,320
57,0.9,0.9003295147666194,0.0003295147666193543,233,0.91015625,1,0.0435772513848157,0.04426082677165354,0.9003295147666194,0.0003295147666193543,233,0.91015625,1,0.0435772513848157,0.04426082677165354,0.0,0.0,320
57,0.95,0.9551542411288582,0.005154241128858206,244,0.953125,1,0.04511519139029681,0.046086858316221765,0.9551542411288577,0.005154241128857762,244,0.953125,1,0.04511519139029681,0.046086858316221765,0.0,0.0,320
57,0.97,0.974204935767449,0.0042049357674490695,248,0.96875,1,0.045674442301380846,0.04718708333333334,0.9742049357674486,0.004204935767448625,248,0.96875,1,0.045674442301380846,0.04718708333333334,0.0,0.0,320
57,0.99,0.9904671536924397,0.0004671536924396591,251,0.98046875,1,0.04609388048469387,0.04799157894736842,0.9904671536924392,0.000467153692439215,251,0.98046875,1,0.04609388048469387,0.04799157894736842,0.0,0.0,320
58,0.1,0.10347012634724402,0.0034701263472440153,17,0.06640625,1,0.013377702186277544,0.015339002036659877,0.10347012634724402,0.0034701263472440153,17,0.06640625,1,0.013377702186277544,0.015339002036659877,0.0,0.0,320
58,0.2,0.2041827189247228,0.0041827189247228,42,0.1640625,1,0.016873020380552793,0.01772222808870116,0.20418271892472284,0.004182718924722828,42,0.1640625,1,0.016873020380552793,0.01772222808870116,0.0,0.0,320
58,0.3,0.3023179395478848,0.002317939547884784,66,0.2578125,1,0.020228525847057033,0.02009113475177305,0.30231793954788466,0.002317939547884673,66,0.2578125,1,0.020228525847057033,0.02009113475177305,0.0,0.0,320
58,0.4,0.40359719384766696,0.003597193847666935,95,0.37109375,1,0.02428309495241632,0.023273191094619665,0.4035971938476667,0.0035971938476666576,95,0.37109375,1,0.02428309495241632,0.023273191094619665,0.0,0.0,320
58,0.5,0.5014230067690099,0.0014230067690098602,119,0.46484375,1,0.027638600418920557,0.026446674057649666,0.5014230067690095,0.0014230067690095272,119,0.46484375,1,0.027638600418920557,0.026446674057649666,0.0,0.0,320
58,0.6,0.6041778875779433,0.004177887577943351,148,0.578125,1,0.03169316952427985,0.029753917662682604,0.604177887577943,0.004177887577943018,148,0.578125,1,0.03169316952427985,0.029753917662682604,0.0,0.0,320
58,0.7,0.7005476639748501,0.0005476639748501766,176,0.6875,1,0.03560792590186813,0.03554692307692307,0.7005476639748499,0.0005476639748499545,176,0.6875,1,0.03560792590186813,0.03554692307692307,0.0,0.0,320
58,0.8,0.8037859069719436,0.0037859069719435867,207,0.80859375,1,0.03994212046276944,0.040131205673758864,0.8037859069719432,0.0037859069719431426,207,0.80859375,1,0.03994212046276944,0.040131205673758864,0.0,0.0,320
58,0.85,0.8516094312370719,0.0016094312370719122,221,0.86328125,1,0.041899498651563574,0.0428687969924812,0.8516094312370713,0.001609431237071357,221,0.86328125,1,0.041899498651563574,0.0428687969924812,0.0,0.0,320
58,0.9,0.906487413163416,0.006487413163415945,233,0.91015625,1,0.0435772513848157,0.04426082677165354,0.9064874131634154,0.00648741316341539,233,0.91015625,1,0.0435772513848157,0.04426082677165354,0.0,0.0,320
58,0.95,0.9521360304577313,0.002136030457731364,242,0.9453125,1,0.04483556593475478,0.046679633401222,0.9523053465780292,0.002305346578029277,243,0.94921875,1,0.044975378662525795,0.046523312883435586,0.3118344217500679,0.0,320
58,0.97,0.9720334904008191,0.002033490400819127,248,0.96875,1,0.045674442301380846,0.04718708333333334,0.9720334904008187,0.0020334904008186827,248,0.96875,1,0.045674442301380846,0.04718708333333334,0.0,0.0,320
58,0.99,0.9931447681097703,0.0031447681097702684,254,0.9921875,1,0.046513318668006905,0.04839595744680851,0.99314476810977,0.0031447681097700464,254,0.9921875,1,0.046513318668006905,0.04839595744680851,0.0,0.0,320
59,0.1,0.10579093015897836,0.005790930158978358,20,0.078125,1,0.013797140369590573,0.014549891383055758,0.10579093015897836,0.005790930158978358,20,0.078125,1,0.013797140369590573,0.014549891383055758,0.0,0.0,337
59,0.2,0.20304318793552326,0.003043187935523245,45,0.17578125,1,0.017292458563865822,0.018111618942731278,0.20304318793552317,0.0030431879355231617,45,0.17578125,1,0.017292458563865822,0.018111618942731278,0.0,0.0,337
59,0.3,0.3051650434058218,0.005165043405821801,70,0.2734375,1,0.02078777675814107,0.020093865484109387,0.3051650434058218,0.005165043405821801,70,0.2734375,1,0.02078777675814107,0.020093865484109387,0.0,0.0,337
59,0.4,0.4020347188450607,0.002034718845060679,98,0.3828125,1,0.02470253313572935,0.023184980988593156,0.4020347188450606,0.002034718845060568,98,0.3828125,1,0.02470253313572935,0.023184980988593156,0.0,0.0,337
59,0.5,0.5005320244047617,0.000532024404761744,124,0.484375,1,0.02833766405777561,0.02639587155963303,0.5005320244047619,0.000532024404761855,124,0.484375,1,0.02833766405777561,0.02639587155963303,0.0,0.0,337
59,0.6,0.604200891280368,0.0042008912803680465,149,0.58203125,1,0.03183298225205086,0.030745393858477972,0.6042008912803679,0.0042008912803679355,149,0.58203125,1,0.03183298225205086,0.030745393858477972,0.0,0.0,337
59,0.7,0.7024582029177191,0.0024582029177191433,174,0.6796875,1,0.03532830044632611,0.03477317073170731,0.7024582029177191,0.0024582029177191433,174,0.6796875,1,0.03532830044632611,0.03477317073170731,0.0,0.0,337
59,0.8,0.8019473094297355,0.001947309429735422,202,0.7890625,1,0.039243056823914386,0.039569791666666666,0.8019473094297352,0.0019473094297352,202,0.7890625,1,0.039243056823914386,0.039569791666666666,0.0,0.0,337
59,0.85,0.8500672208667023,6.722086670229999e-05,217,0.84765625,1,0.041340247740479535,0.041725878003696856,0.8500672208667022,6.722086670218896e-05,217,0.84765625,1,0.041340247740479535,0.041725878003696856,0.0,0.0,337
59,0.9,0.9047697351998347,0.0047697351998347015,230,0.8984375,1,0.043157813201502665,0.04402826510721248,0.9047697351998348,0.0047697351998348125,230,0.8984375,1,0.043157813201502665,0.04402826510721248,0.0,0.0,337
59,0.95,0.9541552004572232,0.004155200457223285,241,0.94140625,1,0.044695753206983775,0.04639878048780488,0.9541552004572234,0.004155200457223396,241,0.94140625,1,0.044695753206983775,0.04639878048780488,0.0,0.0,337
59,0.97,0.9703235266591141,0.00032352665911417056,245,0.95703125,1,0.045255004118067814,0.04686082474226804,0.9703235266591143,0.0003235266591142816,245,0.95703125,1,0.045255004118067814,0.04686082474226804,0.0,0.0,337
59,0.99,0.992318374390492,0.002318374390491984,251,0.98046875,1,0.04609388048469387,0.04799157894736842,0.9923183743904922,0.002318374390492206,251,0.98046875,1,0.04609388048469387,0.04799157894736842,0.0,0.0,337
60,0.1,0.10250353289364925,0.0025035328936492407,18,0.0703125,1,0.013517514914048553,0.014918147120055517,0.10250353289364925,0.0025035328936492407,18,0.0703125,1,0.013517514914048553,0.014918147120055517,0.0,0.0,340
60,0.2,0.20160633037423445,0.0016063303742344381,40,0.15625,1,0.016593394925010774,0.017043641025641026,0.20606866051040856,0.006068660510408552,41,0.16015625,1,0.016733207652781783,0.01797626236335242,0.8425806075420539,0.0,340
60,0.3,0.3014911325543947,0.001491132554394703,61,0.23828125,1,0.01952946220820198,0.019800402955003356,0.3008981740210518,0.0008981740210518008,61,0.23828125,1,0.01952946220820198,0.019800402955003356,0.0,0.0,340
60,0.4,0.4069194319811935,0.006919431981193491,85,0.33203125,1,0.02288496767470622,0.022947314578005116,0.4069194319811935,0.006919431981193491,85,0.33203125,1,0.02288496767470622,0.022947314578005116,0.0,0.0,340
60,0.5,0.5007119658841408,0.0007119658841407972,121,0.47265625,1,0.027918225874462577,0.026121709786276714,0.5007119658841409,0.0007119658841409082,121,0.47265625,1,0.027918225874462577,0.026121709786276714,0.0,0.0,340
60,0.6,0.6032531510646141,0.0032531510646141015,150,0.5859375,1,0.03197279497982187,0.031179032258064517,0.6032531510646137,0.0032531510646137685,150,0.5859375,1,0.03197279497982187,0.031179032258064517,0.0,0.0,340
60,0.7,0.7022406172325705,0.0022406172325705187,174,0.6796875,1,0.03532830044632611,0.03477317073170731,0.7022406172325701,0.0022406172325701856,174,0.6796875,1,0.03532830044632611,0.03477317073170731,0.0,0.0,340
60,0.8,0.8030156056610186,0.00301560566101855,197,0.76953125,1,0.038543993185059335,0.03893089983022071,0.8030156056610183,0.003015605661018217,197,0.76953125,1,0.038543993185059335,0.03893089983022071,0.0,0.0,340
60,0.85,0.8502200154132774,0.00022001541327743013,210,0.8203125,1,0.040361558646082464,0.04064524236983842,0.8547926431858343,0.004792643185834278,211,0.82421875,1,0.04050137137385348,0.040935559566787,0.34640071508880155,0.0,340
60,0.9,0.9012107542233314,0.0012107542233313895,225,0.87890625,1,0.04245874956264761,0.0438043893129771,0.9048094143416175,0.004809414341617524,226,0.8828125,1,0.042598562290418626,0.0439360153256705,0.32929073326739555,0.0,340
60,0.95,0.9517108892911016,0.001710889291101636,242,0.9453125,1,0.04483556593475478,0.046679633401222,0.9517108892911011,0.001710889291101192,242,0.9453125,1,0.04483556593475478,0.046679633401222,0.0,0.0,340
60,0.97,0.9715371514235577,0.0015371514235577033,247,0.96484375,1,0.04553462957360983,0.04780103734439834,0.9715371514235573,0.0015371514235573702,247,0.96484375,1,0.04553462957360983,0.04780103734439834,0.0,0.0,340
60,0.99,0.9936248141977598,0.0036248141977598403,253,0.98828125,1,0.04637350594023589,0.04783099787685775,0.9936248141977593,0.003624814197759285,253,0.98828125,1,0.04637350594023589,0.04783099787685775,0.0,0.0,340
61,0.1,0.10497830260329624,0.004978302603296236,19,0.07421875,1,0.013657327641819563,0.015312371499468274,0.10497830260329621,0.0049783026032962086,19,0.07421875,1,0.013657327641819563,0.015312371499468274,0.0,0.0,314
61,0.2,0.20186525427719895,0.001865254277198941,42,0.1640625,1,0.016873020380552793,0.01772222808870116,0.20186525427719898,0.0018652542771989689,42,0.1640625,1,0.016873020380552793,0.01772222808870116,0.0,0.0,314
61,0.3,0.30144045971633737,0.0014404597163373833,65,0.25390625,1,0.02008871311928602,0.019898385964912283,0.3014404597163375,0.0014404597163374944,65,0.25390625,1,0.02008871311928602,0.019898385964912283,0.0,0.0,314
61,0.4,0.40744092677804433,0.00744092677804431,90,0.3515625,1,0.023584031313561273,0.022319679430097952,0.40744092677804444,0.007440926778044421,90,0.3515625,1,0.023584031313561273,0.022319679430097952,0.0,0.0,314
61,0.5,0.5019445776888377,0.001944577688837712,117,0.45703125,1,0.027358974963378538,0.025853610503282276,0.5019445776888377,0.001944577688837712,117,0.45703125,1,0.027358974963378538,0.025853610503282276,0.0,0.0,314
61,0.6,0.6033775832357978,0.003377583235797843,145,0.56640625,1,0.031273731340966816,0.030195300261096607,0.6033775832357979,0.003377583235797954,145,0.56640625,1,0.031273731340966816,0.030195300261096607,0.0,0.0,314
61,0.7,0.7017764581450033,0.001776458145003379,168,0.65625,1,0.03448942407970005,0.033354733727810656,0.7017764581450037,0.001776458145003712,168,0.65625,1,0.03448942407970005,0.033354733727810656,0.0,0.0,314
61,0.8,0.8006303965785542,0.0006303965785541266,196,0.765625,1,0.03840418045728833,0.038024493243243244,0.8006303965785546,0.0006303965785545707,196,0.765625,1,0.03840418045728833,0.038024493243243244,0.0,0.0,314
61,0.85,0.8501606946549242,0.00016069465492418722,211,0.82421875,1,0.04050137137385348,0.040935559566787,0.8523480195803413,0.002348019580341365,212,0.828125,1,0.04064118410162449,0.04085869565217391,0.34520492276781667,0.0,314
61,0.9,0.904843356462503,0.004843356462503001,226,0.8828125,1,0.042598562290418626,0.0439360153256705,0.9048433564625035,0.004843356462503445,226,0.8828125,1,0.042598562290418626,0.0439360153256705,0.0,0.0,314
61,0.95,0.9524675008346183,0.0024675008346183303,238,0.9296875,1,0.04427631502367074,0.0453425702811245,0.952113145706778,0.002113145706778008,239,0.93359375,1,0.044416127751441756,0.04510987903225806,0.3157731796249674,0.3157731796249674,314
61,0.97,0.9712386020871383,0.0012386020871383296,244,0.953125,1,0.04511519139029681,0.046086858316221765,0.9712386020871386,0.0012386020871386627,244,0.953125,1,0.04511519139029681,0.046086858316221765,0.0,0.0,314
61,0.99,0.9912086345478583,0.001208634547858356,251,0.98046875,1,0.04609388048469387,0.04799157894736842,0.9921649842658967,0.00216498426589673,253,0.98828125,1,0.04637350594023589,0.04783099787685775,0.6066433387722059,0.3024044112775126,314
62,0.1,0.10184863736322744,0.0018486373632274344,14,0.0546875,1,0.012958264002964513,0.014248495407031991,0.10184863736322744,0.0018486373632274344,14,0.0546875,1,0.012958264002964513,0.014248495407031991,0.0,0.0,319
62,0.2,0.20451208361334236,0.004512083613342349,35,0.13671875,1,0.015894331286155722,0.01692347908745247,0.20451208361334233,0.0045120836133423214,35,0.13671875,1,0.015894331286155722,0.01692347908745247,0.0,0.0,319
62,0.3,0.30155639588305333,0.0015563958830533409,65,0.25390625,1,0.02008871311928602,0.019898385964912283,0.3063694959080432,0.006369495908043199,66,0.2578125,1,0.020228525847057033,0.02009113475177305,0.6959765264246132,0.0,319
62,0.4,0.4000270817056098,2.7081705609777185e-05,94,0.3671875,1,0.02414328222464531,0.022798618784530385,0.4100055118398429,0.010005511839842884,95,0.37109375,1,0.02428309495241632,0.023273191094619665,0.5790957769125971,0.0,319
62,0.5,0.5001695671787446,0.0001695671787446118,117,0.45703125,1,0.027358974963378538,0.025853610503282276,0.5001695671787445,0.00016956717874450078,117,0.45703125,1,0.027358974963378538,0.025853610503282276,0.0,0.0,319
62,0.6,0.6010823636199722,0.0010823636199722708,147,0.57421875,1,0.031553356796508836,0.0300998678996037,0.6057386482507139,0.005738648250713907,148,0.578125,1,0.03169316952427985,0.029753917662682604,0.44309937821411793,0.0,319
62,0.7,0.7012500551820645,0.0012500551820645578,174,0.6796875,1,0.03532830044632611,0.03477317073170731,0.7012500551820644,0.0012500551820644468,174,0.6796875,1,0.03532830044632611,0.03477317073170731,0.0,0.0,319
62,0.8,0.801054479776872,0.0010544797768720082,201,0.78515625,1,0.03910324409614338,0.039963385146804836,0.8010544797768716,0.0010544797768715641,201,0.78515625,1,0.03910324409614338,0.039963385146804836,0.0,0.0,319
62,0.85,0.8512863448731158,0.0012863448731158522,210,0.8203125,1,0.040361558646082464,0.04064524236983842,0.8512863448731154,0.0012863448731154081,210,0.8203125,1,0.040361558646082464,0.04064524236983842,0.0,0.0,319
62,0.9,0.9012900732896686,0.0012900732896685696,220,0.859375,1,0.04175968592379257,0.04211292134831461,0.901290073289668,0.0012900732896680145,220,0.859375,1,0.04175968592379257,0.04211292134831461,0.0,0.0,319
62,0.95,0.9513825635088987,0.0013825635088987598,240,0.9375,1,0.04455594047921276,0.04549817813765182,0.9505290089368562,0.0005290089368562567,242,0.9453125,1,0.04483556593475478,0.046679633401222,0.6275828824048091,0.6275828824048091,319
62,0.97,0.9718444351525919,0.0018444351525919167,247,0.96484375,1,0.04553462957360983,0.04780103734439834,0.9718444351525914,0.0018444351525914726,247,0.96484375,1,0.04553462957360983,0.04780103734439834,0.0,0.0,319
62,0.99,0.9919778755224511,0.0019778755224511,252,0.984375,1,0.046233693212464885,0.047364904862579285,0.9919778755224505,0.001977875522450545,252,0.984375,1,0.046233693212464885,0.047364904862579285,0.0,0.0,319
63,0.1,0.10408073650842002,0.004080736508420016,20,0.078125,1,0.013797140369590573,0.014549891383055758,0.10408073650842004,0.00408073650842003,20,0.078125,1,0.013797140369590573,0.014549891383055758,0.0,0.0,347
63,0.2,0.20317700207397743,0.0031770020739774196,48,0.1875,1,0.01771189674717885,0.018507798165137614,0.20317700207397751,0.003177002073977503,48,0.1875,1,0.01771189674717885,0.018507798165137614,0.0,0.0,347
63,0.3,0.3007578687408481,0.0007578687408481,72,0.28125,1,0.02106740221368309,0.02044079939668175,0.3008109627520557,0.0008109627520557217,73,0.28515625,1,0.0212072149414541,0.02042172256097561,0.6636448402746131,0.0,347
63,0.4,0.4009967971135519,0.0009967971135518838,100,0.390625,1,0.02498215859127137,0.02386515444015444,0.4009967971135518,0.0009967971135517728,100,0.390625,1,0.02498215859127137,0.02386515444015444,0.0,0.0,347
63,0.5,0.500787725864784,0.000787725864784039,125,0.48828125,1,0.028477476785546622,0.027028752886836028,0.5007877258647842,0.0007877258647841501,125,0.48828125,1,0.028477476785546622,0.027028752886836028,0.0,0.0,347
63,0.6,0.6019821210327161,0.001982121032716111,153,0.59765625,1,0.0323922331631349,0.032209426229508197,0.601982121032716,0.001982121032716,153,0.59765625,1,0.0323922331631349,0.032209426229508197,0.0,0.0,347
63,0.7,0.7025507572487377,0.002550757248737767,179,0.69921875,1,0.03602736408518116,0.036170468750000004,0.7025507572487375,0.002550757248737545,179,0.69921875,1,0.03602736408518116,0.036170468750000004,0.0,0.0,347
63,0.8,0.8014854468475016,0.0014854468475015148,205,0.80078125,1,0.03966249500722742,0.039896836555360284,0.8014854468475019,0.0014854468475018479,205,0.80078125,1,0.03966249500722742,0.039896836555360284,0.0,0.0,347
63,0.85,0.8531914882450764,0.0031914882450764237,218,0.8515625,1,0.04148006046825055,0.04183506493506493,0.8531914882450767,0.0031914882450767568,218,0.8515625,1,0.04148006046825055,0.04183506493506493,0.0,0.0,347
63,0.9,0.9007206189210902,0.0007206189210902103,230,0.8984375,1,0.043157813201502665,0.04402826510721248,0.9041814201066936,0.004181420106693534,231,0.90234375,1,0.04329762592927368,0.044601562500000004,0.3239569324753111,0.0,347
63,0.95,0.950224322556479,0.00022432255647908406,242,0.9453125,1,0.04483556593475478,0.046679633401222,0.9502243225564793,0.0002243225564793061,242,0.9453125,1,0.04483556593475478,0.046679633401222,0.0,0.0,347
63,0.97,0.976957334124168,0.006957334124167991,249,0.97265625,1,0.04581425502915185,0.04799748953974896,0.9769573341241683,0.006957334124168324,249,0.97265625,1,0.04581425502915185,0.04799748953974896,0.0,0.0,347
63,0.99,0.9922393071027045,0.0022393071027044797,254,0.9921875,1,0.046513318668006905,0.04839595744680851,0.9922393071027047,0.002239307102704702,254,0.9921875,1,0.046513318668006905,0.04839595744680851,0.0,0.0,347
64,0.1,0.1040499340951753,0.004049934095175289,17,0.06640625,1,0.013377702186277544,0.015339002036659877,0.10404993409517528,0.0040499340951752755,17,0.06640625,1,0.013377702186277544,0.015339002036659877,0.0,0.0,342
64,0.2,0.20041261472562652,0.0004126147256265089,39,0.15234375,1,0.01645358219723976,0.017378827690752906,0.20041261472562658,0.0004126147256265644,39,0.15234375,1,0.01645358219723976,0.017378827690752906,0.0,0.0,342
64,0.3,0.3003116406564755,0.000311640656475487,64,0.25,1,0.019948900391515013,0.019484455239417074,0.306057677728405,0.0060576777284049865,66,0.2578125,1,0.020228525847057033,0.02009113475177305,1.4017086157839254,0.0,342
64,0.4,0.40277126278655095,0.002771262786550932,91,0.35546875,1,0.02372384404133228,0.022570736086175942,0.40277126278655073,0.00277126278655071,91,0.35546875,1,0.02372384404133228,0.022570736086175942,0.0,0.0,342
64,0.5,0.5025655623731312,0.002565562373131214,112,0.4375,1,0.026659911324523493,0.025773178458289338,0.502565562373131,0.0025655623731309918,112,0.4375,1,0.026659911324523493,0.025773178458289338,0.0,0.0,342
64,0.6,0.6025472515604703,0.0025472515604703094,138,0.5390625,1,0.030295042246569752,0.02862305764411028,0.6025472515604701,0.0025472515604700874,138,0.5390625,1,0.030295042246569752,0.02862305764411028,0.0,0.0,342
64,0.7,0.701787219128792,0.0017872191287920947,166,0.6484375,1,0.03420979862415803,0.0328891654465593,0.7017872191287919,0.0017872191287919836,166,0.6484375,1,0.03420979862415803,0.0328891654465593,0.0,0.0,342
64,0.8,0.8009413219538911,0.0009413219538910722,192,0.75,1,0.03784492954620429,0.03774518272425249,0.8040256746425246,0.004025674642524568,193,0.75390625,1,0.037984742273975296,0.038588,0.36943582521486995,0.0,342
64,0.85,0.8525139625936752,0.002513962593675201,209,0.81640625,1,0.04022174591831146,0.040852951699463326,0.852513962593675,0.0025139625936749788,209,0.81640625,1,0.04022174591831146,0.040852951699463326,0.0,0.0,342
64,0.9,0.9013335516252383,0.001333551625238294,223,0.87109375,1,0.042179124107105594,0.04327405303030303,0.901333551625238,0.0013335516252379609,223,0.87109375,1,0.042179124107105594,0.04327405303030303,0.0,0.0,342
64,0.95,0.9516135427658386,0.0016135427658386936,238,0.9296875,1,0.04427631502367074,0.0453425702811245,0.9516135427658383,0.0016135427658383605,238,0.9296875,1,0.04427631502367074,0.0453425702811245,0.0,0.0,342
64,0.97,0.970860646382356,0.0008606463823560562,243,0.94921875,1,0.044975378662525795,0.046523312883435586,0.9708606463823558,0.0008606463823558341,243,0.94921875,1,0.044975378662525795,0.046523312883435586,0.0,0.0,342
64,0.99,0.9925410731094257,0.002541073109425751,252,0.984375,1,0.046233693212464885,0.047364904862579285,0.9925410731094256,0.00254107310942564,252,0.984375,1,0.046233693212464885,0.047364904862579285,0.0,0.0,342
65,0.1,0.10370688606109603,0.0037068860610960236,18,0.0703125,1,0.013517514914048553,0.014918147120055517,0.10370688606109603,0.0037068860610960236,18,0.0703125,1,0.013517514914048553,0.014918147120055517,0.0,0.0,311
65,0.2,0.20204967108993155,0.0020496710899315373,38,0.1484375,1,0.016313769469468754,0.017068690890990543,0.20204967108993155,0.0020496710899315373,38,0.1484375,1,0.016313769469468754,0.017068690890990543,0.0,0.0,311
65,0.3,0.3019891996607182,0.0019891996607181994,66,0.2578125,1,0.020228525847057033,0.02009113475177305,0.3019891996607183,0.0019891996607183104,66,0.2578125,1,0.020228525847057033,0.02009113475177305,0.0,0.0,311
65,0.4,0.40150818413391703,0.0015081841339170121,92,0.359375,1,0.023863656769103292,0.02210280542986425,0.4015081841339171,0.0015081841339170676,92,0.359375,1,0.023863656769103292,0.02210280542986425,0.0,0.0,311
65,0.5,0.5015982348793862,0.0015982348793861512,115,0.44921875,1,0.02707934950783652,0.025499892125134843,0.5034457637296778,0.0034457637296777532,116,0.453125,1,0.02721916223560753,0.02512554347826087,0.5163075565406405,0.0,311
65,0.6,0.6013917765821954,0.0013917765821954697,142,0.5546875,1,0.03085429315765379,0.030083717948717947,0.6067131041453218,0.00671310414532178,143,0.55859375,1,0.030994105885424797,0.030185419354838712,0.45313865093785655,0.0,311
65,0.7,0.7027478584454764,0.0027478584454764254,167,0.65234375,1,0.03434961135192904,0.03351941176470589,0.7027478584454765,0.0027478584454765365,167,0.65234375,1,0.03434961135192904,0.03351941176470589,0.0,0.0,311
65,0.8,0.8021623529586773,0.0021623529586772827,194,0.7578125,1,0.03812455500174631,0.03832177554438861,0.8021623529586777,0.002162352958677616,194,0.7578125,1,0.03812455500174631,0.03832177554438861,0.0,0.0,311
65,0.85,0.8525615414168491,0.002561541416849167,205,0.80078125,1,0.03966249500722742,0.039896836555360284,0.8525615414168495,0.0025615414168495,205,0.80078125,1,0.03966249500722742,0.039896836555360284,0.0,0.0,311
65,0.9,0.9007569975134253,0.0007569975134252838,220,0.859375,1,0.04175968592379257,0.04211292134831461,0.9041261227011408,0.004126122701140766,221,0.86328125,1,0.041899498651563574,0.0428687969924812,0.33480311136955265,0.0,311
65,0.95,0.9512922952885948,0.001292295288594869,237,0.92578125,1,0.044136502295899736,0.0458994,0.951292295288595,0.0012922952885950911,237,0.92578125,1,0.044136502295899736,0.0458994,0.0,0.0,311
65,0.97,0.9707368328541661,0.0007368328541661473,243,0.94921875,1,0.044975378662525795,0.046523312883435586,0.9730875664956737,0.003087566495673766,244,0.953125,1,0.04511519139029681,0.046086858316221765,0.3108650375577726,0.0,311
65,0.99,0.993346119738326,0.003346119738325992,252,0.984375,1,0.046233693212464885,0.047364904862579285,0.9902709045965867,0.0002709045965867407,252,0.984375,1,0.046233693212464885,0.047364904862579285,0.0,0.0,311
66,0.1,0.10554664800339159,0.00554664800339158,16,0.0625,1,0.013237889458506534,0.014520079654829075,0.10554664800339157,0.005546648003391566,16,0.0625,1,0.013237889458506534,0.014520079654829075,0.0,0.0,314
66,0.2,0.2000527234625791,5.272346257909066e-05,39,0.15234375,1,0.01645358219723976,0.017378827690752906,0.20005272346257913,5.272346257911842e-05,39,0.15234375,1,0.01645358219723976,0.017378827690752906,0.0,0.0,314
66,0.3,0.30361127670984567,0.003611276709845679,64,0.25,1,0.019948900391515013,0.019484455239417074,0.3036112767098456,0.0036112767098456233,64,0.25,1,0.019948900391515013,0.019484455239417074,0.0,0.0,314
66,0.4,0.400745416328766,0.0007454163287659576,94,0.3671875,1,0.02414328222464531,0.022798618784530385,0.4007454163287659,0.0007454163287659021,94,0.3671875,1,0.02414328222464531,0.022798618784530385,0.0,0.0,314
66,0.5,0.5031825279115598,0.003182527911559818,118,0.4609375,1,0.02749878769114955,0.02632202643171806,0.5031825279115598,0.003182527911559818,118,0.4609375,1,0.02749878769114955,0.02632202643171806,0.0,0.0,314
66,0.6,0.6043919791345455,0.004391979134545476,146,0.5703125,1,0.03141354406873783,0.029954461942257222,0.6043919791345453,0.004391979134545365,146,0.5703125,1,0.03141354406873783,0.029954461942257222,0.0,0.0,314
66,0.7,0.7043450020739626,0.0043450020739626005,178,0.6953125,1,0.03588755135741015,0.0360710730948678,0.7043450020739627,0.0043450020739627115,178,0.6953125,1,0.03588755135741015,0.0360710730948678,0.0,0.0,314
66,0.8,0.8014095278394071,0.0014095278394070654,203,0.79296875,1,0.0393828695516854,0.03993362369337979,0.801409527839407,0.0014095278394069544,203,0.79296875,1,0.0393828695516854,0.03993362369337979,0.0,0.0,314
66,0.85,0.8519931851909714,0.0019931851909714693,215,0.83984375,1,0.041060622284937516,0.0420308256880734,0.8560638828149542,0.00606388281495418,216,0.84375,1,0.04120043501270853,0.04185874769797422,0.34050318770326715,0.0,314
66,0.9,0.9010467019427967,0.0010467019427966573,229,0.89453125,1,0.04301800047373165,0.04447320388349515,0.9068681626638379,0.006868162663837829,230,0.8984375,1,0.043157813201502665,0.04402826510721248,0.3250098243324562,0.0,314
66,0.95,0.9503366703437804,0.00033667034378048744,242,0.9453125,1,0.04483556593475478,0.046679633401222,0.9503366703437806,0.00033667034378059846,242,0.9453125,1,0.04483556593475478,0.046679633401222,0.0,0.0,314
66,0.97,0.9704808160344722,0.0004808160344722534,248,0.96875,1,0.045674442301380846,0.04718708333333334,0.9704808160344723,0.00048081603447236443,248,0.96875,1,0.045674442301380846,0.04718708333333334,0.0,0.0,314
66,0.99,0.9932917405189416,0.003291740518941655,254,0.9921875,1,0.046513318668006905,0.04839595744680851,0.9932917405189419,0.003291740518941877,254,0.9921875,1,0.046513318668006905,0.04839595744680851,0.0,0.0,314
67,0.1,0.10288768315459643,0.002887683154596421,20,0.078125,1,0.013797140369590573,0.014549891383055758,0.10288768315459643,0.002887683154596421,20,0.078125,1,0.013797140369590573,0.014549891383055758,0.0,0.0,326
67,0.2,0.20184495631012964,0.0018449563101296251,40,0.15625,1,0.016593394925010774,0.017043641025641026,0.20184495631012964,0.0018449563101296251,40,0.15625,1,0.016593394925010774,0.017043641025641026,0.0,0.0,326
67,0.3,0.30263269820130684,0.002632698201306849,68,0.265625,1,0.020508151302599052,0.019579362780593773,0.3018885493970626,0.0018885493970626221,68,0.265625,1,0.020508151302599052,0.019579362780593773,0.0,0.0,326
