trial,budget_rows,budget_fraction,greedy_rows,greedy_chunks,greedy_importance,greedy_aff_ms,greedy_aff_ratio,greedy_table_ms,greedy_table_ratio,top_r_rows,top_r_chunks,top_r_importance,top_r_aff_ms,top_r_aff_ratio,top_r_table_ms,top_r_table_ratio,top_r_aff_gain_pct,top_r_coverage_gap_pct,fixed_opt_rows,fixed_opt_chunks,fixed_opt_importance,fixed_opt_aff_ms,fixed_opt_aff_ratio,fixed_opt_table_ms,fixed_opt_table_ratio,fixed_aff_gain_pct,fixed_lookup_gain_pct,fixed_opt_coverage_gap_pct,upper_opt_rows,upper_opt_chunks,upper_opt_importance,upper_opt_table_ms,upper_opt_table_ratio,upper_table_gain_pct,greedy_fill_fraction,greedy_coverage_gap_pct,top_r_fill_fraction,upper_opt_fill_fraction,dinkelbach_iterations,dinkelbach_residual
1,224,0.875,224,2,0.9120645156622582,0.053319822649046986,17.10554293598274,0.05263980102564103,17.326519057661113,224,32,0.9890101929969122,0.3833463970741582,2.5799386678612466,0.401975077791293,2.460376893092885,-84.91752832683164,739.3017577415909,224,1,0.89968033795857,0.04231893683487661,21.259521274577722,0.043105703422053235,20.871491856882358,24.28439923913077,20.45980954064628,0.0,188,1,0.7783517402844491,0.03610913539967374,21.555535231438462,24.407765689712747,1.0,24.758656889397045,1.0,0.8392857142857143,4,0.0
2,32,0.125,32,1,0.1606240772368639,0.015474893102842693,10.379656658652959,0.01623402714932127,9.894284132916425,32,30,0.30018490323678293,0.3345005817137835,0.8974122008960723,0.29940185298670247,1.0026153821102612,-91.3541244146265,1576.7870666999702,32,1,0.16216347488214986,0.015474893102842693,10.47913376877291,0.01623402714932127,9.989109503794921,0.9583853627472605,0.9583853627472605,0.0,32,1,0.16216347488214986,0.01623402714932127,9.989109503794921,0.9583853627472605,1.0,0.0,1.0,1.0,4,-6.938893903907228e-18
2,64,0.25,64,1,0.2885000167872057,0.019948900391515013,14.461950840654614,0.019484455239417074,14.806676052383024,64,50,0.5052493488884131,0.5589923052858633,0.9038574307924211,0.4972862867424377,1.0160130338564912,-93.7501002406152,1953.6719699425628,64,1,0.300289911523026,0.019948900391515013,15.05295558299294,0.019484455239417074,15.411768398612406,4.086618388142527,4.086618388142527,0.0,64,1,0.300289911523026,0.019484455239417074,15.411768398612406,4.086618388142527,1.0,1.4216358073810609,1.0,1.0,4,2.7755575615628914e-17
2,96,0.375,96,1,0.4195306320368517,0.02442290768018733,17.17775121334913,0.022693451824134705,18.486858468603565,96,63,0.6708161068382437,0.7064778281587505,0.9495218110192506,0.6456884894091968,1.038916006466274,-94.47237418200956,2025.9531750694223,96,1,0.42635524227992927,0.02442290768018733,17.457186010075397,0.022693451824134705,18.787588842103624,1.6267251356459012,1.6267251356459012,0.0,96,1,0.42635524227992927,0.022693451824134705,18.787588842103624,1.6267251356459012,1.0,0.5757615659988113,1.0,1.0,4,2.7755575615628914e-17
2,128,0.5,128,1,0.5434966883191236,0.028896914968859648,18.808121521097153,0.026979764705882352,20.14460445611766,128,70,0.8005505409847139,0.7879580361466154,1.0159811871450415,0.735393958326244,1.088600921887863,-94.59817831352582,1929.584216352714,128,1,0.5515711236425295,0.028896914968859648,19.0875435747007,0.026979764705882352,20.443881911330063,1.4856457264491807,1.4856457264491807,0.0,128,1,0.5515711236425295,0.026979764705882352,20.443881911330063,1.4856457264491807,1.0,0.4861850356091768,1.0,1.0,4,1.1102230246251565e-16
2,160,0.625,160,1,0.669015664168772,0.033370922257531965,20.04786259743757,0.031587092198581565,21.180033285837386,160,64,0.8968719531420242,0.7264267285502655,1.2346351227079948,0.7143632197923717,1.255484504651147,-93.84156232761791,1605.2846140623278,160,1,0.6755570172853504,0.033370922257531965,20.243882146016333,0.031587092198581565,21.387122722099967,0.9777578413960875,0.9777578413961097,0.0,160,1,0.6755570172853504,0.031587092198581565,21.387122722099967,0.9777578413961097,1.0,0.4207284371465114,1.0,1.0,4,-1.1102230246251565e-16
2,192,0.75,192,2,0.7938856539311872,0.04884581536037466,16.252889793609903,0.047821119347902834,16.601151640880662,192,53,0.9569811641995086,0.6098909918830636,1.5691019820522185,0.6207201133959172,1.5417273317662132,-90.34570465943148,1260.283915609728,192,1,0.7739330088106406,0.03784492954620429,20.45011096838634,0.03774518272425249,20.504153191272373,25.824460930182667,23.510426474151913,0.0,160,1,0.6755570172853504,0.031587092198581565,21.387122722099967,28.829151041749167,1.0,26.269414830700132,1.0,0.8333333333333334,4,-1.1102230246251565e-16
2,224,0.875,224,2,0.9080807546909384,0.053319822649046986,17.030828490708963,0.05107154743799864,17.780560806256307,224,27,0.9898709055204413,0.32834196800330634,3.0147559617187696,0.35562648728830915,2.7834566347077105,-82.29824248794799,610.178973793907,224,1,0.8937728371729321,0.04231893683487661,21.11992653927782,0.043105703422053235,20.734445008863272,24.0099772644627,16.612997952053377,0.0,160,1,0.6755570172853504,0.031587092198581565,21.387122722099967,20.283735452116037,1.0,23.94770110620552,1.0,0.7142857142857143,3,2.220446049250313e-16
3,32,0.125,32,1,0.15451485744366703,0.015474893102842693,9.984873977273748,0.01623402714932127,9.517962242050775,32,26,0.3094959007923,0.290497038457102,1.0654012255550191,0.2587948852943156,1.1959119688177935,-89.3298480483585,1316.4954908455672,32,1,0.16234434504852288,0.015474893102842693,10.490821743944759,0.01623402714932127,10.00025092697411,5.067142237574362,5.067142237574362,0.0,32,1,0.16234434504852288,0.01623402714932127,10.00025092697411,5.067142237574362,1.0,1.8402140852826099,1.0,1.0,4,6.938893903907228e-18
3,64,0.25,64,1,0.2903147895178147,0.019948900391515013,14.552921906477414,0.019484455239417074,14.899815568387437,64,49,0.5103276364108877,0.5479914194716929,0.9312693926902796,0.49524877276485874,1.0304470489888289,-93.60080814921588,1913.256009602023,64,1,0.2960612585374838,0.019948900391515013,14.84098134368395,0.019484455239417074,15.19474139254104,1.9793924481813052,1.9793924481813052,0.0,64,1,0.2960612585374838,0.019484455239417074,15.19474139254104,1.9793924481813052,1.0,0.0,1.0,1.0,4,5.551115123125783e-17
3,96,0.375,96,1,0.4314010059252406,0.02442290768018733,17.663785638235343,0.022693451824134705,19.009933317700106,96,59,0.6703704603652867,0.6624742849020689,1.0119192180635133,0.615015747316483,1.0900053588714347,-94.27122113691702,1860.5422264193592,96,1,0.4357901673611057,0.02442290768018733,17.84350058018002,0.022693451824134705,19.203344239488445,1.01742030629981,1.0174203062998322,0.0,96,1,0.4357901673611057,0.022693451824134705,19.203344239488445,1.0174203062998322,1.0,0.0,1.0,1.0,4,-5.551115123125783e-17
3,128,0.5,128,1,0.545690043221793,0.028896914968859648,18.88402425690937,0.026979764705882352,20.225900750825197,128,59,0.7922030354407219,0.6669482921907413,1.1878027797905493,0.636910531722351,1.24382153533939,-93.71001242303556,1668.8535362518319,128,1,0.5495337980769418,0.028896914968859648,19.017040354277928,0.026979764705882352,20.368368815207937,0.7043842750831475,0.7043842750831697,0.0,116,1,0.5118907172733379,0.02512554347826087,20.37331919670658,0.7288597313786838,1.0,0.4861850356091768,1.0,0.90625,4,-1.1102230246251565e-16
3,160,0.625,160,1,0.6608888424127,0.033370922257531965,19.804332565712485,0.031587092198581565,20.92275028856178,160,52,0.8810368252682843,0.594416098780221,1.4821887009390005,0.5899294543248973,1.4934613262809942,-92.51583613827444,1357.5810916710052,160,1,0.6621941783243982,0.033370922257531965,19.843448533249273,0.031587092198581565,20.964075267242688,0.1975121726874418,0.1975121726874418,0.0,148,1,0.6248660546835827,0.029753917662682604,21.001135439293442,0.3746407601801449,1.0,0.0,1.0,0.925,4,-2.220446049250313e-16
3,192,0.75,192,2,0.799853516431431,0.04884581536037466,16.375067352858615,0.04812515809937551,16.62027820832884,192,44,0.944481744692262,0.5108830195555303,1.8487240885672103,0.5367706090180087,1.759563077457124,-88.71012833883412,1064.8869148051338,192,1,0.7985280311944789,0.03784492954620429,21.100000469536305,0.03774518272425249,21.15576011455891,28.85443470162492,27.288844683461576,0.0,188,1,0.7836510304671781,0.03610913539967374,21.70229283513276,30.57719349280923,1.0,28.59325201698335,1.0,0.9791666666666666,4,-2.220446049250313e-16
