trial,target_cv,spatial_mode,budget_fraction,budget_rows,paper_runtime_ms,paper_importance,paper_rows,paper_chunks,paper_run_length_median,paper_rows_beyond_profile_fraction,paper_two_line_ms,paper_released_ms,quant_importance,quant_rows,quant_chunks,quant_run_length_median,quant_rows_beyond_profile_fraction,quant_two_line_ms,quant_released_ms,quant_lambda_index,quant_lambda,top_fixed_importance,top_fixed_rows,top_fixed_chunks,top_fixed_run_length_median,top_fixed_rows_beyond_profile_fraction,top_fixed_two_line_ms,top_fixed_released_ms,top_matched_importance,top_matched_rows,top_matched_chunks,top_matched_run_length_median,top_matched_rows_beyond_profile_fraction,top_matched_two_line_ms,top_matched_released_ms,quant_saving_vs_paper_lookup_pct,paper_extra_vs_quant_lookup_pct,quant_win,quant_lookup_reference_ratio,paper_vs_quant_lookup_ratio,top_matched_vs_quant_lookup_ratio,coverage_paper_importance,coverage_paper_rows,coverage_paper_chunks,coverage_paper_run_length_median,coverage_paper_rows_beyond_profile_fraction,coverage_paper_two_line_ms,coverage_paper_released_ms,quant_win_vs_paper,coverage_paper_query_ms,coverage_paper_saving_vs_paper_lookup_pct,coverage_paper_win_vs_paper,coverage_paper_vs_paper_lookup_ratio,quant_vs_paper_lookup_ratio,coverage_paper_saving_vs_quant_lookup_pct,coverage_paper_win_vs_quant
0,1.07,random,0.55,2675,5.175192,0.6180904223690444,2670,24,120.0,0.0,0.9211656300452118,0.9173469235233715,0.6234508708038546,2693,17,146.0,0.6101002599331601,0.8789730101707005,0.898642081217043,44372,1.5584544564357772,0.840856170284776,2675,1229,2.0,0.0,14.268514919004446,14.376054511332883,0.6182597590253172,1385,1007,1.0,0.0,11.494949398307565,10.614565203944084,2.039015101777042,2.081456310280561,1.0,1.0,1.0208145631028056,11.811782939842562,0.6431217302869048,2808,24,120.0,0.0,0.9554721009389573,0.950921087637717,1.0,0.011802,-3.659920064417155,0.0,1.0365992006441715,0.9796098489822297,-5.817556011829739,0.0
0,1.07,random,0.6,2918,6.290758,0.6648155222861378,2916,25,120.0,0.0,0.9928133424903908,0.9878840990943456,0.6747244719360168,2944,19,140.0,0.5016983695652174,0.9606282105457143,0.982915336298184,44555,1.6004036678208284,0.8698108448859598,2918,1213,2.0,0.0,14.150311454359365,14.42578065142655,0.6650145930370596,1598,1095,1.0,0.0,12.521835471651348,11.722193514341,0.5029702169228822,0.5055127957281247,1.0,1.0,1.0050551279572812,11.925944261373164,0.6712799748145699,2952,25,120.0,0.0,1.002318112309483,0.9982859925002963,1.0,0.011742,-1.052946738943028,0.0,1.0105294673894303,0.9949702978307711,-1.563782315168738,0.0
0,1.07,random,0.65,3162,6.478578,0.7125630186683318,3162,26,120.0,0.0910815939278937,1.076292900083056,1.0719414374152825,0.7298830021911878,3218,21,139.0,0.5027967681789932,1.049695332309389,1.0731292057003672,44642,1.6207408987875744,0.8957050348023574,3162,1128,2.0,0.0,13.26778857863977,13.727523994267852,0.7126977687082403,1841,1145,1.0,0.0,13.13495272136042,12.535297036582524,-0.1108053335403314,-0.110682691215147,0.0,1.0,0.9988931730878484,11.68106968852971,0.7175055135353371,3192,26,120.0,0.09022556390977443,1.0835875180461894,1.079983453341395,0.0,0.012293,-0.7502290372787268,0.0,1.0075022903727873,1.001108053335403,-0.6387159723748592,0.0
0,1.07,random,0.7,3405,10.42269,0.7596089078256711,3402,29,120.0,0.0846560846560846,1.1678916944405835,1.1623651497176193,0.7634655955973402,3391,22,143.0,0.5647301680920083,1.104567056864953,1.1294548077231328,44747,1.6456303060551176,0.9187505591165008,3405,1034,2.0,0.0,12.28529699703069,12.8770565446157,0.759730797095008,2111,1214,1.0,0.0,13.965166848035231,13.554353120542356,2.831325595272849,2.9138254819447207,1.0,1.0,1.0291382548194472,12.000792796540985,0.777312908266178,3516,28,120.0,0.15017064846416384,1.1931697508446595,1.189839681220888,1.0,0.013505,-2.363674746265687,0.0,1.0236367474626569,0.9716867440472715,-5.346373585277409,0.0
0,1.07,random,0.75,3648,9.287078,0.8025362968288624,3648,30,120.0,0.1447368421052631,1.2474273036507535,1.2428113848829443,0.8026583815133175,3594,24,140.5,0.4685587089593767,1.169550505371147,1.196959126860604,44975,1.7009998644571394,0.93903988253712,3648,910,3.0,0.0,10.970386908896996,11.7149181825334,0.8025770695758145,2391,1237,1.0,0.0,14.288104137360014,14.105049191312682,3.6893979714113456,3.830728802127292,1.0,1.0,1.038307288021273,11.78406920903602,0.8105545407370481,3696,29,120.0,0.18506493506493507,1.2497552908665692,1.2484359013261483,1.0,0.014056,-0.4525639619670674,0.0,1.0045256396196707,0.9631060202858868,-4.300629262133482,0.0
0,1.07,random,0.8,3891,12.661946,0.8448797382349584,3888,30,120.0,0.287037037037037,1.3201045361255948,1.3232617093935055,0.8498248565959211,3845,24,152.5,0.6431729518855657,1.2509239951474114,1.278473379372221,45139,1.7419754696103522,0.9567474519472255,3891,789,4.0,0.0,9.68871867141576,10.468539235066489,0.8449783433860832,2708,1229,2.0,0.0,14.276538998763892,14.412010379295506,3.384691758504277,3.5032665320945178,1.0,1.0,1.0350326653209452,11.272827899140418,0.8526457134866046,3936,30,120.0,0.28353658536585363,1.331775924866608,1.3321417499215942,1.0,0.014687,-0.6710721291979915,0.0,1.00671072129198,0.9661530824149575,-4.197848106600888,0.0
0,1.07,random,0.85,4134,13.609717,0.8874753804315794,4134,31,120.0,0.3657474600870827,1.4109555210522098,1.4130059964354926,0.8958505092713547,4099,26,147.5,0.5625762381068553,1.3335551540926447,1.363939568138704,45389,1.8063454496687583,0.9718957819197248,4134,622,5.0,0.0,7.897342057263448,8.582977155333248,0.8875765372406589,3082,1169,2.0,0.0,13.702641556321725,14.092729226022495,3.4724854969169106,3.597404858907871,1.0,1.0,1.0359740485890787,10.332370696785414,0.8926106594628714,4164,30,120.0,0.40778097982708933,1.4106204769658728,1.4118599941345633,1.0,0.015589,0.08110385262485309,1.0,0.9991889614737515,0.965275145030831,-3.5133833723479224,0.0
0,1.07,random,0.9,4378,13.384285,0.9284901736180116,4374,29,120.0,0.551440329218107,1.4737728825708123,1.4809512801761535,0.9286328487835548,4283,28,146.0,0.5802007938360962,1.3938012984727086,1.4264141937568615,45845,1.929944472623404,0.9843602003141924,4378,433,7.0,0.0,5.862435025591857,6.410714936200194,0.9285202571346944,3518,976,3.0,0.0,11.67009761207757,12.336842938944695,3.682571273567148,3.823369583532621,1.0,1.0,1.0382336958353262,8.648850378060361,0.9284901736180116,4374,29,120.0,0.551440329218107,1.4737728825708125,1.4809512801761535,1.0,0.016801,0.0,0.0,1.0,0.9631742872643285,-3.823369583532621,0.0
0,1.07,random,0.95,4621,13.426404,0.9686453143372984,4620,31,114.0,0.6337662337662338,1.5863155836011524,1.599943120012464,0.9710429332120444,4556,29,149.0,0.6393766461808604,1.4826017904210491,1.5173536043957194,47009,2.2851655459029376,0.99395212788928,4621,230,16.0,0.0,3.672156203610008,3.83748801319401,0.9686490833807528,4078,661,5.0,0.0,8.315869495547599,9.025211861136812,5.162028236110105,5.442997293279928,1.0,1.0,1.0544299729327993,5.947995137712854,0.9688658594395564,4626,32,105.0,0.6329442282749675,1.598855124077933,1.6117424548337147,1.0,0.020168,-0.7374846439015093,0.0,1.007374846439015,0.9483797176388987,-6.220623206387366,0.0
0,1.07,local,0.05,243,3.272858,0.1585314949856892,240,4,60.0,0.0,0.1026794112416814,0.0972678320202382,0.1646550473463512,287,3,113.0,0.0,0.1030387671080509,0.1032846912479484,39265,0.74263236400143,0.2157777390623768,243,57,2.0,0.0,0.6906815678981479,0.7136230460490518,0.1585636227620172,152,35,2.0,0.0,0.4247809886252593,0.4381731240289888,-6.185867519344179,-5.825509235696813,0.0,1.0,0.941744907643032,4.242382087168144,0.15853149498568925,240,4,60.0,0.0,0.10267941124168141,0.09726783202023825,0.0,0.015669,-6.661338147750939e-14,0.0,1.0000000000000007,1.061858675193442,5.82550923569678,1.0
0,1.07,local,0.1,486,2.733238,0.2712671742376134,486,8,60.0,0.0,0.2068177460759894,0.2018095095667486,0.288616937368465,557,6,100.0,0.2800718132854578,0.203833725970272,0.2062617599920128,40085,0.8364936565851863,0.3363155098077107,486,105,2.0,0.0,1.2816375838389114,1.3258735057601754,0.2715427032870993,346,83,2.0,0.0,1.0038224618929052,1.0051413117042045,-2.2061648307963644,-2.1585437966963106,0.0,1.0,0.9784145620330368,4.873134563300182,0.2943333803576231,552,8,69.0,0.0,0.22286590559488265,0.21540767319298226,0.0,0.009838,-6.738118364900969,0.0,1.0673811836490097,1.0220616483079634,-4.434129332225045,0.0
0,1.07,local,0.15,730,3.59036,0.3538354803427589,726,9,84.0,0.0,0.2765135413807299,0.2717596012340777,0.3799084992325197,793,8,111.5,0.1992433795712484,0.2838840192046545,0.2857914353503714,40748,0.9209900146120884,0.4319636103923884,730,143,2.0,0.0,1.762030584870241,1.8146379553404213,0.3541672067969701,528,114,2.0,0.0,1.3915756009446825,1.4471733322381175,-5.16332598832725,-4.909816173844073,0.0,1.0,0.9509018382615592,5.063739333069686,0.3538354803427589,726,9,84.0,0.0,0.2765135413807299,0.2717596012340777,0.0,0.009077,0.0,0.0,1.0,1.0516332598832725,4.909816173844073,1.0
0,1.07,local,0.2,973,4.575902,0.4320715901589153,972,11,84.0,0.1728395061728395,0.3619650731646429,0.3588953463679774,0.4321121255081818,955,9,112.0,0.3235602094240837,0.3360927884486843,0.3380704961222696,41393,1.011375804230275,0.510700550482649,973,162,2.5,0.0,2.031648711170543,2.088755139588705,0.4323208574835915,731,143,2.0,0.0,1.7622737388023455,1.8148289468847425,5.802485447765027,6.159913534180772,1.0,1.0,1.0615991353418075,5.368196774640681,0.4371768751241927,996,11,84.0,0.1686746987951807,0.36780076753514956,0.36330366442764894,1.0,0.009418,-1.2283018167506876,0.0,1.0122830181675069,0.9419751455223497,-7.463877680782094,0.0
0,1.07,local,0.25,1216,5.590399,0.5015838286697722,1212,14,75.0,0.1386138613861386,0.4535638675221705,0.4497196490027168,0.5101433705062222,1239,10,134.0,0.5310734463276836,0.4223211137484613,0.428954954929547,42246,1.1446731548200269,0.5771047810212022,1216,201,2.0,0.0,2.522879175153922,2.608782171704373,0.5017352123314144,943,157,2.0,0.0,1.9689510087866409,2.024169152319899,4.617253019568269,4.840763309653395,1.0,1.0,1.048407633096534,4.718838491217231,0.5183725021525875,1290,14,90.0,0.13023255813953488,0.472529874226317,0.46657267845715744,1.0,0.009688,-3.747452327647527,0.0,1.0374745232764753,0.9538274698043172,-8.769620934624456,0.0
0,1.07,local,0.3,1459,5.790112,0.5657719348884431,1458,17,78.0,0.1152263374485596,0.5466215854723248,0.538019644469269,0.5780167207305218,1488,12,134.0,0.4543010752688172,0.5067531540281168,0.5121327263920689,43544,1.3819777610919326,0.635112426687668,1459,228,3.0,0.0,2.881142236527455,2.955350793741725,0.5660266656829104,1173,190,3.0,0.0,2.390536770347739,2.4694256646607,4.811519122640274,5.054728343484549,1.0,1.0,1.0505472834348455,4.821847027932762,0.5688342044182506,1476,16,90.0,0.11382113821138211,0.5399177393660509,0.5319394757632613,1.0,0.010519,1.1301016177588608,1.0,0.9886989838224114,0.9518848087735973,-3.8675031589426645,0.0
0,1.07,local,0.35,1702,6.573707,0.6242397845325356,1698,20,72.0,0.0989399293286219,0.6382203798298524,0.6256080915292931,0.6293978825147716,1713,13,135.0,0.5446584938704028,0.5825910836578417,0.5868259269902454,44298,1.5418052421917094,0.6860742210639417,1702,221,4.0,0.0,2.8626643238397578,2.977140002430612,0.6242611063790217,1411,229,3.0,0.0,2.880551464670596,2.9499407256698484,6.199114919413063,6.608802160115257,1.0,1.0,1.0660880216011526,5.026943408584066,0.6358096926809467,1770,19,78.0,0.15593220338983052,0.653520729917833,0.6414911782971823,1.0,0.012003,-2.538823743321972,0.0,1.0253882374332197,0.9380088508058694,-9.315411741827418,0.0
