shape,n,d,start_kib,jump_kib,shape_index,row_size_kib,activation_trace_count,a_ms,c1_ms_per_row,c2_ms_per_row,d_ms_per_excess_row,saturation_kib,saturation_rows,short_max_rows,r_squared,mape_pct
896x896,896,896,8.0,8.0,0,1.75,32,0.01283283432435456,0.0002111014918410229,0.0003046742421227749,9.3572750281752e-05,240.0,137.14285714285714,137,0.9854058527187697,3.2871948371010977
896x128,896,128,8.0,8.0,1,0.25,32,0.01283283432435459,3.015735597728898e-05,4.352489173182501e-05,1.336753575453603e-05,240.0,960.0,960,0.9854058527187697,3.287194837101125
896x4864,896,4864,8.0,8.0,2,9.5,32,0.01283283432435457,0.0011459795271369817,0.0016539458858093501,0.0005079663586723684,240.0,25.263157894736842,25,0.9854058527187697,3.287194837101111
4864x896,4864,896,12.0,16.0,3,1.75,32,0.01283283432435456,0.0002111014918410229,0.0003046742421227749,9.3572750281752e-05,240.0,137.14285714285714,137,0.9854058527187697,3.2871948371010977
