trace_id,shape,n,d,budget_index,row_budget_fraction,row_budget,paper_underfill_rows,paper_importance,paper_two_line_ms,paper_lookup_ms,paper_two_line_efficiency,paper_lookup_efficiency,exact_importance,exact_two_line_ms,exact_lookup_ms,exact_two_line_efficiency,exact_lookup_efficiency,exact_two_line_gain_vs_paper_pct,exact_lookup_gain_vs_paper_pct,exact_runtime_ms,exact_iterations,exact_states,exact_converged,exact_actual_io_median_ms,exact_actual_io_p95_ms,exact_actual_upload_median_ms,exact_actual_upload_p95_ms,exact_actual_read_wall_median_ms,exact_actual_read_wall_p95_ms,exact_actual_direct_rate,corridor_w4_optimum_recovery,corridor_w4_two_line_gain_vs_paper_pct,corridor_w4_states,corridor_w8_optimum_recovery,corridor_w8_two_line_gain_vs_paper_pct,corridor_w8_states,corridor_w16_optimum_recovery,corridor_w16_two_line_gain_vs_paper_pct,corridor_w16_states,corridor_w32_optimum_recovery,corridor_w32_two_line_gain_vs_paper_pct,corridor_w32_states
6,4864x896,4864,896,1,0.5,2430,2,0.5303838650870603,0.7696333116607769,0.7526735434593462,0.6891383949358366,0.704666544607606,0.534282573069504,0.7407995370382428,0.7033262736893399,0.7212242264696804,0.7596510937475618,4.655934391354188,7.802917502004281,183.091621,2,11838970,True,1.0212819999999998,1.1438221499999999,0.40271250000000003,0.4612270999999999,1.5110215,1.7699286499999998,1.0,0.8626503164133151,-9.71852508276717,348616,0.8907053877280048,-6.782395379912243,657580,0.9120468860602672,-4.548880930637789,1271310,0.9953216068572991,4.166312785554704,2173675
6,4864x896,4864,896,2,0.75,3648,0,0.7731231283105444,1.1294176033179792,1.1057418756910418,0.6845325644290292,0.6991895172889019,0.7834282464100397,1.111505105406901,1.0500221854390328,0.7048354907225023,0.7461063749643295,2.965954776805657,6.710177500564818,173.502393,3,13322499,True,1.323406,1.40925915,0.554816,0.62928215,2.0156695,2.1722761,1.0,0.9663304028393201,-0.5008674417941616,344609,0.989534648303877,1.8883798473392943,648519,0.998247982782717,2.7855566512427155,1254178,0.9999763797871886,2.9635226990414987,1233411
14,896x896,896,896,0,0.25,224,0,0.28068229916971177,0.07295240282109824,0.0717037780413326,3.8474716159525437,3.914470155364987,0.27464284186135046,0.06824703023550158,0.06439316835952563,4.024246050174406,4.265092848482626,4.594561100565708,8.957091999720369,4.616912,2,302850,True,0.327582,0.35970384999999994,0.053319500000000006,0.06196455,0.4314755,0.47078095,1.0,0.9275204713241205,-2.9864033900637854,16035,0.9275204713241205,-2.9864033900637854,19458,0.9275204713241205,-2.9864033900637854,36610,0.9406446497929851,-1.6136857033073992,104067
14,896x896,896,896,1,0.5,448,0,0.5448417136503849,0.1459048056421965,0.14158528862822856,3.734227335777442,3.848152014444226,0.5478175870666746,0.13649406047100315,0.12878633671905126,4.013490295301554,4.253693373247694,7.478467013738221,10.538600275697242,6.386787,2,403202,True,0.367556,0.3957994999999999,0.0808255,0.09369975,0.49004000000000003,0.5417107,1.0,0.8644939110957249,-7.085519692720577,29440,0.8690961010665502,-6.590883369750278,55116,0.9860274195692595,5.976715488816087,214392,0.9978780499549721,7.250403075818901,244325
14,896x896,896,896,2,0.75,672,0,0.7803283262765035,0.21629064159842384,0.2067071251277538,3.6077766495570374,3.7750431959915622,0.7956170062243473,0.20474109070650473,0.1931795050785769,3.8859664343825346,4.118537346395651,7.71083722324255,9.099078674618056,4.922652,2,302850,True,0.42506900000000003,0.45588585,0.11851149999999999,0.1350617,0.6010625,0.6602319499999999,1.0,0.9795325868168995,5.506275013496764,15166,0.9912279318056921,6.765990413854284,99943,1.0,7.71083722324255,82275,1.0,7.71083722324255,105698
15,896x128,896,128,0,0.25,224,0,0.27074810265912674,0.01958808206326732,0.020325459120758234,13.822083335399585,13.32063896075114,0.27464284186135046,0.01958808206326732,0.020325459120758234,14.020915420625904,13.512257717261592,1.438510247706959,1.438510247706981,4.461011,2,302850,True,0.12409150000000001,0.1998865999999999,0.018304,0.04667494999999994,0.1801015,0.3186983499999998,1.0,0.9275204713241205,-5.913705164630201,16035,0.9275204713241205,-5.913705164630201,19458,0.9275204713241205,-5.913705164630201,36610,0.940644649792985,-4.582408052523556,104067
15,896x128,896,128,1,0.5,448,0,0.5112550644262228,0.02634332980218005,0.02632769637144123,19.407381992534358,19.418906128862947,0.5173404650122393,0.02634332980218005,0.02632769637144123,19.638385462168365,19.65004676874884,1.1902866121915379,1.1902866121915157,6.155956,2,403202,True,0.12236849999999999,0.16537295,0.020989,0.0335695,0.1903455,0.24417044999999993,1.0,0.9914543705698194,0.32555192086998197,18723,0.9914543705698194,0.32555192086998197,23042,0.9914543705698194,0.32555192086998197,43778,0.9914543705698194,0.32555192086998197,83714
15,896x128,896,128,2,0.75,672,0,0.7617985533142928,0.033098577541092786,0.03197862460287874,23.016051139010404,23.822117516765097,0.7659835712402128,0.033098577541092786,0.03197862460287874,23.14249215964714,23.95298674512907,0.5493601829135164,0.5493601829135164,4.832013,2,302850,True,0.17768699999999998,0.22005814999999998,0.0286235,0.03951755,0.2527115,0.3001469,1.0,0.9829685488270814,-1.1631413355099762,7137,0.9829685488270814,-1.1631413355099762,13313,0.9829685488270814,-1.1631413355099762,25473,1.0,0.5493601829135164,188420
18,896x4864,896,4864,0,0.25,224,0,0.2988106393022463,0.3850277573222296,0.37806633613970797,0.7760755779801396,0.7903656335903599,0.2977149255457334,0.37048387842129443,0.3495629139517105,0.8035840231816725,0.8516776627707724,3.5445575124433137,7.75742600318956,4.584852,2,302850,True,0.6458605,0.7576931,0.2028185,0.22428779999999998,0.912589,1.06334705,1.0,0.9247957319754495,-4.242435143205947,51308,0.9652683870268384,-0.05171198455613535,95568,0.9856733632028614,2.061112244642116,183432,1.0,3.5445575124433137,182497
18,896x4864,896,4864,1,0.5,448,0,0.5474454028881155,0.7572226803201046,0.7398825921106637,0.7229648782531066,0.7399084783525148,0.5481334096290809,0.7416361336303157,0.705457868524238,0.7390867094702666,0.7769895752608622,2.2299605004485024,5.011578863228117,4.992183,2,403202,True,0.924331,0.98047805,0.35460250000000004,0.4061402499999999,1.3550005,1.4661239,1.0,0.9906202235330807,1.271066322732306,63440,0.9964289874729154,1.8648960308580431,118809,1.0,2.2299605004485024,170583,1.0,2.2299605004485024,214276
18,896x4864,896,4864,2,0.75,672,0,0.7813536346657202,1.1381599717014463,1.1064374015842509,0.6865059869375542,0.7061887401374357,0.7866442642407492,1.111718985978974,1.0512215581034585,0.7075927227671067,0.7483144330296636,3.0716026124722795,5.965217299277459,3.677157,2,302850,True,1.2831555,1.3810053,0.525912,0.5737877499999999,1.9010655,2.02875065,1.0,0.997688356563472,2.833337818800752,39701,0.9998542138364823,3.0565761989597817,59567,1.0,3.0716026124722795,85218,1.0,3.0716026124722795,104958
20,4864x896,4864,896,0,0.25,1212,4,0.3561062313965522,0.3970161856792199,0.3881680498416757,0.8969564572973806,0.9174022219031145,0.35551758532528765,0.36931865159582133,0.34974647952919163,0.9626310065551809,1.016500825980764,7.321932823326138,10.802088954185596,102.455188,2,8862178,True,0.682665,0.7472226499999999,0.2060945,0.2335856,0.9567915,1.0360523000000001,1.0,0.9547945761970948,2.4703993667007706,233956,0.9572315766594615,2.7319429666132766,375815,0.9584785465583217,2.8657701863314733,512389,0.9689012786259896,3.984357937133276,1623048
20,4864x896,4864,896,1,0.5,2430,2,0.5821503614788526,0.7696333116607769,0.7526735434593462,0.7563996420875306,0.7734433693567123,0.5854484659430454,0.7404118785013611,0.6998843324841122,0.7907064742505603,0.8364931729005886,4.535543151282928,8.15183193002429,138.621085,2,11838970,True,0.9565515,1.06613605,0.3667645,0.42406575,1.4006555,1.59211455,1.0,0.8578417333097467,-10.325048470627618,345641,0.9072517714175028,-5.159943299907754,650501,0.9774157059485997,2.1746817059315138,1246532,0.9914117264976486,3.637763315982867,2444329
20,4864x896,4864,896,2,0.75,3648,0,0.7952058225637302,1.1407265385663168,1.1129147977537128,0.6971046922105955,0.7145253384794229,0.8040358504586038,1.1114650027996373,1.049022102751107,0.7234018600975658,0.7664622588503942,3.7723412538766876,7.268730382815813,97.673528,2,8881666,True,1.328721,1.41208355,0.5268235000000001,0.5956317499999999,1.950422,2.0965546,1.0,0.9729372564682562,0.9639769968344147,344868,0.9967589170050449,3.4360064832920534,649888,0.9993564108173759,3.7055544975901133,1246990,0.9999930077349609,3.7716156501629072,2414374
