track,method,method_label,cases,valid_cases,valid_rate,exact_row_match_rate,deadline_pass_rate,valid_and_deadline_pass_rate,deterministic_rate,fallback_rate,error_rate,runtime_median_ms,runtime_case_p95_ms,runtime_worst_case_p95_ms,lookup_efficiency_gain_pct_mean_valid,lookup_efficiency_gain_pct_median_valid,lookup_efficiency_win_rate_valid,two_line_efficiency_gain_pct_mean_valid,two_line_efficiency_win_rate_valid,importance_gain_pct_mean_valid,importance_nonregression_rate_valid,lookup_saving_pct_mean_valid,lookup_saving_pct_weighted_valid,lookup_nonregression_rate_valid,pareto_nonregression_rate_valid,lookup_saving_abs_ms_mean_valid,selector_overhead_median_ms_median_valid,mixed_net_win_rate_valid,scalarized_calls_median,repair_deletions_mean,repair_additions_mean,returned_top_r_rate,paper_underfill_rows_mean,frontier_candidates_mean,eligible_candidates_mean,trim_work_deletions_mean,minimum_overfill_median,actual_cases,actual_direct_rate,actual_io_median_ms,actual_upload_median_ms,actual_read_wall_ms_mean,actual_read_wall_ms_median,actual_read_wall_case_p95_ms,actual_io_efficiency_gain_pct_mean,actual_read_saving_pct_mean,actual_total_ms_mean,actual_total_ms_median,actual_total_ms_p95,actual_total_saving_ms_mean,actual_total_win_rate
cuda,paper,Paper,384,384,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25694475,0.43456645750000006,0.67328945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,384,1.0,0.52665075,0.16479575000000002,0.891908625,0.74301525,2.18933246,0.0,0.0,1.1351425690104167,1.0159099999999999,2.2737670499999996,0.0,0.0
cuda,top_r,Top-R,384,384,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.038546750000000005,0.11073470999999999,0.1817431,-87.44910449550243,-91.49446654590594,0.0,-88.43845010592362,0.0,27.629925189534873,1.0,-2689.6410720687436,-938.6634805152935,0.0,0.0,-3.888916022175317,-0.19251949999999995,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,384,1.0,2.332737,0.20429925,4.852337903645833,2.585134,19.314401784999998,-73.08553255006255,-554.380792453058,4.89982078515625,2.6230585,14.284653449999999,-3.764678216145833,0.0
cuda,price1,Price-1 + repair,384,384,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.21164075,1.10960053,1.67860125,-11.179774456499523,-3.9068089489443016,0.23177083333333334,-11.819866848194046,0.18229166666666666,0.47583659449047416,0.6067708333333334,-39.053089712086326,-7.343568655932842,0.4401041666666667,0.09895833333333333,-0.030424664854676348,0.012150000000000008,0.3958333333333333,1.0,750.9088541666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,384,1.0,0.526657,0.17193125,0.954091046875,0.790678,2.2081661825,-8.253398985005513,-11.18323392585909,1.3230920494791667,1.0325215,2.760130475,-0.18794948046875,0.3203125
cuda,corridor_w4,Exact-R corridor W=4,384,384,1.0,1.0,0.7473958333333334,0.7473958333333334,1.0,0.0,0.0,0.88377125,6.369888835,8.18623245,-6.830355340577925,-0.10333711652104616,0.484375,-7.739167600718484,0.3984375,0.2749811507514703,0.5859375,-22.9863411985514,-1.6689496830545991,0.6432291666666666,0.25,-0.006914517606536102,0.6040285,0.0,7.0,750.9088541666666,0.0,0.0,0.5,101364.8671875,5.473958333333333,0.0,4.0,384,1.0,0.48142375000000004,0.181191,0.9022459791666666,0.73407125,2.1995029600000002,-1.6667098607419168,-3.390867468166263,2.6922678098958337,1.62771425,8.054411525,-1.5571252408854166,0.0
cuda,corridor_w8,Exact-R corridor W=8,384,384,1.0,1.0,0.7135416666666666,0.7135416666666666,1.0,0.0,0.0,1.2587172500000001,10.6289298425,11.7272157,-4.212145776075804,1.2241487260825634,0.5963541666666666,-5.417330729263992,0.53125,0.039935451383566876,0.6145833333333334,-13.590307443543201,1.220628239972188,0.7213541666666666,0.3489583333333333,0.0050571060002691645,1.0025887500000001,0.0,6.0,750.9088541666666,0.0,0.0,0.5,186491.97916666666,5.223958333333333,0.0,8.0,384,1.0,0.4550675,0.1574815,0.8967006393229165,0.6663225,2.2048658924999995,-0.6950835102069522,-2.0413327741315808,3.790831180989583,2.2692432499999997,12.10942115,-2.6556886119791665,0.0
cuda,corridor_w16,Exact-R corridor W=16,384,384,1.0,1.0,0.4921875,0.4921875,1.0,0.0,0.0,1.791353,18.4018891725,20.96505695,-0.4242761021796273,3.621468327333399,0.7421875,-2.02931339295669,0.7057291666666666,-0.42317472975692055,0.6015625,-3.4663776703456777,4.269257427439488,0.8463541666666666,0.4505208333333333,0.01768768462500107,1.5363035,0.0,5.0,750.9088541666666,0.0,0.0,0.5,344302.2005208333,4.799479166666667,0.0,16.0,384,1.0,0.46244075,0.1592375,0.8916432799479166,0.6767587500000001,2.166663625,0.35831942588244137,-0.11251498395908975,5.7145978098958325,2.94422025,19.367417949999997,-4.579455240885416,0.0
cuda,corridor_w32,Exact-R corridor W=32,384,384,1.0,1.0,0.3307291666666667,0.3307291666666667,1.0,0.0,0.0,2.42071125,30.28776045249998,38.575267450000005,2.957049705481193,5.209251682857763,0.828125,1.0938763274628394,0.7838541666666666,-0.30167244117760145,0.59375,2.0005950968460406,5.5570182718458145,0.9166666666666666,0.515625,0.02302292338148552,2.1915905,0.0,4.0,750.9088541666666,0.0,0.0,0.5,564331.4661458334,3.921875,0.0,32.0,384,1.0,0.45883725,0.15945825,0.8927711757812501,0.67488075,2.178551265,0.11586122438120176,-0.2896945471836362,8.185512875,3.464522,30.511613149999995,-7.050370305989584,0.0
