trace_id,input_index,prompt_sha256,num_tokens,module,projection,module_call_index,activation_cv,shape,shape_index,n,d,row_size_kib,budget_index,row_budget_fraction,nominal_row_budget,effective_row_budget,paper_underfill_rows,track,method,method_label,importance,rows,chunks,two_line_ms,lookup_ms,lookup_efficiency,two_line_efficiency,row_match,valid,runtime_median_ms,runtime_p95_ms,deadline_met,valid_and_deadline_met,deterministic,scalarized_calls,outer_iterations,mu_exact_hits,frontier_candidates,eligible_candidates,trim_work_deletions,minimum_overfill,repair_deletions,repair_additions,returned_top_r,fallback_used,error,paper_importance,paper_lookup_ms,paper_two_line_ms,paper_lookup_efficiency,paper_two_line_efficiency,paper_runtime_median_ms,importance_gain_pct,lookup_saving_pct,two_line_saving_pct,lookup_efficiency_gain_pct,two_line_efficiency_gain_pct,lookup_saving_abs_ms,selector_overhead_median_ms,mixed_net_saving_ms,mixed_net_win
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,0,0.25,224,224,0,cuda,frontier16_trim256,Frontier16 + adaptive trim256,0.3376545017817989,224,3,0.0877083314438565,0.0866783350628464,3.8954890116080496,3.849742621063734,True,True,0.798397,0.8269084,True,True,True,32,2,0,4,4,92,6,61,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.233366,-1.1566969927947923,12.744139371169638,11.21645393709697,13.279844236097315,11.330654598065815,0.01265978897624749,0.5650310000000001,-0.5523712110237525,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,0,0.25,224,224,0,cuda,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,0.3380474404548295,224,3,0.0877083314438565,0.0876135035080887,3.858394276215879,3.854222682040406,True,True,1.411648,1.44712065,True,True,True,72,3,0,7,7,374,5,230,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.233366,-1.0416700758822284,11.802740029991943,11.21645393709697,12.201138626947184,11.460213420633103,0.01172462053100519,1.178282,-1.166557379468995,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,host,paper,Paper,0.6008725541178137,448,5,0.1643360460035591,0.161595006468927,3.718385655891879,3.656364922549008,True,True,0.1886625,0.2439420499999998,True,True,True,0,0,0,0,0,0,0,0,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.1886625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,host,top_r,Top-R,0.7699841074645519,448,210,2.4358625072550955,2.417403405208391,0.3185170111887783,0.3161032714987781,True,True,0.0113365,0.01323045,True,True,True,0,0,0,0,0,0,0,0,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.1886625,28.14432980634698,-1395.9641749036546,-1382.2448065972944,-91.43399742078716,-91.35471217466967,-2.255808398739464,-0.177326,-2.0784823987394643,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,host,legacy_rho2_mu4,Exp24 rho2/mu4,0.5967836799100041,448,5,0.1700172097450109,0.1719422164424352,3.47083858901983,3.510136890289228,True,True,0.312063,0.35671545,True,True,True,8,2,0,0,0,0,0,772,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.1886625,-0.6804894282137375,-6.403174330450545,-3.457040545644352,-6.657380104718413,-3.999273468520159,-0.010347209973508215,0.12340049999999997,-0.13374770997350818,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,host,frontier16_trim64,Frontier16 + adaptive trim64,0.5896356636658311,448,4,0.1548283132957577,0.1561564458133456,3.775929072890303,3.808319364297997,True,True,0.7345379999999999,0.9301068999999996,True,True,True,32,2,0,3,3,77,2,38,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.1886625,-1.8700954761497357,3.365549947626123,5.78554306192538,1.547537623141504,4.15588829254645,0.005438560655581404,0.5458755,-0.5404369393444186,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,host,frontier16_trim256,Frontier16 + adaptive trim256,0.5787073453830089,448,4,0.1548283132957577,0.1552080031657101,3.728592170373736,3.7377359028483688,True,True,0.9191425,0.96973125,True,True,True,32,2,0,7,7,814,2,332,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.1886625,-3.6888369393651477,3.952475662943866,5.78554306192538,0.2744877865394235,2.22546113484301,0.006387003303216898,0.73048,-0.7240929966967831,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,host,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,0.5787073453830089,448,4,0.1548283132957577,0.1552080031657101,3.728592170373736,3.7377359028483688,True,True,1.5290575,1.5512206,True,True,True,72,3,0,9,9,1149,2,440,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.1886625,-3.6888369393651477,3.952475662943866,5.78554306192538,0.2744877865394235,2.22546113484301,0.006387003303216898,1.340395,-1.334007996696783,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,cuda,paper,Paper,0.6008725541178137,448,5,0.1643360460035591,0.161595006468927,3.718385655891879,3.656364922549008,True,True,0.2434195,0.2894268999999999,True,True,True,0,0,0,0,0,0,0,0,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.2434195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,cuda,top_r,Top-R,0.7699841074645519,448,210,2.4358625072550955,2.417403405208391,0.3185170111887783,0.3161032714987781,True,True,0.0403605,0.05017555,True,True,True,0,0,0,0,0,0,0,0,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.2434195,28.14432980634698,-1395.9641749036546,-1382.2448065972944,-91.43399742078716,-91.35471217466967,-2.255808398739464,-0.20305900000000002,-2.052749398739464,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,cuda,legacy_rho2_mu4,Exp24 rho2/mu4,0.5967836799100041,448,5,0.1700172097450109,0.1719422164424352,3.47083858901983,3.510136890289228,True,True,0.3968064999999999,0.42750635,True,True,True,8,2,0,0,0,0,0,772,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.2434195,-0.6804894282137375,-6.403174330450545,-3.457040545644352,-6.657380104718413,-3.999273468520159,-0.010347209973508215,0.15338699999999988,-0.1637342099735081,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,cuda,frontier16_trim64,Frontier16 + adaptive trim64,0.5896356636658311,448,4,0.1548283132957577,0.1561564458133456,3.775929072890303,3.808319364297997,True,True,0.8216905,0.8535336499999999,True,True,True,32,2,0,3,3,77,2,38,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.2434195,-1.8700954761497357,3.365549947626123,5.78554306192538,1.547537623141504,4.15588829254645,0.005438560655581404,0.578271,-0.5728324393444186,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,cuda,frontier16_trim256,Frontier16 + adaptive trim256,0.5787073453830089,448,4,0.1548283132957577,0.1552080031657101,3.728592170373736,3.7377359028483688,True,True,1.012432,1.0305516,True,True,True,32,2,0,7,7,814,2,332,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.2434195,-3.6888369393651477,3.952475662943866,5.78554306192538,0.2744877865394235,2.22546113484301,0.006387003303216898,0.7690125,-0.7626254966967831,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.5,448,448,0,cuda,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,0.5787073453830089,448,4,0.1548283132957577,0.1552080031657101,3.728592170373736,3.7377359028483688,True,True,1.620328,1.6864712999999998,True,True,True,72,3,0,9,9,1149,2,440,0,False,False,,0.6008725541178137,0.161595006468927,0.1643360460035591,3.718385655891879,3.656364922549008,0.2434195,-3.6888369393651477,3.952475662943866,5.78554306192538,0.2744877865394235,2.22546113484301,0.006387003303216898,1.3769084999999999,-1.370521496696783,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,2,0.75,672,672,0,host,paper,Paper,0.8226725598942721,672,6,0.2303057095772325,0.2302219234991185,3.573389307979707,3.5720892955907835,True,True,0.212152,0.22383245,True,True,True,0,0,0,0,0,0,0,0,0,False,False,,0.8226725598942721,0.2302219234991185,0.2303057095772325,3.573389307979707,3.5720892955907835,0.212152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,2,0.75,672,672,0,host,top_r,Top-R,0.90581837965874,672,168,2.0249430789120293,2.16693187605817,0.4180188540613004,0.4473302924373668,True,True,0.0100585,0.0111815999999999,True,True,True,0,0,0,0,0,0,0,0,0,False,False,,0.8226725598942721,0.2302219234991185,0.2303057095772325,3.573389307979707,3.5720892955907835,0.212152,10.106793859169638,-841.2361095430024,-779.2413712318188,-88.30189441917717,-87.47706858869597,-1.9367099525590514,-0.2020935,-1.7346164525590515,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,2,0.75,672,672,0,host,legacy_rho2_mu4,Exp24 rho2/mu4,0.7872075328195933,672,5,0.2203284592048482,0.2255766567801878,3.489756183356703,3.572881758718672,True,True,0.255232,0.3116804999999999,True,True,True,8,2,0,0,0,0,0,416,0,False,False,,0.8226725598942721,0.2302219234991185,0.2303057095772325,3.573389307979707,3.5720892955907835,0.212152,-4.3109529603414405,2.017734301029106,4.332176736173565,-2.340442571881096,0.022184863319818504,0.004645266718930702,0.04308000000000001,-0.038434733281069305,False
