method,score_median_ms,selector_median_ms,read_wall_median_ms,gather_median_ms,gemm_median_ms,order
paper,0.030058666915884047,0.31466057914678874,0.2907042827797086,0.016224927827997573,0.03991067457457376,0
cell1_abs_lookup,0.030058666915884047,0.0763885708913013,0.27774759528343096,0.016079929843661946,0.04183423614603704,1
cell1_abs_twoline,0.030058666915884047,0.07615171943969203,0.27793997354182326,0.016083881415913822,0.04184444509936064,2
cell1_x2_lookup,0.02921955550592093,0.07416088022403772,0.2752398868300292,0.0160964345060513,0.04156655644387439,3
cell1_x2_twoline,0.02921955550592093,0.07484227075480605,0.27497942833144884,0.0160736345213104,0.04153310934851819,4
