method,method_label,score_kind,budget_index,budget_fraction,cases,actual_total_ms,legacy_total_ms,score_median_ms,selector_median_ms,selector_total_ms,read_wall_median_ms,io_median_ms,upload_median_ms,gather_median_ms,gemm_median_ms,relative_l2_error,cosine_error,importance_retention,selected_fraction,chunks,row_match_rate,fallback_rate
cell1_abs_lookup,Cell-1 |x| lookup,abs,0,0.1,63,0.2886104683815023,0.2585518014656182,0.030058666915884047,0.0726316984126984,0.10269036532858246,0.15041788095238093,0.06922181746031746,0.03987642857142856,0.015257396750033805,0.020244825350504966,0.7995153495243618,0.4022883886382693,0.14357093993633507,0.1,1.3015873015873016,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,1,0.15,63,0.2944983573907604,0.2644396904748763,0.030058666915884047,0.07571173809523808,0.10577040501112214,0.15069773015873017,0.0638904603174603,0.048804817460317444,0.015727238049582776,0.022302984171325205,0.7475459806266285,0.3399424638066973,0.2004108116740272,0.15,1.6666666666666667,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,2,0.2,63,0.31514706395453307,0.28508839703864897,0.030058666915884047,0.07544953174603174,0.1055081986619158,0.1676452142857143,0.06850721428571427,0.06034078571428571,0.016311873105310203,0.025681777901592668,0.6977630055376461,0.29513650186478146,0.2560668519091984,0.2,2.0634920634920637,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,3,0.25,63,0.3222893969616379,0.29223073004575384,0.030058666915884047,0.07512326984126982,0.10518193675715388,0.172726,0.06273759523809522,0.07209472222222221,0.01646730155935357,0.027914158645130294,0.6520407057943798,0.24499678800976463,0.3115991283030736,0.25,2.4444444444444446,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,4,0.3,63,0.3372894128031986,0.30723074588731447,0.030058666915884047,0.07603267460317459,0.10609134151905865,0.1839183253968254,0.062019134920634905,0.08271139682539681,0.016720253959416335,0.030559491927898065,0.6041549603853907,0.2109408965186467,0.36246806572354023,0.3,2.6825396825396823,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,5,0.35,63,0.3513747148851213,0.3213160479692372,0.030058666915884047,0.07575974603174603,0.10581841294763009,0.19687007936507933,0.06382275396825395,0.09522464285714284,0.016352507921438303,0.0323337146509734,0.5503375510138179,0.17380188192640028,0.4185498162867531,0.35,2.7777777777777777,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,6,0.4,63,0.36360816729076323,0.3335495003748791,0.030058666915884047,0.07402747619047619,0.10408614310636025,0.2092017698412698,0.06648765079365078,0.10464688888888887,0.016649650705475597,0.033670603637657434,0.5248720936831974,0.1564316352208455,0.4669294674245138,0.4,3.0,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,7,0.45,63,0.3820176349367414,0.3519589680208573,0.030058666915884047,0.0789786984126984,0.10903736532858246,0.22410661904761903,0.07072121428571428,0.11505304761904761,0.015510857105255075,0.03336279345528469,0.4793203954422285,0.1315644307742043,0.5175391421431587,0.45,3.1746031746031744,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,8,0.5,63,0.39131599201839407,0.36125732510250996,0.030058666915884047,0.0770011746031746,0.10705984151905865,0.23330351587301587,0.07032724603174602,0.12605761904761903,0.01580901584395808,0.035143618782361295,0.44707470458178294,0.11429905607586811,0.5635217371441069,0.5,3.4126984126984126,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,9,0.55,63,0.40631883376502137,0.37626016684913727,0.030058666915884047,0.07609444444444442,0.1061531113603285,0.24817588095238094,0.07293635714285711,0.13737397619047617,0.01580850793314826,0.03618133351916355,0.41243774278296363,0.0993973716856941,0.6084610990115574,0.55,3.4285714285714284,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,10,0.6,63,0.42124354004361136,0.39118487312772726,0.030058666915884047,0.07706518253968253,0.10712384945556659,0.2604170873015873,0.07368941269841268,0.14814317460317458,0.016222984071761787,0.037479619214695566,0.3714520610159352,0.08189743189584638,0.6590372030697171,0.6,3.365079365079365,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,11,0.65,63,0.43893183374221456,0.4088731668263305,0.030058666915884047,0.0780333492063492,0.10809201612223326,0.27477988095238093,0.07671116666666665,0.15933015079365076,0.016111238002185727,0.039948698665414485,0.3458811388247543,0.07094527142388476,0.7021399764787584,0.65,3.3492063492063493,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,12,0.7,63,0.4508271352725143,0.4207684683566302,0.030058666915884047,0.0778307222222222,0.10788938913810626,0.28559425396825394,0.07680030158730157,0.1699639444444444,0.01619453961768788,0.04114895254846598,0.31364271434999647,0.059035374058617446,0.7471105286053249,0.7,3.0793650793650795,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,13,0.75,63,0.469635087095692,0.4395764201798079,0.030058666915884047,0.07779240476190474,0.10785107167778882,0.30281309523809524,0.08150929365079365,0.1821131111111111,0.016365714134677956,0.04260520604512989,0.27973008256346454,0.04789043797387013,0.7918946686245146,0.75,3.0634920634920637,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,14,0.8,63,0.46901854783911645,0.43895988092323235,0.030058666915884047,0.07418480158730158,0.10424346850318564,0.30355247619047615,0.07319032539682538,0.1922192857142857,0.016371809493099833,0.04485079365235466,0.2554621204497322,0.03958895565971491,0.8320730829995776,0.8,2.619047619047619,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,15,0.85,63,0.5029269208258693,0.4728682539099852,0.030058666915884047,0.07492214285714284,0.1049808097730269,0.32937519047619046,0.0860158492063492,0.2050403492063492,0.0160289522970006,0.05254196827965118,0.21925598897394677,0.02980992150685139,0.8746290850260902,0.85,2.1904761904761907,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,16,0.9,63,0.5126454684702944,0.48258680155441025,0.030058666915884047,0.07573967460317459,0.10579834151905865,0.33664014285714283,0.08234116666666665,0.21568310317460318,0.01622146026541784,0.05398552382867484,0.18071909035955153,0.02079092320941739,0.9166100668528724,0.9,1.8571428571428572,1.0,0.0
cell1_abs_lookup,Cell-1 |x| lookup,abs,17,0.95,63,0.530696770576391,0.5006381036605069,0.030058666915884047,0.07550510317460316,0.10556377009048723,0.3533280476190476,0.08139077777777777,0.23159738095238094,0.01638399997341722,0.05542095289343874,0.13419352108169166,0.012241596267336834,0.956500148016309,0.95,1.3968253968253967,1.0,0.0
cell1_abs_twoline,Cell-1 |x| 2-line,abs,0,0.1,63,0.2891864525084864,0.25912778559260236,0.030058666915884047,0.07320768253968253,0.10326634945556659,0.15041788095238093,0.06922181746031746,0.03987642857142856,0.015257396750033805,0.020244825350504966,0.7995153495243618,0.4022883886382693,0.14357093993633507,0.1,1.3015873015873016,1.0,0.0
cell1_abs_twoline,Cell-1 |x| 2-line,abs,1,0.15,63,0.29474219072676555,0.26468352381088145,0.030058666915884047,0.07502761111111111,0.10508627802699516,0.15156321428571426,0.06449315873015872,0.04898235714285713,0.015741968202212447,0.02235073021184353,0.741944055117312,0.3380055938448225,0.20170866544284516,0.15,1.6984126984126984,1.0,0.0
